layer,alpha,matched_shift_V,matched_shift_A,random_shift_V,random_shift_A,specificity_V,specificity_A
13,-1.0,0.0017266813705665782,0.0004165641374494604,0.0011399392091599226,0.0003876053675214407,0.0005867421614066555,2.8958769928019712e-05
13,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,0.5,-0.00038748945604240764,-0.00022606897703995182,1.5657267027115636e-06,-0.0002481482591615962,-0.0003890551827451192,2.2079282121644395e-05
13,1.0,-0.0007453948195911183,-0.0005713197670149222,-0.000623130113568048,-0.0005589986071064165,-0.00012226470602307027,-1.2321159908505741e-05
13,1.5,-0.0013235631872836353,-0.0009881646126956994,-0.0008927827111857578,-0.0009271719616617685,-0.00043078047609787745,-6.099265103393092e-05
14,-1.0,9.186454153972447e-05,-2.7822537371667105e-05,-0.00010097557041667075,5.537625189220898e-05,0.00019284011195639522,-8.319878926387608e-05
14,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,0.5,2.9381172842526948e-05,1.6396996493657962e-05,0.00011900353694755533,-2.714318313180632e-05,-8.962236410502838e-05,4.354017962546428e-05
14,1.0,7.456500977426801e-05,9.349351015533237e-05,0.0004602098481693249,-0.0001890256971555926,-0.0003856448383950569,0.00028251920731092495
14,1.5,4.6542280587163566e-05,9.827982132952957e-05,0.0003377118861636654,-5.575673491830154e-06,-0.0002911696055765018,0.00010385549482135972
15,-1.0,2.297465598786787e-05,1.0881255648943766e-05,-9.142579018008487e-06,1.841998915834882e-05,3.2117235005876356e-05,-7.538733509405055e-06
15,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,0.5,1.1419957860488624e-05,1.2761585273144785e-05,3.55626803134774e-05,1.0578555508812074e-05,-2.4142722452988777e-05,2.1830297643327112e-06
15,1.0,2.327329634621798e-05,-2.8148704703329086e-05,1.7849331008061575e-05,-1.322205765519798e-05,5.423965338156405e-06,-1.4926647048131106e-05
15,1.5,-3.720900261393786e-05,2.0326662499417503e-05,-2.128411552779902e-05,1.6771431678765564e-05,-1.5924887086138838e-05,3.5552308206519382e-06
