acc_original_minimal_pair,acc_pair_aware_held_out_paraphrase,pair_aware_held_out_reversal_drop,n_train_pairs,n_test_pairs,n_nonfallback_paraphrase_pairs,n_nonfallback_reversal_pairs,n_primary_test_paraphrase_pairs,n_primary_test_reversal_pairs,sensitivity_held_out_paraphrase,sensitivity_held_out_reversal_drop,acc_paraphrase_invariance_all,acc_word_shuffle,mean_affective_prob_original,mean_affective_prob_outcome_reversed,outcome_reversal_prob_drop
0.9166666666666666,1.0,0.006911158561706543,134,58,8,18,2,7,0.9137931034482758,0.079836905002594,1.0,0.796875,0.9960116744041443,0.9497531056404114,0.04625856876373291
