family,alignment,format_condition,task,pair_id,layer,relative_depth,c_v,c_a,c_v_zero,c_a_zero
llama,base,plain,self,pair_58,6,0.4,0.0008993987466903164,0.0005739113779172911,0.005727034322794644,0.0017745552113161978
llama,base,plain,self,pair_62,6,0.4,0.0015866649080162887,0.00019082336715747772,0.00235964039002301,0.0013442477582223944
llama,base,plain,self,pair_64,6,0.4,0.001007702098559271,0.0010460827887044388,0.005065176736200883,0.003066363410474615
llama,base,plain,self,pair_71,6,0.4,0.000861233903276748,0.00037017742415290655,0.0014590841774539953,0.0013859240304565645
llama,base,plain,self,pair_80,6,0.4,0.00038000931498860524,0.00036168129594571496,0.0003076029987880702,0.0012130591130166124
llama,base,plain,self,pair_85,6,0.4,0.0002370908736164523,0.0008079257581012911,0.0037789003108326114,0.00083618133049157
llama,base,plain,self,pair_87,6,0.4,0.0008514979903475606,0.0006923605939803679,0.0034341058410243264,0.001959126644244691
llama,base,plain,self,pair_91,6,0.4,0.0004016838278122492,0.00043064204883069834,0.004567303322198235,9.378562574102745e-05
llama,base,plain,self,pair_95,6,0.4,0.00037896121116531845,0.0002719958166412795,0.010120650142916965,0.0014952465042918917
llama,base,plain,self,pair_98,6,0.4,0.0005876805127558171,8.402605188262413e-05,0.006608313252365328,4.197089014112976e-07
llama,base,plain,self,pair_99,6,0.4,0.0002529196703653369,0.00026981621209909434,0.006997650248537823,0.0027064351171350864
llama,base,plain,self,pair_102,6,0.4,0.00032512271242080004,0.00016518359002315464,0.0031686037003897383,0.0013942651596474676
llama,base,plain,self,pair_105,6,0.4,0.0009255266104508664,0.000799235112701524,0.004654921062130057,0.0007529484938766373
llama,base,plain,self,pair_106,6,0.4,0.00022153288513226954,0.0007772092889126725,0.00834933943083005,0.0027063013458556995
llama,base,plain,self,pair_121,6,0.4,0.0004729939417611462,0.0008414983352951211,0.003040058721049732,0.0014435809248265485
llama,base,plain,self,pair_128,6,0.4,0.000239476940226524,6.810458212047621e-05,0.001263291298683633,0.0021723999106066927
llama,base,plain,self,pair_130,6,0.4,0.0007638920000534455,0.0004893807833337149,0.003854951814110663,2.0201833364374977e-05
llama,base,plain,self,pair_134,6,0.4,0.0013324243884582643,0.00021716107984648403,0.002157492157083496,0.0008857530726107399
llama,base,plain,self,pair_138,6,0.4,0.0008712188662425291,0.0004623442679347889,0.0016944903584299453,0.001175873804966976
llama,base,plain,self,pair_156,6,0.4,0.00019875343266484435,3.038943976108044e-05,0.00149647263448216,0.0007553627406906571
llama,base,plain,self,pair_159,6,0.4,0.001662215420230595,2.9613542569251194e-06,0.0055699289750847925,0.0007051529847084126
llama,base,plain,self,pair_160,6,0.4,0.0010538119157335046,0.0006198625162303628,0.003728177445973202,2.718184480876573e-05
llama,base,plain,self,pair_161,6,0.4,0.0003260824295763243,0.0002087163671147252,0.005027449796297212,0.00031561026861215424
llama,base,plain,self,pair_166,6,0.4,0.000653774698164078,0.001193704309926602,0.0043705705176799725,0.0013574254228618798
llama,base,plain,self,pair_170,6,0.4,0.0012795450737286274,0.0007917616427928209,0.0023147628491706485,0.0018661352641657913
llama,base,plain,self,pair_187,6,0.4,0.0005896411984034344,0.00041044740091145115,0.004518984282034566,0.0010242528498372039
llama,base,plain,self,pair_189,6,0.4,0.00015274041290869178,0.00047582674474178077,0.0023396027897595317,0.0011288461329641564
llama,base,plain,self,pair_191,6,0.4,8.888356119207685e-05,0.000406966830999167,0.00348191964279021,0.0006889484252710076
llama,base,plain,self,pair_200,6,0.4,0.001534371557625036,0.0004190082596480238,0.0011566981743991178,0.00014715350042671105
llama,base,plain,self,pair_201,6,0.4,0.0009535290082336445,8.906769701688688e-05,0.007889991300690014,0.0011211211253199238
llama,base,plain,self,pair_205,6,0.4,4.725019968354616e-05,0.0013316881697313931,0.003169554431553756,0.00045513298748023345
llama,base,plain,self,pair_206,6,0.4,8.751849700683323e-05,0.0013186922134034162,0.0027506434420239145,0.0007699458911609725
llama,base,plain,self,pair_214,6,0.4,0.0006819569012330717,0.0006157094458849599,0.0021618475348184063,0.0009235454385088104
llama,base,plain,self,pair_216,6,0.4,0.0002990444079058463,3.9734525109302865e-05,0.004496565439761291,0.0010453618470052106
llama,base,plain,self,pair_217,6,0.4,0.0001625600915211578,0.0006862568144283543,0.0032922627230655976,0.0006122714333685053
llama,base,plain,self,pair_230,6,0.4,0.000566693709409094,0.0009409475461934491,0.005571183081356956,0.0014504458430435463
llama,base,plain,self,pair_240,6,0.4,0.0010958567065753044,0.0007575122405443224,0.0038799229416373038,0.0019765901302086775
llama,base,plain,self,pair_241,6,0.4,0.00034576143488340705,4.1742502348007804e-05,0.004719895620686643,0.0008669186472136658
llama,base,plain,self,pair_242,6,0.4,0.0005879858793926829,0.001619720147533421,0.0022138079417626244,0.0010926523447141179
llama,base,plain,self,pair_243,6,0.4,0.0005022134931094158,0.00011053812186645473,0.0035663004601147463,0.0010270302275774412
llama,base,plain,self,pair_251,6,0.4,0.0005818195006339622,0.0005319034705202341,0.0038584029360571037,0.0015982025456411364
llama,base,plain,self,pair_252,6,0.4,0.00022788037364041003,0.00012101574293588158,0.005417727464750222,0.0010523872662968614
llama,base,plain,self,pair_269,6,0.4,0.00023210085580593898,0.00019797213223693433,0.008800880883964801,0.002916007740925153
llama,base,plain,self,pair_270,6,0.4,0.0003496744961735132,0.00036448107371445104,0.0015483307401709112,0.0010058905502887683
llama,base,plain,self,pair_273,6,0.4,3.614471118940088e-05,0.0005972815464287962,0.002271065870965927,0.0018630855187886652
llama,base,plain,self,pair_276,6,0.4,2.6581103266032358e-05,0.0004851223475625943,0.0035335397199913743,0.0014443101425465343
llama,base,plain,self,pair_288,6,0.4,4.150683419101853e-05,0.0011184757820599245,0.0032197950437629075,1.1279711481293475e-05
llama,base,plain,self,pair_295,6,0.4,0.0004967165195814971,0.0008935345533132022,0.0014255840957044796,0.0007976408924115219
llama,base,plain,self,pair_308,6,0.4,0.0005951787484788085,0.0006877324336054258,0.00487956070580875,0.00034583788351572053
llama,base,plain,self,pair_313,6,0.4,0.0005779700993606696,0.0003185411588910725,0.005350330902342826,0.0027231073413984674
llama,base,plain,self,pair_315,6,0.4,0.0006152525861589098,3.6754702978925025e-05,0.007043319481158328,0.00327288766735645
llama,base,plain,self,pair_330,6,0.4,0.0006964282482178064,0.0009586675277555301,0.004110032062961011,0.0007290165816957739
llama,base,plain,self,pair_337,6,0.4,0.0004162903603228685,0.000807616717254156,0.002442182216508826,0.0009556212172192602
llama,base,plain,self,pair_339,6,0.4,0.0008860861244146534,0.0005048028436540619,0.003103866249191789,0.000649552971366596
llama,base,plain,self,pair_343,6,0.4,0.0007139269688432037,0.0006928100026488693,0.003298773556893231,0.0014808344178121047
llama,base,plain,self,pair_345,6,0.4,0.00027954612527292255,3.252713864476675e-06,0.0035784931807256726,0.00043694344486056025
llama,base,plain,self,pair_366,6,0.4,0.00017021554351259738,0.0005293692412262629,0.003706658388195727,0.001706661572141499
llama,base,plain,self,pair_372,6,0.4,0.000727508257369891,0.0002361483444079937,0.0027194817528233273,0.00022244593087616948
llama,base,plain,self,pair_378,6,0.4,0.0007266736744728775,0.000461696275755763,0.004818382431191814,0.0009611181719613171
llama,base,plain,self,pair_379,6,0.4,0.00047045637438536403,6.346998278239369e-05,0.004726769448381241,0.0017949940280761467
llama,base,plain,self,pair_385,6,0.4,0.0003876314059283459,3.8925342264128915e-05,0.006057363550326933,0.002193187150830944
llama,base,plain,self,pair_387,6,0.4,0.0002819260125912493,0.00048675525481378656,0.006007082520720353,0.0019468957496595607
llama,base,plain,self,pair_389,6,0.4,0.0012978757588042455,6.979582242472304e-05,0.009065512146051447,0.0031255329615325067
llama,base,plain,self,pair_391,6,0.4,0.0003910833895508503,0.0007143460457452733,0.006270121855477484,0.0029363725284063946
llama,base,plain,self,pair_392,6,0.4,9.242025138611609e-05,0.00011570048305742375,0.0021975744857698487,0.0013443808135624735
llama,base,plain,self,pair_397,6,0.4,0.0007859235838036938,2.7599230065789015e-06,0.005065174658445137,0.0010754300999051836
llama,base,plain,self,pair_401,6,0.4,0.00025828457126042537,0.00022198660441397067,0.0015553917346595725,0.000835111039289238
llama,base,plain,self,pair_406,6,0.4,0.0003601243010313837,0.0006653912916725346,0.0044258700924251215,5.707226174678226e-05
llama,base,plain,self,pair_413,6,0.4,0.0012017126008112555,0.0009246273858645182,0.0031910348788555254,0.001629313868481752
llama,base,plain,self,pair_418,6,0.4,0.00023033565244379162,0.00048008491846829315,0.0035418426462969776,0.000756390479472735
llama,base,plain,self,pair_427,6,0.4,0.000805022192218452,0.0004032879017259461,0.0019678797637503465,0.0010356454452589148
llama,base,plain,self,pair_435,6,0.4,1.2767161249094272e-05,0.0004249899506394428,0.001271770995867172,0.00030364465803245366
llama,base,plain,self,pair_454,6,0.4,0.0010717235256638702,9.307621818965828e-05,0.0028095804417924697,0.001335088807297602
llama,base,plain,self,pair_455,6,0.4,5.692521978239995e-06,0.00041435909780673796,0.0032447688260432983,0.000968501094146923
llama,base,plain,self,pair_458,6,0.4,0.0017348563930523753,0.00010788043115006474,0.004705892711076132,0.0005052390359994163
llama,base,plain,self,pair_459,6,0.4,0.0008499431019766135,0.0002622441189616964,0.004199649256340088,0.0017681709529675516
llama,base,plain,self,pair_460,6,0.4,0.0021074965750491614,0.0009142941301032437,0.00641521048915461,0.002979812959824635
llama,base,plain,self,pair_461,6,0.4,0.00014181047471950592,0.0011652040858480817,0.0017932038344028456,0.001231380905801771
llama,base,plain,self,pair_466,6,0.4,0.0016529530712956486,0.0007765641403327805,0.0003910410895473504,0.0015080346811107148
llama,base,plain,self,pair_471,6,0.4,7.190545421842387e-05,0.00026613610265169285,0.003270304187029005,0.0009056900325523642
llama,base,plain,self,pair_474,6,0.4,0.00027759532202331627,0.0006539595742260929,0.002327508454555982,0.00010251277339889953
llama,base,plain,self,pair_475,6,0.4,0.00015031654117958482,0.0002819565142093694,0.00556141711624214,0.0027466308711714404
llama,base,plain,self,pair_476,6,0.4,0.0006357956640430373,9.869069077961257e-05,0.00510518997656817,0.0012104156602710248
llama,base,plain,self,pair_484,6,0.4,0.0004524874083147168,4.7483393309732946e-05,0.004531274741430558,0.0016449011400609947
llama,base,plain,self,pair_489,6,0.4,0.00048364684601853725,0.0003375329035453234,0.0035267106826060157,0.0005175471519134334
llama,base,plain,self,pair_491,6,0.4,0.0005155592241434803,0.00033503264972623015,0.002357859012753316,0.0003553747407432084
llama,base,plain,self,pair_492,6,0.4,0.0005710800173019948,0.00032685347595950986,0.0027701967167796937,0.0009306652256686476
llama,base,plain,self,pair_498,6,0.4,0.0001639375466577775,0.0007995854503235478,0.0034638283400472147,0.0013720342751639691
llama,base,plain,self,pair_502,6,0.4,0.0010537591874451024,0.0003017140684784536,0.0010921706123783181,0.0013049837044833978
llama,base,plain,self,pair_504,6,0.4,0.00021449345034607603,5.0354181092338024e-05,0.002074780635680895,0.00043337447182789646
llama,base,plain,self,pair_508,6,0.4,0.00011152252267176976,0.00020069310339021484,0.004637242236703365,0.0006424734602523685
llama,base,plain,self,pair_510,6,0.4,0.001218247225688529,0.0003185126182998488,0.005778898777287544,0.0007741409002353095
llama,base,plain,self,pair_520,6,0.4,0.00042973526828493647,0.00042648449944859834,0.004645635742787313,0.00045576353415022197
llama,base,plain,self,pair_524,6,0.4,4.531714724986813e-05,6.621027911979382e-05,0.006692621910006302,0.002033653949961689
llama,base,plain,self,pair_540,6,0.4,8.681807900146055e-05,8.33300790148428e-05,0.00112706866508816,0.001601206097595842
llama,base,plain,self,pair_546,6,0.4,0.00024759401945928516,0.0007647302822109125,0.0032995611726223117,0.0005649495926522974
llama,base,plain,self,pair_553,6,0.4,0.0002882873786722584,0.0010691461194483054,0.00451134103655626,0.00023610222873671205
llama,base,plain,self,pair_555,6,0.4,0.0008141264864596209,0.0007295859647244995,0.0004765608148487033,0.0015973389988079845
llama,base,plain,self,pair_556,6,0.4,0.0014994173695432877,0.0007602734076153084,0.004612269267703972,0.0023083770056357977
llama,base,plain,self,pair_560,6,0.4,0.00020993517113421234,9.055342329578053e-05,0.004529459504843736,0.0011369522338444682
llama,base,plain,self,pair_561,6,0.4,0.00048642813162569354,0.00013509026530655888,0.008730540482847715,0.00298676145184551
llama,base,plain,self,pair_562,6,0.4,0.0006536587778835923,4.076002714903382e-06,0.006606018243982881,0.00203688395174062
llama,base,plain,self,pair_563,6,0.4,0.0007666924728395585,0.0005659672788249637,0.005589350819291461,0.0025557847112027687
llama,base,plain,self,pair_564,6,0.4,0.0004930278025438994,0.00016021485807282687,0.005200410816081025,0.002161292913881674
llama,base,plain,self,pair_565,6,0.4,0.0006004070107632486,0.0005597148116320838,0.002514853096754699,0.0008872941126494283
llama,base,plain,self,pair_566,6,0.4,0.00032668560331927665,0.0003914904637829508,0.003215235757894064,0.0006288539790757497
llama,base,plain,self,pair_573,6,0.4,0.0014074580215392984,8.394314617810039e-05,0.001158263709505114,0.0003251128960339855
llama,base,plain,self,pair_574,6,0.4,0.00044147079312040205,6.68667340280038e-05,0.005992751586886058,0.0020799157098396748
llama,base,plain,self,pair_577,6,0.4,7.815556481816088e-05,0.00019662866548753044,0.005563946239690587,0.0013015627827712706
llama,base,plain,self,pair_592,6,0.4,0.00048237520922711496,0.00013191570156312338,0.002759642312851085,0.0010867656456765573
llama,base,plain,self,pair_600,6,0.4,0.000350712377360729,0.0010027727395192088,0.004143781105389266,0.0015855143107330605
llama,base,plain,self,pair_612,6,0.4,0.0003850197647912168,0.00025485403540326246,0.0008153248657443157,0.0002504043032258707
llama,base,plain,self,pair_614,6,0.4,1.6673149305646007e-06,9.10238435389843e-05,0.0030394298108022966,0.00018526628677495438
llama,base,plain,self,pair_642,6,0.4,3.941499469650722e-05,0.00028055042167451916,0.004607171775320218,0.0014129832352436367
llama,base,plain,self,pair_646,6,0.4,0.0007546702100000857,0.0004823822800803512,0.006210134130538947,0.0010724419114875872
llama,base,plain,self,pair_647,6,0.4,0.0011092859503918362,5.707783268693589e-05,0.0026953121800952218,0.00045583004413884964
llama,base,plain,self,pair_654,6,0.4,0.0003062080238107612,0.0004923066649800134,0.0038990184471359157,0.000823916332392649
llama,base,plain,self,pair_661,6,0.4,0.00039510858421198947,0.000573406074827254,0.004878235423043442,0.0017884887567882757
llama,base,plain,self,pair_663,6,0.4,0.0005094580682065697,0.0001239616894910256,0.003923404546170239,0.0005335503487406967
llama,base,plain,self,pair_674,6,0.4,0.0002325955534328017,0.0008721484737277407,0.007923631697474676,0.002799451220838911
llama,base,plain,self,pair_681,6,0.4,0.0003364324979067135,0.0003995236310148087,0.004349845590622792,0.0018199926799846722
llama,base,plain,self,pair_683,6,0.4,0.00036116434911193096,0.0002769715537738193,0.0027632470993852465,0.000821540604200699
llama,base,plain,self,pair_686,6,0.4,0.0017564582773177406,0.0009580121049452828,0.0036903982965883486,0.0018117300050715102
llama,base,plain,self,pair_690,6,0.4,0.0009514026397487996,0.000299078582301604,0.006033436343306775,0.0019644435747547817
llama,base,plain,self,pair_698,6,0.4,7.312227495592794e-05,0.0003901811592905702,0.004752594543181665,0.001477652941297869
llama,base,plain,self,pair_699,6,0.4,0.0009210818901230766,0.001346476039819855,0.006143532016369413,0.001203709776187445
llama,base,plain,self,pair_700,6,0.4,0.0009656066023282506,0.00033365794793738246,0.007351975730122362,0.0012861784473159332
llama,base,plain,self,pair_701,6,0.4,0.0006190209479370878,7.699616922796082e-05,0.0028480531623262806,0.00014926102191203938
llama,base,plain,self,pair_702,6,0.4,0.0007060243076280059,0.0005207512646023815,0.010345917047708042,0.0031979896507792205
llama,base,plain,self,pair_719,6,0.4,0.00203989090697565,0.001160876850740955,0.004885507509054143,0.001410109858001718
llama,base,plain,self,pair_724,6,0.4,0.0003144820485720956,1.559939429007784e-05,0.0032986559796217563,0.0019464232865624709
llama,base,plain,self,pair_725,6,0.4,0.0013855817219567967,0.00015011062455716484,0.005554341254065065,0.0011194029507812786
llama,base,plain,self,pair_726,6,0.4,0.0003546448957054693,0.00044539331884241307,0.0015575374824372545,0.0001457477478732372
llama,base,plain,self,pair_727,6,0.4,0.0007078552715249486,0.0005898176671372823,0.0024305030895810376,0.0003251280753602259
llama,base,plain,self,pair_729,6,0.4,0.00029160704247654934,0.0004110861023898238,0.0014717507454475864,0.00013636621091350776
llama,base,plain,self,pair_733,6,0.4,7.490556332445664e-05,0.0005650282901985548,0.003926647267129546,0.0012795269140362109
llama,base,plain,self,pair_738,6,0.4,0.0011825753122627347,0.0001892830366649889,0.003656272842862407,0.0018687048553118757
llama,base,plain,self,pair_742,6,0.4,0.0007683309895583079,0.00026693304820835095,0.002561288699144626,0.000326751444473139
llama,base,plain,self,pair_747,6,0.4,4.0015315327934786e-05,0.00011396524831308597,0.002447655763644363,0.00034792539005579215
llama,base,plain,self,pair_748,6,0.4,0.002112785867073086,0.000656980307003785,0.005087186012756817,0.0007056746569222838
llama,base,plain,self,pair_763,6,0.4,0.0004850262832558627,0.0010256773867611813,0.0045257178074926685,0.0004444667700944649
llama,base,plain,self,pair_766,6,0.4,0.00034509354185807695,0.0004464839545841315,0.004205621541133908,0.002007047367954762
llama,base,plain,self,pair_768,6,0.4,0.0007947782827875116,0.00016204175207601423,0.0026866866067596362,0.000811657685665601
llama,base,plain,self,pair_769,6,0.4,0.0002656036725330324,0.0001529292399959914,0.0027442454160802043,0.00029168391832534724
llama,base,plain,self,pair_771,6,0.4,0.00013060303913103866,0.000543091195462253,0.0023208171270017175,0.0011144840323416005
llama,base,plain,self,pair_772,6,0.4,0.0010795138271930682,0.0006778469810457821,0.0041963779453828565,0.0007812883960971462
llama,base,plain,self,pair_775,6,0.4,0.00021224074622594458,0.000946952567055348,0.002774884995838889,0.00014783675906127058
llama,base,plain,self,pair_776,6,0.4,0.0005007590737386991,0.0002958910649244473,0.003711464185577107,0.0027215168271466084
llama,base,plain,self,pair_779,6,0.4,6.550982293251906e-05,0.001486309160785737,0.003042774731105702,0.0012160213053675761
llama,base,plain,self,pair_782,6,0.4,6.7794628770379e-05,8.089438657687964e-05,0.0022321476071676116,0.0013127825601806364
llama,base,plain,self,pair_791,6,0.4,6.683189865164252e-05,0.00076715170784869,0.0010769940114219168,0.00031093579578556074
llama,base,plain,self,pair_794,6,0.4,0.0013840322026474894,0.0007620553005596165,0.0015659006786483687,0.0004096989460258271
llama,base,plain,self,pair_795,6,0.4,0.0005709242308729046,0.0001872555599815584,0.002344530770148623,0.0015381824844347136
llama,base,plain,self,pair_804,6,0.4,0.0007625084575941798,0.0006585309650937177,0.004029091590205702,0.00013552604260702594
llama,base,plain,self,pair_805,6,0.4,0.00027684830815566386,0.00019807885176170714,0.006483718984258147,0.0038234074997784973
llama,base,plain,self,pair_812,6,0.4,1.8776892396488165e-06,0.0003746136299529468,0.0028697263969075237,0.0005231538251297962
llama,base,plain,self,pair_815,6,0.4,0.0003873205550766201,0.00019741648852988902,0.001563193639598559,0.000677808567184357
llama,base,plain,self,pair_818,6,0.4,0.0009467186851273013,0.0007451797933164528,0.005769429198625886,0.0018864099717132987
llama,base,plain,self,pair_821,6,0.4,0.0005655558856227927,0.0005054958859638248,0.0024493829725349414,0.0003327040397476111
llama,base,plain,self,pair_831,6,0.4,9.921449970917706e-05,6.3184390155512915e-06,0.004286756311644879,0.0010437042360180726
llama,base,plain,self,pair_838,6,0.4,0.0001759143264310481,4.82345452477162e-05,0.0031402585979005693,0.0010914133812987004
llama,base,plain,self,pair_839,6,0.4,0.00015044906059902274,9.35849009708889e-05,0.0006233705330540573,1.6323290752850994e-05
llama,base,plain,self,pair_840,6,0.4,0.00022935171208793292,0.0001512304687123489,0.0004508009755559428,0.0012191711175013609
llama,base,plain,self,pair_847,6,0.4,0.000464126870193482,9.867846088695842e-06,0.004606287096048156,0.001232554094742433
llama,base,plain,self,pair_848,6,0.4,0.0009599358230811816,0.0004842594762042296,0.0011932351414261078,0.0008128696143314684
llama,base,plain,self,pair_856,6,0.4,0.000684662647247869,0.0005595297907312613,0.0035116697704955513,0.0005489909696789752
llama,base,plain,self,pair_857,6,0.4,0.00010888845626144672,0.0004940014416634497,0.0038294705537076368,0.0013074081388184666
llama,base,plain,self,pair_860,6,0.4,1.9720482556273566e-05,0.00010312212539620447,0.00261002587938286,5.886514270159182e-05
llama,base,plain,self,pair_862,6,0.4,0.0021203834150762546,8.631790905688774e-05,0.004367882611165719,0.0011100043791856251
llama,base,plain,self,pair_871,6,0.4,0.0005326118436101979,5.350510419255272e-05,0.005415716739038068,0.002322140887500268
llama,base,plain,self,pair_875,6,0.4,0.00018079301900986167,0.0003629799606335027,0.0037769879532607575,0.0011704944179742327
llama,base,plain,self,pair_878,6,0.4,0.0004560228381009779,0.0009234891229947806,0.0043017475668643,0.0011701497797904636
llama,base,plain,self,pair_880,6,0.4,0.0003044644995631174,0.0004972137916832153,0.0022240896477727645,0.0023753557588994667
llama,base,plain,self,pair_888,6,0.4,0.00033549009040356736,2.524633650757835e-05,0.003715924867044862,0.0013738426091087774
llama,base,plain,self,pair_890,6,0.4,0.0005060932747094071,0.0008766527284880254,0.0063947256537844055,0.0019762199092481225
llama,base,plain,self,pair_897,6,0.4,0.0004216818184890059,0.00011247529461311245,0.0040265990991965595,0.0008117603726613964
llama,base,plain,self,pair_929,6,0.4,0.0006105699538956344,0.0011465496249822849,0.004266994223493192,0.00037530618619907585
llama,base,plain,self,pair_937,6,0.4,9.040034982366052e-05,0.000785047744480849,0.0038039856681795214,0.0017678504346196888
llama,base,plain,self,pair_944,6,0.4,7.687919206489369e-05,0.0008178883367246925,0.0014720105182606247,0.0007837698866737242
llama,base,plain,self,pair_955,6,0.4,0.000881568832730828,8.951229491671597e-05,0.0033830583665590552,0.00040390404345913566
llama,base,plain,self,pair_957,6,0.4,0.001137201120567255,0.00028403973148538597,0.007666523693010241,0.002458139214637889
llama,base,plain,self,pair_962,6,0.4,2.1851679544937497e-05,0.0004238847152935321,1.3448385044689815e-05,0.001239618303394252
llama,base,plain,self,pair_976,6,0.4,0.0008902400762433871,0.0003781750326119493,0.007214925087965618,0.0021037870920039836
llama,base,plain,self,pair_980,6,0.4,0.00020353431385888854,0.000267047531612441,0.0013767495822980536,0.0010172582228085147
llama,base,plain,self,pair_982,6,0.4,0.0008173461108116342,0.00045275464194372006,0.0014069024749492343,0.0004809513363781548
llama,base,plain,self,pair_992,6,0.4,0.0006149776567418996,0.00019094151360121714,0.0051110399440066345,0.0023418700477302323
llama,base,plain,self,pair_996,6,0.4,0.0008173122474559591,0.0009044625485055136,0.008439054895461595,0.0019678933379978503
llama,base,plain,self,pair_10,7,0.4666666666666667,0.001387022697162621,0.0012648897745428656,0.0010400190985109248,0.001175143071193041
llama,base,plain,self,pair_23,7,0.4666666666666667,1.5445596483587565e-05,0.0002424769937894311,0.0032063834924516144,0.0020197215878496877
llama,base,plain,self,pair_25,7,0.4666666666666667,0.0012701272461130841,0.0004203062673573399,0.0034697014872779874,0.002819736180356358
llama,base,plain,self,pair_30,7,0.4666666666666667,0.00035556446144369147,4.143225216868274e-05,0.002233317505842436,0.0017800714262543593
llama,base,plain,self,pair_39,7,0.4666666666666667,0.000710417445149325,0.0006393700370344035,0.0013551819641479668,0.00192735949791345
llama,base,plain,self,pair_44,7,0.4666666666666667,0.00022440596129946755,0.0003561805927745354,0.001057452335650133,0.0011393089223501462
llama,base,plain,self,pair_54,7,0.4666666666666667,0.0005031373417487828,0.0005739523023855497,0.0023654655413638537,0.001918698152011622
llama,base,plain,self,pair_55,7,0.4666666666666667,0.0003366002165288151,0.00011341652312246708,0.002546788794863808,0.00244206082063414
llama,base,plain,self,pair_59,7,0.4666666666666667,0.0006587977345411389,4.960501679196483e-05,0.0015028020538014886,0.00290343556669459
llama,base,plain,self,pair_60,7,0.4666666666666667,0.0005384149432083873,0.000573701434228191,0.0037910739105395663,0.0014520849806922698
llama,base,plain,self,pair_63,7,0.4666666666666667,0.0010504169152687481,0.000824782292220938,0.0014711067016754953,0.0028000149741949087
llama,base,plain,self,pair_66,7,0.4666666666666667,0.0006938813261365695,0.0012381439880826406,0.0027847676588406145,0.0007394591596741051
llama,base,plain,self,pair_67,7,0.4666666666666667,0.0002176298701233037,0.00017895265089240553,0.002365605492967937,0.001112487952449115
llama,base,plain,self,pair_70,7,0.4666666666666667,0.0011124427601947318,0.00040581411623996644,0.003357461184180899,0.0029546877379198477
llama,base,plain,self,pair_72,7,0.4666666666666667,0.0007107469050362525,0.00029084989766570146,0.0027390057138845236,0.0014834599997968212
llama,base,plain,self,pair_76,7,0.4666666666666667,0.0005203692472406374,0.00017302270453534163,0.005304069790310173,0.003232041044168632
llama,base,plain,self,pair_78,7,0.4666666666666667,0.0001317869328412158,0.0012087497229877897,0.004209169707562133,0.0010710416919703647
llama,base,plain,self,pair_86,7,0.4666666666666667,0.0008206442012896886,0.00010840099090536626,0.0012443558080059702,0.0008287444679559997
llama,base,plain,self,pair_88,7,0.4666666666666667,0.0001669695251118597,0.0006016533824819703,0.0024262975975153367,0.0016791709859544923
llama,base,plain,self,pair_96,7,0.4666666666666667,0.000712922789514181,6.706584001214821e-05,0.004016949322146246,0.002645161052996947
llama,base,plain,self,pair_101,7,0.4666666666666667,0.0006165508130626662,0.0008680015500637239,0.004196420552001534,0.0006822776016139898
llama,base,plain,self,pair_107,7,0.4666666666666667,1.527093608810759e-05,0.00016365303437293477,0.0007545140650853099,0.0005674149388061878
llama,base,plain,self,pair_110,7,0.4666666666666667,0.0006209586506784603,0.00010548544198663024,0.002046400031796125,0.0007895176939864967
llama,base,plain,self,pair_120,7,0.4666666666666667,0.0012738758809485162,0.0013501135938760456,0.0016331622786687205,0.0009635600457187365
llama,base,plain,self,pair_136,7,0.4666666666666667,2.9544102017275975e-05,0.00027907390734682735,0.0030517151854718705,0.002144173536825278
llama,base,plain,self,pair_137,7,0.4666666666666667,0.00029910440111535763,0.00020443455701091295,0.003362577271293965,0.0010726718378553102
llama,base,plain,self,pair_139,7,0.4666666666666667,0.00016997146865449508,0.0014300677954732777,0.0027808160117954728,0.003765115721613199
llama,base,plain,self,pair_158,7,0.4666666666666667,0.00016499808577030706,1.9850223643480547e-05,0.0033277166402028158,0.0019367789795952106
llama,base,plain,self,pair_168,7,0.4666666666666667,0.0007881339379522956,0.000556580667624651,0.0030308058263752713,0.002343023494832508
llama,base,plain,self,pair_174,7,0.4666666666666667,0.0005682771568453759,0.0005543378156698253,0.0014158867618236926,0.0005144679768820382
llama,base,plain,self,pair_184,7,0.4666666666666667,0.0009413541827880678,0.0004263526271355289,0.0030229201324614152,0.0012812845616911872
llama,base,plain,self,pair_198,7,0.4666666666666667,0.0006655181773398411,0.00010745759983876724,0.0019963125181980956,0.0017802794079724293
llama,base,plain,self,pair_199,7,0.4666666666666667,0.0007470541921366092,0.00035079671610471763,0.0032961857607167744,0.003676650238269019
llama,base,plain,self,pair_208,7,0.4666666666666667,0.0006574289501379837,0.00014843476187564875,0.0020586969377687225,0.0007653474025506313
llama,base,plain,self,pair_209,7,0.4666666666666667,0.0013801934178223618,0.00040241555401010487,0.003987696296646526,0.0013599417816339
llama,base,plain,self,pair_210,7,0.4666666666666667,0.00045916312116123237,0.0006116579904640318,0.0020948464209427087,0.0015754042584550376
llama,base,plain,self,pair_213,7,0.4666666666666667,0.00015337281689209448,0.0003609644471644913,0.003149082317734475,0.0027479564395589406
llama,base,plain,self,pair_215,7,0.4666666666666667,2.6054937000807854e-05,1.3627598041132671e-05,0.0027054911974113693,0.00034573950311678203
llama,base,plain,self,pair_218,7,0.4666666666666667,9.313366995566952e-05,0.0005863575445133051,0.0003511640559157314,0.0014019430106539943
llama,base,plain,self,pair_221,7,0.4666666666666667,0.00012595579592566963,3.566081750783212e-05,0.002896365529862166,0.0024691817894302304
