family,alignment,format_condition,task,pair_id,layer,relative_depth,c_v,c_a,c_v_zero,c_a_zero
llama,base,plain,reader,pair_998,0,0.0,0.00015357354107248256,1.7446943243015767e-05,0.01736794888003157,0.006194421580899778
llama,base,plain,reader,pair_0,0,0.0,0.0013364973407172798,0.00031260770525420867,0.01582549589698168,0.005603022950487535
llama,base,plain,reader,pair_2,0,0.0,0.0001544556003238995,0.0004669747774048716,0.015968738339339872,0.00591017256934645
llama,base,plain,reader,pair_3,0,0.0,0.0002639549231133742,0.0004933860109490595,0.018905906567592723,0.006546575266265009
llama,base,plain,reader,pair_5,0,0.0,0.0009201386694082103,0.0001233661572657141,0.022249588996469782,0.009112455407996656
llama,base,plain,reader,pair_6,0,0.0,0.0004603800862321705,0.00045370110028297717,0.021420883522818457,0.007207543505812097
llama,base,plain,reader,pair_7,0,0.0,0.0009499678509401477,0.0003671357132484232,0.013464101115703286,0.006020683679865968
llama,base,plain,reader,pair_9,0,0.0,0.00016504649163273655,0.00029533119978353284,0.020467262420187815,0.006207120528441301
llama,base,plain,reader,pair_28,0,0.0,0.0007203899739511854,0.00013441611924402963,0.021849533337464422,0.008358018732256056
llama,base,plain,reader,pair_29,0,0.0,0.00021615420544840447,0.0001814932833337224,0.017983855831943174,0.008717078561732094
llama,base,plain,reader,pair_31,0,0.0,0.00042414513134403364,0.00032886849136559704,0.021168398791314047,0.00781938885580935
llama,base,plain,reader,pair_33,0,0.0,0.0004968833018672569,0.00029622681897389924,0.012714151921269234,0.00294982060952087
llama,base,plain,reader,pair_41,0,0.0,0.0007854779918989863,0.0006889837466372839,0.02233588615503468,0.007951370591539941
llama,base,plain,reader,pair_49,0,0.0,0.0007261909518767595,0.00041464122728562813,0.01642433054717518,0.004532217298192975
llama,base,plain,reader,pair_56,0,0.0,0.0007383574936055126,0.00033568654591320524,0.01740769990958313,0.006892319980969397
llama,base,plain,reader,pair_65,0,0.0,0.0004685904247310191,0.0005691254895943132,0.016683153800837403,0.0060783910181632095
llama,base,plain,reader,pair_69,0,0.0,8.188420355104142e-06,0.0005390092118586765,0.017701554230765026,0.004084969700942409
llama,base,plain,reader,pair_73,0,0.0,0.0007667933409498673,0.00018683537891828195,0.021443826463912963,0.006556272149731868
llama,base,plain,reader,pair_77,0,0.0,0.0006081361666412377,0.0009621809997426567,0.016983305145935823,0.004178904439755549
llama,base,plain,reader,pair_79,0,0.0,0.00026820469219668297,0.0003151697305137091,0.02437642891729208,0.008923115992453212
llama,base,plain,reader,pair_81,0,0.0,0.0016903095110212263,0.0006094783365933054,0.016519925874947994,0.0060262538968691715
llama,base,plain,reader,pair_82,0,0.0,0.0005355916803200245,0.00016058659772877348,0.01706261188574043,0.004950121150313791
llama,base,plain,reader,pair_84,0,0.0,0.00106830403355751,0.0001612453806103531,0.015266261832478811,0.004040822092529872
llama,base,plain,reader,pair_90,0,0.0,0.0003262020936940502,0.000814674430787754,0.02064611744198075,0.00958118017902354
llama,base,plain,reader,pair_97,0,0.0,0.00024375869052128962,0.00011168540059802723,0.02032964888556066,0.006724022680402619
llama,base,plain,reader,pair_108,0,0.0,0.0011033348098292706,0.0003917534917521337,0.018327752453279444,0.008962360663597124
llama,base,plain,reader,pair_109,0,0.0,0.00042915098402573904,0.0014400401981209399,0.022560910630729403,0.010130182839730217
llama,base,plain,reader,pair_118,0,0.0,0.000536092039821412,0.001329576273326083,0.018555915570315662,0.006714102994035187
llama,base,plain,reader,pair_125,0,0.0,0.0004052715740989754,0.0006308189140424858,0.01758877367456524,0.007715126931905125
