layer,alpha,matched_shift_V,matched_shift_A,random_shift_V,random_shift_A,specificity_V,specificity_A
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,0.5,-0.0022719526933792644,-0.00014672764960314832,-0.003452048840180457,-0.00044134638293213496,0.0011800961468011926,0.00029461873332898664
4,1.0,-0.005553379779406263,-0.0001920404896614177,-0.007535807855218036,-0.0003491437728285705,0.001982428075811773,0.0001571032831671528
4,1.5,-0.009672087049406822,-0.00038640574718842396,-0.011307963499814227,0.00037031305164643424,0.0016358764504074055,-0.0007567187988348583
5,-1.0,-0.0012393480458657384,0.0004061490737496583,-0.0017850799881003188,-0.000978094821804933,0.0005457319422345803,0.0013842438955545913
5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,0.5,-0.0002387974185923449,0.00010288046075724218,7.199972537165016e-05,0.000688256578667922,-0.00031079714396399505,-0.0005853761179106798
5,1.0,-0.0010295875658158742,0.00030419023255996713,0.00033993773161576646,0.0019284090943506211,-0.0013695252974316406,-0.001624218861790654
5,1.5,-0.0021711550625714837,0.0006957484437530442,-0.00097165221075556,0.0024422066695457038,-0.0011995028518159236,-0.0017464582257926595
6,-1.0,0.007876589530882355,0.00644411017805895,0.0060886044757412355,0.005489224773807995,0.0017879850551411197,0.0009548854042509547
6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,0.5,-0.0045844860765001565,-0.002483472626783644,-0.0033461898792192476,-0.0015908260699868994,-0.001238296197280909,-0.0008926465567967448
6,1.0,-0.007990708738024885,-0.004090049591238214,-0.007802876319719603,-0.0039041512961825084,-0.00018783241830528253,-0.00018589829505570544
6,1.5,-0.01254844067365402,-0.005353905286579729,-0.011197770480433642,-0.0048293149137982145,-0.001350670193220379,-0.0005245903727815141
7,-1.0,0.001152890601513389,0.0009818763340644955,0.002111234676874093,0.001464549660963992,-0.0009583440753607039,-0.0004826733268994965
7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,0.5,0.00018355716714479886,0.00037787653376950464,-0.00044610183969732986,1.407992628612668e-05,0.0006296590068421287,0.00036379660748337794
7,1.0,0.0007479380348627551,0.0007697194241607364,8.143329387181227e-05,0.0006372397055145149,0.0006665047409909428,0.00013247971864622143
7,1.5,0.0011606150811698153,0.001598992846413123,0.0017460844171847956,0.0017699902818460133,-0.0005854693360149803,-0.00017099743543289025
8,-1.0,-0.00700861599971712,-0.004267842552876891,-0.00815067858675205,-0.004929590225591751,0.0011420625870349295,0.0006617476727148602
8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,0.5,0.003881317631615061,0.002795116250947157,0.003944971774179032,0.002746643969843065,-6.365414256397084e-05,4.8472281104092185e-05
8,1.0,0.008419228963532241,0.005777792082546955,0.009064742193933694,0.006043217381701789,-0.0006455132304014535,-0.0002654252991548343
8,1.5,0.013325914570852337,0.008747563710299644,0.014184755523966633,0.00914980163182553,-0.0008588409531142954,-0.0004022379215258866
9,-1.0,0.0019552524818453737,0.000591866065713024,0.0020132245977077337,0.0006556348791270419,-5.7972115862359955e-05,-6.376881341401785e-05
9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,0.5,-0.001472823238046178,-0.0003515767768606237,-0.0011754683684084926,-0.00033206214924179817,-0.00029735486963768554,-1.9514627618825553e-05
9,1.0,-0.0029078018549290596,-0.0010802885435171373,-0.0024067110751733317,-0.0010177384541381989,-0.0005010907797557279,-6.255008937893847e-05
9,1.5,-0.004707444224523484,-0.0019333024514107122,-0.0042794538622544466,-0.002061187455553897,-0.0004279903622690373,0.00012788500414318482
10,-1.0,0.0022398056518808385,0.003034866773097389,0.0014675828964606185,0.002708139948184548,0.00077222275542022,0.000326726824912841
10,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,0.5,-0.0012165282359924516,-0.0014444094583440186,-0.001221212042399426,-0.0014006950080900082,4.6838064069743e-06,-4.371445025401033e-05
10,1.0,-0.004232499295268005,-0.003644015004319485,-0.003614661823269837,-0.00320782754807498,-0.000617837471998168,-0.00043618745624450506
10,1.5,-0.006655662753215256,-0.005583087407629898,-0.005449628435267255,-0.004979324247966349,-0.0012060343179480012,-0.0006037631596635491
11,-1.0,-0.0011638538665682495,-0.0007879206805159004,-0.002171726219621209,-0.0014728427431862368,0.0010078723530529594,0.0006849220626703364
11,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,0.5,0.001236449068658931,0.0008645651981493835,0.0004304433473975809,0.0006304760047559366,0.00080600572126135,0.00023408919339344691
11,1.0,0.001455785205238147,0.001194297672129747,0.0023320227947043284,0.0016842434679991691,-0.0008762375894661814,-0.0004899457958694221
11,1.5,0.002636900605766578,0.0022687740692418634,0.003917875867691813,0.00271406837376049,-0.0012809752619252347,-0.0004452943045186266
12,-1.0,-0.0003828855514935725,-0.00022496089607371614,6.414534239777374e-05,3.3753552333352456e-05,-0.00044703089389134626,-0.0002587144484070686
12,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,0.5,-0.0003618732635856982,6.056145288566942e-05,4.676182762833788e-05,0.0002790477705371293,-0.0004086350912140361,-0.0002184863176514599
12,1.0,-0.00033046843287514355,0.00024114489953833604,0.0005864498759699429,0.0004550955405173464,-0.0009169183088450865,-0.00021395064097901037
12,1.5,-0.0004011674355011846,-7.234889289521133e-06,0.0004895469125472859,0.0005071219934075638,-0.0008907143480484705,-0.0005143568826970849
