r2_within_r,r2_within_s,r2_cross_r_to_s,r2_cross_s_to_r,direct_transfer_score,rsa_correlation,r2_aligned_transfer,geometry_pattern,layer,target
-2.120525977034049e-13,-2.120525977034049e-13,-2.120525977034049e-13,-2.120525977034049e-13,0.0,0.0,-2.120525977034049e-13,Directly non-transferable / poorly alignable representation,0,Valence_human
0.9862637425083326,0.9867302491891534,-0.18188593759909755,0.17362910261297515,0.0,0.968343720596906,0.9588833219296896,Alignable Geometry,1,Valence_human
0.9989567641667093,0.9989870624263365,0.7080089709300936,0.629046551836967,0.6685277613835303,0.9952358560920561,0.9749381881859823,Shared Geometry,2,Valence_human
0.9996515225174393,0.9996789088853321,0.7380467373312256,0.7038562291566894,0.7209514832439575,0.9942745536346371,0.9721766722259533,Shared Geometry,3,Valence_human
0.9997966435272355,0.9998198728051029,0.8025734637779905,0.7278847723641662,0.7652291180710784,0.9878781842303492,0.9696929612072003,Shared Geometry,4,Valence_human
0.9999084352877536,0.9999188342930111,0.7442060159643794,0.7557129653390131,0.7499594906516962,0.98809337740177,0.9706038983575521,Shared Geometry,5,Valence_human
0.9999081725457134,0.99992201064469,0.7227985566265378,0.7186537763765466,0.7207261665015422,0.9839077205233612,0.9588653544926706,Shared Geometry,6,Valence_human
0.9999000769745366,0.9999204048899698,0.5311939563492116,0.6191481270963771,0.5751710417227944,0.9791444484710545,0.9457637120222627,Shared Geometry,7,Valence_human
0.9998924305872015,0.9999117907832233,0.49853739222977445,0.30273466887853573,0.4006360305541551,0.9675571859374156,0.9259187566179958,Shared Geometry,8,Valence_human
0.9998722605044704,0.9999030392959293,-0.09772760660365964,0.11632378089836737,0.009298087147353862,0.9536770998248089,0.9009201825996938,Alignable Geometry,9,Valence_human
0.9998517133401763,0.9999031440283359,0.04517759102129326,-0.023243007049146724,0.010967291986073269,0.9281626263032328,0.8662311252824355,Alignable Geometry,10,Valence_human
0.9998344645659406,0.9998930345997836,-0.5924221424598692,-0.5455266921779711,0.0,0.920097531772287,0.8228247842353755,Alignable Geometry,11,Valence_human
0.9998131693582107,0.9998792707899338,-0.6944456397375964,-0.9180230036998946,0.0,0.896115692870012,0.7988612572726629,Alignable Geometry,12,Valence_human
0.9997261317709792,0.9998220614087354,-0.5072222648594822,-1.8362334150826314,0.0,0.8652349207807837,0.7372287086380811,Alignable Geometry,13,Valence_human
0.9996983113527717,0.9997963749657627,-2.4410895170391327,-2.529487286871213,0.0,0.8552885079291292,0.6866618539009699,Alignable Geometry,14,Valence_human
0.9996784529305737,0.9997479589928228,-3.0009420312760495,-1.618271105798836,0.0,0.8427639661375876,0.6928080178803244,Alignable Geometry,15,Valence_human
0.9996053790315744,0.9997417714533768,-3.5725835011837734,-2.0667537690960516,0.0,0.8392479194875833,0.6627706335905907,Alignable Geometry,16,Valence_human
0.9993719887141244,0.999576012651264,-3.8946959122781317,-2.3471392725947005,0.0,0.8366667133663545,0.5795848877644723,Alignable Geometry,17,Valence_human
0.9995325822579669,0.9996000278374612,-2.4604755511189507,-2.8276111686634926,0.0,0.8232099624120376,0.5797798044569563,Alignable Geometry,18,Valence_human
0.9993534251085561,0.9996105492624013,-2.1422646210428082,-0.9331043790038855,0.0,0.8039440277468787,0.5341393836201712,Alignable Geometry,19,Valence_human
0.9993962564968197,0.9996797069425488,-2.0072751785750693,-0.37604743168232857,0.0,0.7993391896790176,0.5397221288394678,Alignable Geometry,20,Valence_human
0.9995580030619089,0.9997287819039649,-1.54101746564697,-0.808244814305539,0.0,0.8005453354269001,0.5646095659509981,Alignable Geometry,21,Valence_human
0.9996356832435517,0.9997567117954497,-1.3052033984686329,-0.30153602028033055,0.0,0.7907758806360085,0.5866387813005965,Alignable Geometry,22,Valence_human
0.9997199944260078,0.99978707370523,-1.0873578522853302,-0.17620622661943108,0.0,0.7840564323030685,0.6320856867465465,Alignable Geometry,23,Valence_human
0.9997782526442874,0.9998220383260236,-0.428916324998885,-0.3826431447965075,0.0,0.7766290516650163,0.6487928388986478,Alignable Geometry,24,Valence_human
0.9998440302849967,0.999872446263744,-0.20793884563422882,-0.46326842147387226,0.0,0.7732121791798285,0.6838542280386046,Alignable Geometry,25,Valence_human
0.9998970782303673,0.9999109872020477,-0.11502888542508449,-0.7839007178528856,0.0,0.7719049719685719,0.7057332112832271,Alignable Geometry,26,Valence_human
0.9999167422188725,0.9999299095709544,0.05824028590248631,-0.23791588922351137,0.0,0.7709731165590177,0.7370714921585889,Alignable Geometry,27,Valence_human
0.999928388913595,0.9999405591090352,0.20929445093639232,-0.14183044887061325,0.033732001032889536,0.7721055497489607,0.7707554550240621,Alignable Geometry,28,Valence_human
0.9999558867570587,0.9999592301631518,0.11205004548567143,-0.0007079148484849807,0.05567106531859323,0.7702235199111438,0.8032058744507853,Alignable Geometry,29,Valence_human
0.9999656166816723,0.9999658340756389,0.24739060165204696,0.18656865790125154,0.21697962977664925,0.7865878085397663,0.8263237504300961,Alignable Geometry,30,Valence_human
0.9999736320674597,0.9999731341613828,0.408156305686471,0.35075520250294834,0.37945575409470966,0.7973704979330518,0.829951772969059,Shared Geometry,31,Valence_human
0.9999668489226929,0.9999690383312974,0.36197542821828876,0.2664667926480425,0.31422111043316564,0.8229031815469658,0.8380922298727598,Shared Geometry,32,Valence_human
