layer,dimension,HIC_pearson,HBC_pearson,HIC_slope,HBC_slope,HIC_cov,HBC_cov,Dissociation_Gap_Pearson,Dissociation_Gap_Slope
21,arousal,0.14876836487797665,0.10684660942444962,0.16947674053820572,0.03686517273762288,0.6141183463779784,0.1335851683757375,0.041921755453527026,0.13261156780058284
22,valence,0.30441603528749284,0.2965381552564936,0.4696930595879062,0.2357007557570243,1.3581699225485049,0.6815550510199287,0.007877880030999262,0.2339923038308819
22,arousal,0.15604641297630234,0.11964815228855423,0.1666553382133371,0.0387014690370449,0.6871148680535706,0.1595649744914102,0.03639826068774811,0.1279538691762922
23,valence,0.2420714344867135,0.35916614431397786,0.35695690794552376,0.2728358379086594,1.1300677916537394,0.8637541001909703,-0.11709470982726436,0.08412107003686436
23,arousal,0.1547996709231552,0.09942640237620183,0.1795315442853389,0.03492436139298782,0.6276828965976047,0.12210346882624282,0.05537326854695336,0.14460718289235108
24,valence,0.2574356493656235,0.4127356621161037,0.3690529239935346,0.30480756023954325,1.2361806025401811,1.0209841705042892,-0.15530001275048017,0.06424536375399137
24,arousal,0.17579227822535043,0.02749881228027783,0.19782912547908643,0.009372606582775654,0.7345990345003403,0.03480330679208423,0.1482934659450726,0.18845651889631077
25,valence,0.21939953212014499,0.4351745132899621,0.3114186460666454,0.318204372793762,1.0640449688069864,1.0872302163022245,-0.2157749811698171,-0.006785726727116637
25,arousal,0.16351001153767492,0.03499055259866046,0.18525021871934302,0.012006631903128966,0.6786892405736484,0.04398792047056857,0.12851945893901445,0.17324358681621405
26,valence,0.2551660860166132,0.4376401858319161,0.35530349485437857,0.31392615236035937,1.2614778387016155,1.1145707540922594,-0.18247409981530288,0.0413773424940192
26,arousal,0.18679286726468652,0.0529702165662604,0.21783736943654694,0.01870939993845594,0.7532327395494466,0.06469290648992337,0.13382265069842614,0.199127969498091
27,valence,0.17148910531173192,0.36269326924346584,0.22922531066382876,0.2497464407650521,0.8831687624796889,0.962233421716912,-0.19120416393173392,-0.020521130101223334
27,arousal,0.11603245915435477,0.07079778083700984,0.12982683739015483,0.02399167892989444,0.48768063507158727,0.09012217698720433,0.04523467831734493,0.10583515846026038
