acc_original_minimal_pair,acc_paraphrase_invariance,acc_word_shuffle,mean_affective_prob_original,mean_affective_prob_outcome_reversed,outcome_reversal_prob_drop
0.8828125,0.9921875,0.7734375,0.9939287304878235,0.7102065086364746,0.2837222218513489
