layer,relative_depth,alpha,aligned_matched_shift_V,aligned_matched_shift_A,aligned_random_shift_V,aligned_random_shift_A,aligned_self_self_shift_V,aligned_self_self_shift_A,aligned_reader_reader_shift_V,aligned_reader_reader_shift_A,aligned_specificity_V,aligned_specificity_A,aligned_cohen_dz_V,aligned_cohen_dz_A,aligned_ci_95_low_V,aligned_ci_95_high_V,aligned_ci_95_low_A,aligned_ci_95_high_A,aligned_p_val_V,aligned_p_val_A,transfer_ratio_V,transfer_ratio_A,matched_shift_V,matched_shift_A,random_shift_V,random_shift_A,self_self_shift_V,self_self_shift_A,reader_reader_shift_V,reader_reader_shift_A,self_reader_shift_V,self_reader_shift_A,specificity_V,specificity_A,cohen_dz_V,cohen_dz_A,ci_95_low_V,ci_95_high_V,ci_95_low_A,ci_95_high_A,p_val_V,p_val_A
7,0.4666666666666667,-1.0,0.008592735469641963,0.005105775096656491,-0.0029214303157905305,0.010201967130988624,0.01734612152975137,0.010245166973919103,0.020823084218226193,0.03616021424385589,0.011514165785432493,-0.005096192034332133,0.08858785679087444,-0.06744499698417322,-0.012630708741383558,0.03722872902745462,-0.0204153176089336,0.008903578943594856,0.38759252029506097,0.5103249735596598,,,-0.00864516334767266,0.0024952374033252317,0.010398546409221299,0.011296303153474444,-0.0048650325557619695,0.007722144475277175,0.07662937756399284,0.04293535365930653,0.09193692516173241,0.05276753136945744,-0.01904370975689396,-0.008801065750149212,-0.14753759265170982,-0.11701112094239063,-0.04353830590724449,0.005808437869584571,-0.022374539141698683,0.006198549538453936,0.1515894599547691,0.2544801464912363
7,0.4666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
7,0.4666666666666667,0.5,-0.00409005406202681,-0.0009260859048677387,-0.0009860902240927348,-0.0032942398525464913,-0.008319765029603429,-0.004076824289477403,-0.009888135719592316,-0.013815939049683599,-0.003103963837934075,0.0023681539476787528,-0.04627717063802739,0.06235025599727444,-0.016405980357906157,0.009549585980256223,-0.004757405042901398,0.009740620565737148,0.6512790492040165,0.5427212260015358,,,0.007039922017465487,0.0008452270476609717,0.0016322710023779264,-0.0015162261697592532,0.00483068292683167,-0.0019601445370495316,-0.024624127824207503,-0.013206874701351382,-0.03367483876372182,-0.01776541265647252,0.005407651015087561,0.002361453217420225,0.08080110691421158,0.062173144814311895,-0.007124386036608313,0.018444407618616182,-0.0053252680093828645,0.009404137771120077,0.43051613885434137,0.543865887872583
7,0.4666666666666667,1.0,-0.0060936372323724675,-0.0011847916906333744,-0.0033633652212054312,-0.0063741338069709845,-0.015381437991883934,-0.00701126555863868,-0.017869988187510143,-0.022847313231091248,-0.002730272011167036,0.00518934211633761,-0.02083976727138887,0.07122738937370265,-0.0280753343551015,0.021330855727436218,-0.008147513982187542,0.019394238885064384,0.8386440173732195,0.4869549811481127,,,0.016869137019180785,0.003173522495942188,0.0035436028925551013,-0.002885371618347741,0.011335327982523116,-0.002887775333590914,-0.03653112321669319,-0.018934586357467382,-0.05028653002627412,-0.02563171427316095,0.013325534126625684,0.006058894114289929,0.1022250517557964,0.08324014109719775,-0.012067750265696302,0.03845832771297904,-0.008461673959280935,0.01982710819906806,0.31908272874711086,0.416778547541823
7,0.4666666666666667,1.5,-0.006401213381663717,0.00028808135466508916,-0.0034112466769684554,-0.008187817884483662,-0.02065106706971076,-0.008315086427263954,-0.02129174155783839,-0.025886670301195767,-0.002989966704695262,0.008475899239148751,-0.015809338207614796,0.0811121820724316,-0.04004383667800643,0.031823979364937006,-0.011443042938023463,0.0287181677050886,0.8772293748030214,0.4287493282423592,,,0.02982429469258956,0.007575034721549134,0.009907883899437914,-0.0012934719229663282,0.021000986023829344,-0.0014316683160351396,-0.030757297607899556,-0.014888328121126343,-0.04587264912944486,-0.022632065187434724,0.019916410793151644,0.008868506644515462,0.1058888233144973,0.08489608847574137,-0.01705945045634486,0.05531901253085114,-0.011581209623957579,0.028842028380067528,0.3021390876245287,0.40760310104201725
13,0.8666666666666667,-1.0,-0.00047694970070268533,-0.0010862274016881595,-0.000852208474991382,-0.0009326854647286146,-0.0027558019435078665,-0.001635675954870519,0.0016145621521117721,-0.0005340773275663199,0.00037525877428869664,-0.00015354193695954488,0.01963272894502388,-0.017709277593617397,-0.0034051423676017332,0.004149661897964608,-0.0019250183344119906,0.0016628754334302987,0.8478702996907894,0.8626160019050857,,,-0.0008614598799530082,-0.0016841939142863693,-1.8137784931621104e-05,-0.0015089226821464001,-0.0030589482184160874,-0.0020771408935396454,0.0018451259250150305,-0.0008594760522129263,0.0002878569235827434,-0.0012822956977482554,-0.0008433220950213871,-0.0001752712321399692,-0.04415563587114468,-0.020216470105519684,-0.004591942752855684,0.0033233235143854327,-0.001995321891353728,0.0015591116659469772,0.6662604378073715,0.8434056084966008
13,0.8666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
13,0.8666666666666667,0.5,0.00017859209723131153,0.0013516717910334874,0.0006049212972329086,0.0007945621573262803,0.0009802246062100238,0.0013621832882166895,-0.001299847416549924,0.0009636587650934484,-0.000426329200001597,0.0005571096337072071,-0.036150258690627844,0.10780404816354233,-0.002764294949317915,0.0018076754389152714,-0.0004661752755172731,0.0015650795489877188,0.7239749053562952,0.2935283170336261,,,0.0017824897814164482,0.0019256348078677543,0.0005202370749734277,0.0013091398937320475,0.002641269476598443,0.0018350486781566662,0.0001668844022199694,0.0014948212834174912,0.001200583372291772,0.0011751968834003562,0.0012622527064430206,0.0006164949141357068,0.10758485900428727,0.11945306792483046,-0.0011845417277873429,0.0036275615877451313,-0.00046343727241688254,0.0017228648982441821,0.2945052214751547,0.24476920515018394
13,0.8666666666666667,1.0,0.001842447058358741,0.0030117222976388434,0.0027756505016362787,0.0022231550175203043,0.0023557366362022686,0.002877890195229262,-0.0015949272640576144,0.0018731640930089815,-0.0009332034432775378,0.000788567280118539,-0.04406595319478882,0.080886231502179,-0.004958278598133257,0.0031731231478224113,-0.0011880389537149189,0.0026575886321098725,0.6668967833782887,0.43003223143218966,,,0.0036222015478200678,0.003545267044911362,0.0021528630764507672,0.0028723857809623554,0.005786784326419274,0.003564245549978482,0.0015890408707314914,0.002607975196282327,0.0026284519199308715,0.0026352868489576873,0.0014693384713693005,0.0006728812639490065,0.0694832037592164,0.06895794325802979,-0.0027014398798184316,0.005679733902306532,-0.001307059336579971,0.0028253488379885983,0.49765811450365793,0.5009061103896872
13,0.8666666666666667,1.5,0.0022324099894108127,0.003985560042905456,0.001977499321837666,0.002971720202871314,0.002487277396474271,0.003772238798827441,-0.0018170250850374793,0.0032216433967329344,0.0002549106675731466,0.001013839840034142,0.008683267078697628,0.0734498457451124,-0.005270128859486236,0.0057191817027606685,-0.0017694428142186504,0.0038442224492605628,0.9323781876120788,0.47350199117517267,,,0.005123398220885543,0.005022567803959303,0.003517248437281901,0.0045847404625577,0.007570888731358462,0.004753601261604984,0.0021465691936503766,0.0039821671404313835,0.005611468844103608,0.004274943032910136,0.001606149783603642,0.0004378273414016032,0.05479266705373672,0.03164925587928524,-0.004672846606561517,0.007713639920543056,-0.0024976583763827126,0.0033648862782827316,0.5926219788366892,0.7571655929867962
