acc_original_minimal_pair,acc_paraphrase_invariance,acc_word_shuffle,mean_affective_prob_original,mean_affective_prob_outcome_reversed,outcome_reversal_prob_drop
0.7265625,0.9973958333333333,0.6223958333333334,0.9681444764137268,0.8244385123252869,0.14370596408843994
