r2_within_r,r2_within_s,r2_cross_r_to_s,r2_cross_s_to_r,direct_transfer_score,rsa_correlation,r2_aligned_transfer,geometry_pattern,layer,target
0.0,0.0,0.0,0.0,0.0,0.0,0.0,Directly non-transferable / poorly alignable representation,0,Condition_affective
0.999316568303255,0.9992988092855108,0.9655796424889065,0.914216739632109,0.9398981910605078,0.9969822945763367,0.9508018476727815,Shared Geometry,1,Condition_affective
0.9998769004943491,0.9998787698801945,0.9664626274710599,0.9436429792883732,0.9550528033797165,0.9917978286306814,0.9510971827419771,Shared Geometry,2,Condition_affective
0.9999875216136536,0.9999872349363768,0.9466893045856203,0.9629172006336573,0.9548032526096388,0.966720845877046,0.9385611530946015,Shared Geometry,3,Condition_affective
0.9999930627519912,0.9999931801588599,0.9639391241425938,0.9554272882541591,0.9596832061983764,0.9851677313304061,0.9643754117710321,Shared Geometry,4,Condition_affective
0.99999318509699,0.9999937009407086,0.9599665517247666,0.9520657511702302,0.9560161514474984,0.987299181543488,0.9712425085611087,Shared Geometry,5,Condition_affective
0.9999912430212696,0.9999917546656019,0.8421818383172882,0.788629353372529,0.8154055958449087,0.9668722613283586,0.9660958832798446,Shared Geometry,6,Condition_affective
0.9999908912357319,0.9999916177521814,0.762780575222959,0.7782809535009398,0.7705307643619494,0.9628642655231474,0.9658233970666487,Shared Geometry,7,Condition_affective
0.9999878547624279,0.9999908432473577,0.747709022924518,0.6713460478769944,0.7095275354007562,0.9356354648925238,0.9517311566581098,Shared Geometry,8,Condition_affective
0.9999880460999088,0.9999921558405951,0.7894894111368934,0.7537595595490416,0.7716244853429675,0.8960487610248937,0.951934376458184,Shared Geometry,9,Condition_affective
0.9999911758583663,0.9999935015812954,0.7300278817573933,0.7615452804899763,0.7457865811236848,0.897822016927651,0.9525800777041025,Shared Geometry,10,Condition_affective
0.9999931834813761,0.9999944680947324,0.7605525794759034,0.8340566492977174,0.7973046143868103,0.9161746139341743,0.9625883587488657,Shared Geometry,11,Condition_affective
0.9999938311354467,0.9999947172967166,0.7949097563959784,0.8288676820227989,0.8118887192093887,0.9131166697402321,0.9610176830245879,Shared Geometry,12,Condition_affective
0.9999930246869843,0.9999948395900334,0.6954683007020688,0.7586282602185971,0.7270482804603329,0.8980229203264649,0.9560717963961743,Shared Geometry,13,Condition_affective
0.9999922887482598,0.9999939571673312,0.7061059371639908,0.7812009501878316,0.7436534436759112,0.9298215097176384,0.9556348892274336,Shared Geometry,14,Condition_affective
0.9999924044369686,0.9999939545337238,0.6879655529295714,0.8191145417482849,0.7535400473389282,0.9336368459627566,0.9559890360509391,Shared Geometry,15,Condition_affective
0.9999872339864713,0.9999910621835324,0.8076408981603185,0.8645025422264024,0.8360717201933605,0.940464759700556,0.9440219594099865,Shared Geometry,16,Condition_affective
0.999986168207776,0.9999899427984028,0.8077728834601565,0.8338015318738231,0.8207872076669898,0.9378557882881452,0.9394631978211383,Shared Geometry,17,Condition_affective
0.9999849001247888,0.9999887433146994,0.7811649344669842,0.8393812842694834,0.8102731093682338,0.9298036724777385,0.934814627569391,Shared Geometry,18,Condition_affective
0.9999809539739289,0.9999851279176031,0.7647690598666719,0.814741564408342,0.7897553121375069,0.9135861453848192,0.9297216813674298,Shared Geometry,19,Condition_affective
0.9999801193736432,0.9999834448924678,0.7337394536668442,0.8384932130034916,0.786116333335168,0.9017096239975445,0.926429435806917,Shared Geometry,20,Condition_affective
0.9999810010774481,0.9999835373778353,0.7520915721514947,0.8260384036601134,0.789064987905804,0.9014254533180891,0.9308807461370953,Shared Geometry,21,Condition_affective
0.9999837404460576,0.9999854060516743,0.7045534839898966,0.7929507152049786,0.7487520995974376,0.8976937786588912,0.9314658453738635,Shared Geometry,22,Condition_affective
0.9999825310458632,0.9999847837403999,0.707431596029705,0.8271885511486733,0.7673100735891891,0.8842823068357796,0.9286961436209696,Shared Geometry,23,Condition_affective
0.9999831117824951,0.9999856597044019,0.7305882208724688,0.7694911480580386,0.7500396844652537,0.883146259498339,0.9295558507301251,Shared Geometry,24,Condition_affective
0.9999851589097697,0.9999872027818197,0.7043719535339439,0.7811690825570574,0.7427705180455006,0.8802710717026697,0.9324874859986753,Shared Geometry,25,Condition_affective
0.9999860587882305,0.9999877206799788,0.7138646321700531,0.8035474236890736,0.7587060279295634,0.8783960659565279,0.9339393718085397,Shared Geometry,26,Condition_affective
0.999987226188937,0.9999880071123229,0.7660530807723807,0.8138222178631298,0.7899376493177552,0.8835951568648746,0.9371241941182863,Shared Geometry,27,Condition_affective
0.9999862408507868,0.9999871263661503,0.7558281592399606,0.8296488195822203,0.7927384894110905,0.8850318564272557,0.933739748993246,Shared Geometry,28,Condition_affective
0.9999849033100535,0.999986988833583,0.7748694074223502,0.8152173513119221,0.7950433793671361,0.8889420098260472,0.9360288704130623,Shared Geometry,29,Condition_affective
0.9999862573989166,0.9999868917726369,0.7606434455218696,0.8140057591083683,0.7873246023151189,0.9112497627923555,0.9343363310750974,Shared Geometry,30,Condition_affective
0.999985901139351,0.999986817757339,0.7662481064484501,0.7997210601919362,0.7829845833201932,0.9119389324725331,0.9346263333345904,Shared Geometry,31,Condition_affective
0.9999880031413504,0.9999884376670147,0.7438770641863259,0.8021302188764052,0.7730036415313656,0.9148580854051003,0.9363305432426007,Shared Geometry,32,Condition_affective
