acc_original_minimal_pair,acc_pair_aware_held_out_paraphrase,pair_aware_held_out_reversal_drop,n_train_pairs,n_test_pairs,n_nonfallback_paraphrase_pairs,n_nonfallback_reversal_pairs,n_primary_test_paraphrase_pairs,n_primary_test_reversal_pairs,sensitivity_held_out_paraphrase,sensitivity_held_out_reversal_drop,acc_paraphrase_invariance_all,acc_word_shuffle,mean_affective_prob_original,mean_affective_prob_outcome_reversed,outcome_reversal_prob_drop
0.8671875,1.0,0.004518866539001465,134,58,8,18,2,7,0.896551724137931,0.03676712512969971,1.0,0.7213541666666667,0.9894523024559021,0.9798028469085693,0.009649455547332764
