acc_original_minimal_pair,acc_paraphrase_invariance,acc_transformation_sensitivity_paraphrase,acc_pair_aware_held_out_paraphrase,pair_aware_held_out_reversal_drop,acc_word_shuffle,mean_affective_prob_original,mean_affective_prob_outcome_reversed,outcome_reversal_prob_drop
0.890625,1.0,1.0,0.8879310344827587,0.029475867748260498,0.7447916666666667,0.9918503761291504,0.9834875464439392,0.008362829685211182
