r2_within_r,r2_within_s,r2_cross_r_to_s,r2_cross_s_to_r,r2_cross_r_to_s_task_scaled,r2_cross_s_to_r_task_scaled,direct_transfer_score,direct_transfer_score_raw,direct_transfer_score_clipped,r2_pca_direct,r2_aligned_transfer,alignment_gain,rsa_correlation,geometry_pattern,is_held_out,layer,relative_depth,target
-1.7752947304513227,-1.5330501647979307,-2.5069558672137298,-1.760374592162255,-1.9905555336200482,-1.7199815590107663,-2.1336652296879923,-2.1336652296879923,0.0,0.060588409414208066,0.06091024359315833,0.00032183417895026434,0.9725929367306353,Operational: Task-Divergent Geometry,True,0,0.0,Valence_human
-1.9747366806625033,-1.958671345457474,-2.7519410023893203,-2.4119088476299075,-2.096874144936919,-2.2096062527359774,-2.5819249250096137,-2.5819249250096137,0.0,0.05096269218973837,0.05871934830713921,0.00775665611740084,0.9725929367306353,Operational: Task-Divergent Geometry,True,0,0.0,Arousal_human
-1.4362627665492065,-1.3992775212125252,-2.6496891849976847,-3.51664302824324,-1.7943167083003289,-1.7441605616912974,-3.083166106620462,-3.083166106620462,0.0,0.07957537087612754,0.09132688634692465,0.011751515470797114,0.9879164835465903,Operational: Task-Divergent Geometry,True,1,0.037037037037037035,Valence_human
-1.9121175112759232,-1.6285548486657335,-2.809412029419076,-3.9723586257996084,-2.2004086112584895,-2.122291352489924,-3.3908853276093422,-3.3908853276093422,0.0,0.03936265840475606,0.04028823156625927,0.0009255731615032126,0.9879164835465903,Operational: Task-Divergent Geometry,True,1,0.037037037037037035,Arousal_human
-1.2658367707279798,-1.5180140371517834,-2.5802994923138605,-2.2370788057246855,-1.5379800410898685,-1.7123667728844403,-2.4086891490192732,-2.4086891490192732,0.0,0.0587888397807238,0.07355484917290167,0.01476600939217787,0.9832916894098809,Operational: Task-Divergent Geometry,True,2,0.07407407407407407,Valence_human
-1.7996410686370359,-1.7240893008418827,-2.677476013430418,-2.417421284719551,-2.0431729867983934,-2.061495415641264,-2.5474486490749846,-2.5474486490749846,0.0,0.00852412403772329,0.010671506364361316,0.0021473823266380254,0.9832916894098809,Operational: Task-Divergent Geometry,True,2,0.07407407407407407,Arousal_human
-1.5579055348558626,-1.5773662298280136,-2.9748023261769165,-2.320269821046837,-1.759176463017193,-1.825339860899283,-2.6475360736118767,-2.6475360736118767,0.0,0.07658223510919426,0.08914952257426101,0.012567287465066745,0.9807641654611178,Operational: Task-Divergent Geometry,True,3,0.1111111111111111,Valence_human
-1.9133994407704913,-1.70544463242976,-3.213705529669946,-3.397447738036714,-2.0651486804442176,-2.14813713424705,-3.30557663385333,-3.30557663385333,0.0,0.01983837874454164,0.023945982318105408,0.004107603573563767,0.9807641654611178,Operational: Task-Divergent Geometry,True,3,0.1111111111111111,Arousal_human
-1.748951473673209,-1.4854643556831104,-2.9591432843346346,-2.074079836129783,-2.1000739910121116,-1.9600659722941334,-2.5166115602322088,-2.5166115602322088,0.0,0.054114369562976994,0.08421215387859282,0.030097784315615828,0.9776759158658944,Operational: Task-Divergent Geometry,True,4,0.14814814814814814,Valence_human
-1.7031569582778068,-1.3311810763711898,-2.4856938363092524,-2.6593880796778366,-1.877715381427505,-1.8161639404453251,-2.5725409579935445,-2.5725409579935445,0.0,0.01185617215999879,0.02035145994318288,0.008495287783184091,0.9776759158658944,Operational: Task-Divergent Geometry,True,4,0.14814814814814814,Arousal_human
-1.618642085011107,-1.3882546209154358,-3.2473038187351086,-3.8698998048569946,-2.037109459899233,-2.214889533780929,-3.5586018117960516,-3.5586018117960516,0.0,0.011808480757654172,0.04004997857820636,0.028241497820552186,0.9611777237522403,Operational: Task-Divergent Geometry,True,5,0.18518518518518517,Valence_human
-1.6801103558649162,-1.4872648192920725,-12.687257151882712,-10.615521368963305,-2.3140203786440345,-2.45077211103036,-11.65138926042301,-11.65138926042301,0.0,-0.0451768864312494,-0.024926218012323975,0.02025066841892542,0.9611777237522403,Operational: Task-Divergent Geometry,True,5,0.18518518518518517,Arousal_human
-1.146119939591983,-1.2495889728603657,-2.6226766456420676,-3.614255613663163,-1.4822145556019142,-1.7273956181168675,-3.1184661296526155,-3.1184661296526155,0.0,0.035753892578437196,0.08436453998510773,0.04861064740667054,0.9620034282928946,Operational: Task-Divergent Geometry,True,6,0.2222222222222222,Valence_human
-1.2394769097586766,-1.4945586170020628,-14.035810972654424,-19.001557454324562,-2.3279343994220896,-2.0986754390186464,-16.518684213489493,-16.518684213489493,0.0,-0.004514992455181277,0.020688516512672894,0.02520350896785417,0.9620034282928946,Operational: Task-Divergent Geometry,True,6,0.2222222222222222,Arousal_human
