id,component,orig_Ev,patched_Ev,rand_Ev,wd_inst_base,wd_patch_base,wd_rand_base,delta_Ev_patch,delta_Ev_rand,delta_WD_patch,delta_WD_rand,orig_prob_5,patched_prob_5,rand_prob_5
N-ecstasy-d2-c1,mlp_10,6.5703125,6.578125,6.57421875,1.1059136111694634,1.120197746480544,1.1121074740900694,0.0078125,0.00390625,0.014284135311080526,0.006193862920605975,0.0643310546875,0.0616455078125,0.06134033203125
N-loathing-d3-c1,mlp_10,6.77734375,6.7890625,6.79296875,1.1432683158750407,1.1623703074697038,1.165683370794843,0.01171875,0.015625,0.01910199159466308,0.022415054919802335,0.037353515625,0.03472900390625,0.034942626953125
N-amazement-d1-c2,mlp_10,6.28125,6.2890625,6.296875,1.507448066951244,1.522733373384657,1.5295688829847398,0.0078125,0.015625,0.015285306433413082,0.022120816033495805,0.09637451171875,0.0927734375,0.0906982421875
N-amazement-d3-c1,mlp_10,6.3046875,6.3203125,6.3203125,1.432919083357306,1.4501822260718118,1.4498700961283189,0.015625,0.015625,0.017263142714505797,0.016951012771012852,0.09906005859375,0.09552001953125,0.096923828125
N-vigilance-d1-c1,mlp_10,6.140625,6.15625,6.16015625,1.1623901116807227,1.1797847741126586,1.1856020426131675,0.015625,0.01953125,0.01739466243193588,0.02321193093244478,0.10723876953125,0.1041259765625,0.10491943359375
N-vigilance-d3-c2,mlp_10,7.20703125,7.19921875,7.19921875,1.7236717436969085,1.7354202828107823,1.742220245292578,-0.0078125,-0.0078125,0.011748539113873857,0.018548501595669453,0.0109710693359375,0.010284423828125,0.01023101806640625
B-grief-d1-v1,attn_14,7.3828125,7.38671875,7.38671875,2.1129619657532714,2.1201533765867655,2.118523086902097,0.00390625,0.00390625,0.007191410833494061,0.005561121148825343,0.0145416259765625,0.01349639892578125,0.01349639892578125
B-grief-d2-v1,attn_14,4.10546875,4.1328125,4.125,0.7477898290330849,0.7478986788074432,0.7557084246646372,0.02734375,0.01953125,0.00010884977435832166,0.007918595631552283,0.08367919921875,0.07855224609375,0.07891845703125
B-grief-d3-v1,attn_14,6.78125,6.79296875,6.79296875,1.3312548552416656,1.337548803632539,1.3378861862166371,0.01171875,0.01171875,0.006293948390873272,0.006631330974971483,0.032928466796875,0.03009033203125,0.0301361083984375
B-terror-d2-v1,attn_14,5.02734375,5.0390625,5.046875,0.604821105866622,0.6088630421100487,0.6129240278823979,0.01171875,0.01953125,0.004041936243426747,0.008102922015775893,0.09246826171875,0.08734130859375,0.0855712890625
B-ecstasy-d2-v1,attn_14,5.73828125,5.7578125,5.7578125,0.6851637670129731,0.6853049471295454,0.6853049471295454,0.01953125,0.01953125,0.00014118011657227036,0.00014118011657227036,0.10150146484375,0.09515380859375,0.09515380859375
B-loathing-d3-v1,attn_14,2.615234375,2.640625,2.64453125,1.8805413641405555,1.853063400416914,1.8504840034206385,0.025390625,0.029296875,-0.02747796372364153,-0.030057360719917048,0.033782958984375,0.032379150390625,0.0325927734375
B-amazement-d1-v2,attn_14,6.0546875,6.08203125,6.08203125,1.304417807759631,1.3256301558743986,1.322634019880772,0.02734375,0.02734375,0.021212348114767687,0.018216212121141107,0.07159423828125,0.066162109375,0.06793212890625
B-amazement-d3-v1,attn_14,7.69921875,7.703125,7.703125,2.0759541910517685,2.0788372750099304,2.0805967693612857,0.00390625,0.00390625,0.002883083958161947,0.004642578309517198,0.00829315185546875,0.007808685302734375,0.007701873779296875
B-vigilance-d1-v1,attn_14,4.35546875,4.375,4.37109375,0.7521598953635,0.7499574262606588,0.7562030277445527,0.01953125,0.015625,-0.0022024691028412757,0.004043132381052694,0.12225341796875,0.11572265625,0.11700439453125
B-vigilance-d3-v2,attn_14,4.0234375,4.04296875,4.05078125,0.886146119454474,0.8869868047672897,0.8852576415297237,0.01953125,0.02734375,0.000840685312815781,-0.0008884779247502195,0.1112060546875,0.1044921875,0.10504150390625
Bm-grief-d1-v1,attn_14,5.8828125,5.90625,5.8984375,0.8384173731317909,0.8385258650609848,0.8409284045398838,0.0234375,0.015625,0.00010849192919393236,0.0025110314080929452,0.1065673828125,0.0992431640625,0.10009765625
Bm-grief-d2-v1,attn_14,3.033203125,3.05078125,3.05859375,0.9817722061068461,0.9740566256170722,0.9691759798226692,0.017578125,0.025390625,-0.007715580489773943,-0.012596226284176892,0.062042236328125,0.057861328125,0.059173583984375
Bm-grief-d3-v1,attn_14,5.54296875,5.55078125,5.54296875,1.0454911905656843,1.0426991785717141,1.036923820973744,0.0078125,0.0,-0.002792011993970167,-0.008567369591940377,0.1641845703125,0.15478515625,0.1541748046875
Bm-terror-d2-v1,attn_14,5.2734375,5.28515625,5.28515625,1.0194060454202645,1.0193403742259177,1.0193403742259177,0.01171875,0.01171875,-6.567119434675028e-05,-6.567119434675028e-05,0.1595458984375,0.150634765625,0.150634765625
Bm-ecstasy-d2-v1,attn_14,5.6328125,5.64453125,5.6328125,1.1989097507379678,1.2105874872348967,1.1994961634032015,0.01171875,0.0,0.011677736496928937,0.0005864126652337376,0.1014404296875,0.09649658203125,0.09698486328125
Bm-loathing-d3-v1,attn_14,1.998046875,2.017578125,2.013671875,1.6048530256568623,1.5843577203685502,1.588779582866111,0.01953125,0.015625,-0.020495305288312116,-0.01607344279075118,0.00891876220703125,0.0085601806640625,0.0085906982421875
Bm-amazement-d1-v2,attn_14,7.29296875,7.30078125,7.296875,1.5978297552835814,1.6034316576021417,1.5993128544845483,0.0078125,0.00390625,0.005601902318560281,0.0014830992009668975,0.0091552734375,0.00855255126953125,0.00847625732421875
Bm-amazement-d3-v1,attn_14,5.74609375,5.76953125,5.76953125,1.0085849257002484,1.0275921084442032,1.0267525568873286,0.0234375,0.0234375,0.019007182743954854,0.018167631187080202,0.1107177734375,0.10321044921875,0.10260009765625
Bm-vigilance-d1-v1,attn_14,5.81640625,5.83203125,5.8203125,1.1429910447733191,1.1618010662202642,1.1469072344130464,0.015625,0.00390625,0.018810021446945102,0.0039161896397272855,0.1478271484375,0.137451171875,0.1380615234375
Bm-vigilance-d3-v2,attn_14,4.89453125,4.90234375,4.90234375,0.7767114963009526,0.7675882122875642,0.7614464852922382,0.0078125,0.0078125,-0.009123284013388355,-0.015265011008714358,0.185791015625,0.1778564453125,0.1754150390625
N-grief-d1-c1,attn_14,6.48046875,6.48828125,6.4921875,1.4010193604616306,1.4093944859994574,1.41227261747704,0.0078125,0.01171875,0.008375125537826822,0.011253257015409357,0.07177734375,0.0667724609375,0.06597900390625
N-grief-d2-c1,attn_14,6.4609375,6.4765625,6.48046875,1.4365799955616874,1.4483326476496812,1.4482424812570454,0.015625,0.01953125,0.011752652087993809,0.011662485695357994,0.0782470703125,0.072021484375,0.07183837890625
N-grief-d3-c1,attn_14,6.81640625,6.8203125,6.82421875,1.3854496861857397,1.390051727897268,1.3913191109076781,0.00390625,0.0078125,0.004602041711528226,0.00586942472193841,0.0279541015625,0.0259552001953125,0.02557373046875
N-terror-d2-c1,attn_14,6.66796875,6.6796875,6.67578125,1.0477793928305497,1.0563331794788238,1.0592792218648261,0.01171875,0.0078125,0.008553786648274109,0.011499829034276488,0.046234130859375,0.04302978515625,0.0426025390625
N-ecstasy-d2-c1,attn_14,6.5703125,6.578125,6.58203125,1.1059136111694634,1.1127218783071897,1.1155118207679302,0.0078125,0.01171875,0.006808267137726309,0.0095982095984668,0.0643310546875,0.059906005859375,0.059051513671875
N-loathing-d3-c1,attn_14,6.77734375,6.7890625,6.7890625,1.1432683158750407,1.1505651387844025,1.1536384679096632,0.01171875,0.01171875,0.007296822909361733,0.010370152034622437,0.037353515625,0.034210205078125,0.03436279296875
N-amazement-d1-c2,attn_14,6.28125,6.2890625,6.29296875,1.507448066951244,1.516091895540498,1.519537481509031,0.0078125,0.01171875,0.008643828589254055,0.012089414557787004,0.09637451171875,0.090087890625,0.0888671875
N-amazement-d3-c1,attn_14,6.3046875,6.3125,6.32421875,1.432919083357306,1.4401784805915483,1.451167309049286,0.0078125,0.01953125,0.007259397234242293,0.018248225691980036,0.09906005859375,0.093994140625,0.0916748046875
N-vigilance-d1-c1,attn_14,6.140625,6.15234375,6.15625,1.1623901116807227,1.1712812024540937,1.17535815806212,0.01171875,0.015625,0.008891090773371024,0.012968046381397258,0.10723876953125,0.10198974609375,0.1011962890625
N-vigilance-d3-c2,attn_14,7.20703125,7.2109375,7.20703125,1.7236717436969085,1.7240224231074857,1.7247247979558054,0.00390625,0.0,0.00035067941057720375,0.0010530542588969016,0.0109710693359375,0.00997161865234375,0.00981903076171875
