id,component,orig_Ev,patched_Ev,rand_Ev,wd_inst_base,wd_patch_base,wd_rand_base,delta_Ev_patch,delta_Ev_rand,delta_WD_patch,delta_WD_rand,orig_prob_5,patched_prob_5,rand_prob_5
B-ecstasy-d2-v1,mlp_10,5.73828125,5.7421875,5.75,0.6851637670129731,0.6768680149282573,0.6794350306355743,0.00390625,0.01171875,-0.00829575208471578,-0.005728736377398791,0.10150146484375,0.0994873046875,0.100341796875
B-loathing-d3-v1,mlp_10,2.615234375,2.609375,2.625,1.8805413641405555,1.8865950939508052,1.8707013973700966,-0.005859375,0.009765625,0.006053729810249653,-0.009839966770458952,0.033782958984375,0.032684326171875,0.0338134765625
B-amazement-d1-v2,mlp_10,6.0546875,6.0546875,6.0625,1.304417807759631,1.3100814162960717,1.32248243327621,0.0,0.0078125,0.005663608536440767,0.018064625516579058,0.07159423828125,0.070068359375,0.06744384765625
B-amazement-d3-v1,mlp_10,7.69921875,7.6953125,7.69921875,2.0759541910517685,2.0793167422047363,2.082849148180265,-0.00390625,0.0,0.0033625511529677965,0.006894957128496415,0.00829315185546875,0.0080413818359375,0.00782012939453125
B-vigilance-d1-v1,mlp_10,4.35546875,4.34765625,4.32421875,0.7521598953635,0.7654345474011555,0.7831488394202222,-0.0078125,-0.03125,0.013274652037655432,0.030988944056722145,0.12225341796875,0.118408203125,0.11749267578125
B-vigilance-d3-v2,mlp_10,4.0234375,4.015625,3.990234375,0.886146119454474,0.8984091057077499,0.9129260424467244,-0.0078125,-0.033203125,0.012262986253275932,0.026779922992250405,0.1112060546875,0.11083984375,0.10552978515625
Bm-grief-d1-v1,mlp_10,5.8828125,5.8828125,5.890625,0.8384173731317909,0.8303422910461035,0.8250933073903135,0.0,0.0078125,-0.008075082085687413,-0.013324065741477376,0.1065673828125,0.10369873046875,0.103271484375
Bm-grief-d2-v1,mlp_10,3.033203125,3.029296875,3.037109375,0.9817722061068461,0.9941772326518568,0.9881732549501866,-0.00390625,0.00390625,0.012405026545010633,0.006401048843340473,0.062042236328125,0.060333251953125,0.06072998046875
Bm-grief-d3-v1,mlp_10,5.54296875,5.53515625,5.5390625,1.0454911905656843,1.024341055880762,1.0281991485802804,-0.0078125,-0.00390625,-0.021150134684922328,-0.017292041985403905,0.1641845703125,0.1634521484375,0.1619873046875
Bm-terror-d2-v1,mlp_10,5.2734375,5.2734375,5.2734375,1.0194060454202645,1.0065540233727612,1.0065540233727612,0.0,0.0,-0.012852022047503242,-0.012852022047503242,0.1595458984375,0.1568603515625,0.1568603515625
Bm-ecstasy-d2-v1,mlp_10,5.6328125,5.6328125,5.62890625,1.1989097507379678,1.2039614971298367,1.198824433909981,0.0,-0.00390625,0.005051746391868894,-8.53168279868477e-05,0.1014404296875,0.099853515625,0.0985107421875
Bm-loathing-d3-v1,mlp_10,1.998046875,2.015625,2.009765625,1.6048530256568623,1.5870160843088037,1.592711760246664,0.017578125,0.01171875,-0.017836941348058577,-0.012141265410198221,0.00891876220703125,0.00858306884765625,0.00861358642578125
Bm-amazement-d1-v2,mlp_10,7.29296875,7.2890625,7.2890625,1.5978297552835814,1.593227990627101,1.5938857571934872,-0.00390625,-0.00390625,-0.004601764656480434,-0.0039439980900941585,0.0091552734375,0.00867462158203125,0.008819580078125
Bm-amazement-d3-v1,mlp_10,5.74609375,5.76171875,5.78125,1.0085849257002484,1.0303681556581288,1.0428568486149397,0.015625,0.03515625,0.0217832299578804,0.03427192291469128,0.1107177734375,0.10772705078125,0.106201171875
Bm-vigilance-d1-v1,mlp_10,5.81640625,5.82421875,5.82421875,1.1429910447733191,1.154855127106394,1.157056319761515,0.0078125,0.0078125,0.011864082333074899,0.014065274988195764,0.1478271484375,0.1436767578125,0.1427001953125
Bm-vigilance-d3-v2,mlp_10,4.89453125,4.88671875,4.87890625,0.7767114963009526,0.7611877689064747,0.768110136157221,-0.0078125,-0.015625,-0.015523727394477937,-0.008601360143731585,0.185791015625,0.1807861328125,0.183349609375
N-grief-d1-c1,mlp_10,6.48046875,6.4921875,6.48828125,1.4010193604616306,1.4211879189688654,1.4174716742733555,0.01171875,0.0078125,0.02016855850723487,0.01645231381172496,0.07177734375,0.068115234375,0.07012939453125
N-grief-d2-c1,mlp_10,6.4609375,6.46875,6.47265625,1.4365799955616874,1.4517362703321017,1.4480924354842337,0.0078125,0.01171875,0.015156274770414369,0.011512439922546358,0.0782470703125,0.07513427734375,0.07708740234375
N-grief-d3-c1,mlp_10,6.81640625,6.81640625,6.81640625,1.3854496861857397,1.3954935916250393,1.3950111367211875,0.0,0.0,0.01004390543929956,0.009561450535447769,0.0279541015625,0.027008056640625,0.0269927978515625
N-terror-d2-c1,mlp_10,6.66796875,6.66796875,6.66796875,1.0477793928305497,1.0693640219211948,1.062480606410665,0.0,0.0,0.02158462909064518,0.014701213580115446,0.046234130859375,0.043914794921875,0.044158935546875
