acc_original_minimal_pair,acc_paraphrase_invariance,acc_word_shuffle,mean_affective_prob_original,mean_affective_prob_outcome_reversed,outcome_reversal_prob_drop
0.9010416666666667,0.9973958333333333,0.7760416666666667,0.9976534843444824,0.9794583320617676,0.018195152282714844
