acc_original_minimal_pair,acc_paraphrase_invariance,acc_transformation_sensitivity_paraphrase,acc_pair_aware_held_out_paraphrase,pair_aware_held_out_reversal_drop,acc_word_shuffle,mean_affective_prob_original,mean_affective_prob_outcome_reversed,outcome_reversal_prob_drop
0.9010416666666667,1.0,1.0,0.9396551724137931,0.3123917579650879,0.7760416666666667,0.9914090037345886,0.7083311080932617,0.2830778956413269
