acc_original_minimal_pair,acc_paraphrase_invariance,acc_word_shuffle,mean_affective_prob_original,mean_affective_prob_outcome_reversed,outcome_reversal_prob_drop
0.9375,0.9973958333333333,0.828125,0.999030590057373,0.9918186068534851,0.0072119832038879395
