acc_original_minimal_pair,acc_pair_aware_held_out_paraphrase,pair_aware_held_out_reversal_drop,n_train_pairs,n_test_pairs,n_nonfallback_paraphrase_pairs,n_nonfallback_reversal_pairs,n_primary_test_paraphrase_pairs,n_primary_test_reversal_pairs,sensitivity_held_out_paraphrase,sensitivity_held_out_reversal_drop,acc_paraphrase_invariance_all,acc_word_shuffle,mean_affective_prob_original,mean_affective_prob_outcome_reversed,outcome_reversal_prob_drop
0.875,1.0,-0.005212247371673584,134,58,8,18,2,7,0.8793103448275862,0.021204888820648193,0.9947916666666667,0.734375,0.9877870678901672,0.966492235660553,0.021294832229614258
