layer,component,mean_ot_recovery,median_ot_recovery,mean_ot_displacement,mean_marg_recovery,mean_w1_v_recovery,valid_pairs,model_name
9,mlp,-0.779708518815736,0.0,0.07420106253210415,-0.5323617781750561,0.45619979272829014,11,meta-llama/Llama-3.2-1B-Instruct
9,attn,-7.163992286184103,0.0,0.07392914666927268,-7.2290921575545735,0.28069528341073957,11,meta-llama/Llama-3.2-1B-Instruct
9,resid,-11.49340243066987,0.0,0.08258623632203291,-7.0660045704214385,6.498807717391827,11,meta-llama/Llama-3.2-1B-Instruct
10,mlp,-11.668871406687579,0.0,0.07783973841732045,-11.737972860882637,0.029608609434328415,11,meta-llama/Llama-3.2-1B-Instruct
10,attn,-7.454596708813291,0.0,0.07506609182297308,-7.359698487563106,0.3637494181014528,11,meta-llama/Llama-3.2-1B-Instruct
10,resid,-12.83281611656291,0.0,0.0847484720847788,-8.786340327915354,1.7322883958025281,11,meta-llama/Llama-3.2-1B-Instruct
11,mlp,-4.173465770711098,0.0,0.07295588654682979,-4.1500141702210565,0.1657583961729825,11,meta-llama/Llama-3.2-1B-Instruct
11,attn,-0.0669346530010384,0.0,0.0709415712723939,0.531633921764168,0.12858891881703527,11,meta-llama/Llama-3.2-1B-Instruct
11,resid,-6.658499691892375,0.0,0.07456890465640116,-5.055195903292393,12.392576351932053,11,meta-llama/Llama-3.2-1B-Instruct
12,mlp,-2.4019495640696347,0.0,0.0720294423616704,-2.2992427376592914,0.34033628315294495,11,meta-llama/Llama-3.2-1B-Instruct
12,attn,-2.9065041244718417,0.0,0.07353673154396337,-2.910793939167716,0.6469590403625519,11,meta-llama/Llama-3.2-1B-Instruct
12,resid,-5.775394598009814,0.0,0.07380225800634249,-3.668842677096748,14.91656133132237,11,meta-llama/Llama-3.2-1B-Instruct
13,mlp,-1.0998800766848136,0.0,0.07286084182442358,-0.8920230945255797,0.5524747187742124,11,meta-llama/Llama-3.2-1B-Instruct
13,attn,-1.3926005284404201,0.0,0.07198953127903937,-0.8407632737556877,0.04042292060167929,11,meta-llama/Llama-3.2-1B-Instruct
13,resid,-6.133753924439771,0.0,0.07379920265285679,-4.607271283253167,16.5908567277861,11,meta-llama/Llama-3.2-1B-Instruct
14,mlp,-1.249074575791859,0.0,0.07288473037102744,-0.16074965248661768,0.6241036629200003,11,meta-llama/Llama-3.2-1B-Instruct
14,attn,0.11413304002289015,0.0,0.0719913419420708,0.46806042229955236,0.07532918546342693,11,meta-llama/Llama-3.2-1B-Instruct
14,resid,-4.80090769940215,0.0,0.07238799489405275,-3.960088711768749,8.183291807120058,11,meta-llama/Llama-3.2-1B-Instruct
15,mlp,-0.36389558255244864,0.0,0.07359155449911986,0.10501559007780098,1.6528269865666885,11,meta-llama/Llama-3.2-1B-Instruct
15,attn,-1.1285173189392201,0.0,0.07185991687285752,-0.7586257501879932,0.010394817920064692,11,meta-llama/Llama-3.2-1B-Instruct
15,resid,-4.2340320818347905,0.0,0.07382628754069422,-4.045032529764095,-0.14379515410128385,11,meta-llama/Llama-3.2-1B-Instruct
