protocol,mean_emd_recovery_pct,median_emd_recovery_pct,mean_ev_shift_pct
mlp_last_token_L15,1.3004332381362371,1.1326325369765466,-1.4529614664113792
resid_last_token_L15,0.4232629362416413,0.15415915421115867,0.6776939645347069
resid_all_tokens_L15,-225.88179479534273,-133.28043294774153,234.27990265776378
multi_resid_last_L13_16,1.3849201741942467,0.8912114060047605,0.09454224880877174
multi_resid_all_L13_16,-236.90805134691556,-129.70134318947424,214.96350935140796
