r2_within_r,r2_within_s,r2_cross_r_to_s,r2_cross_s_to_r,direct_transfer_score,rsa_correlation,r2_aligned_transfer,geometry_pattern,is_held_out,layer,relative_depth,target
-1.394555902686002,-1.4249053016251563,-2.1953905049198497,-2.0430473279420887,0.0,0.934021890606924,-1.4936850519657559,Operational: Alignable Geometry,True,0,0.0,Valence_human
-2.0034640687579657,-1.752888788122239,-2.750377307511868,-2.60941855169928,0.0,0.934021890606924,-2.19299520641453,Operational: Alignable Geometry,True,0,0.0,Arousal_human
-1.5560285557549687,-1.4526227788769455,-2.470564433347297,-1.9925537881010364,0.0,0.9342290348374733,-1.72923023165453,Operational: Alignable Geometry,True,1,0.037037037037037035,Valence_human
-2.341293331236622,-2.230984420712596,-3.0977560403219595,-3.364042759553768,0.0,0.9342290348374733,-2.7409440071451345,Operational: Alignable Geometry,True,1,0.037037037037037035,Arousal_human
-1.0226196130685445,-1.2380472070102764,-1.8335334843195015,-1.8691037465083769,0.0,0.7120347878199477,-1.3711772925840222,Operational: Alignable Geometry,True,2,0.07407407407407407,Valence_human
-2.096785081852167,-2.087956723112403,-4.552870545541786,-3.4836785269473607,0.0,0.7120347878199477,-2.521399696687078,Operational: Alignable Geometry,True,2,0.07407407407407407,Arousal_human
-0.8787886089524894,-0.8893098115232474,-2.9259444085404933,-1.8876530104209577,0.0,0.8640172193894831,-1.2834378769234998,Operational: Alignable Geometry,True,3,0.1111111111111111,Valence_human
-1.8315482674007204,-1.82574460052375,-4.024166561366149,-2.5748023284376944,0.0,0.8640172193894831,-2.206088708099017,Operational: Alignable Geometry,True,3,0.1111111111111111,Arousal_human
-1.1126538991897235,-0.9904846826945173,-2.707405583935716,-2.001247109209547,0.0,0.8873738519783508,-1.4313761265089968,Operational: Alignable Geometry,True,4,0.14814814814814814,Valence_human
-1.8215260380662222,-2.0046575915563807,-3.5701182415688706,-3.8654123188694287,0.0,0.8873738519783508,-2.344775489391612,Operational: Alignable Geometry,True,4,0.14814814814814814,Arousal_human
-1.2376424302444704,-1.1990501187892963,-3.519139191975844,-2.7933660377441716,0.0,0.9062993152037497,-1.596953923116942,Operational: Alignable Geometry,True,5,0.18518518518518517,Valence_human
-2.342128478677298,-1.8600605365520577,-4.894632075819323,-3.3210090999634803,0.0,0.9062993152037497,-2.3082472549139488,Operational: Alignable Geometry,True,5,0.18518518518518517,Arousal_human
-0.9127221055983326,-1.230163472590827,-2.3675194242331123,-2.816667413305935,0.0,0.9295084982222821,-1.6130585243498974,Operational: Alignable Geometry,True,6,0.2222222222222222,Valence_human
-1.9405471326532577,-2.1179082892536094,-4.311972053621349,-4.197741806478521,0.0,0.9295084982222821,-2.650763053936823,Operational: Alignable Geometry,True,6,0.2222222222222222,Arousal_human
-1.1012717630414457,-0.9379236957749526,-3.6446085898350145,-2.5212126717662593,0.0,0.9292983130245094,-1.4068522703926778,Operational: Alignable Geometry,True,7,0.25925925925925924,Valence_human
-1.5906717611369237,-1.8869167833316878,-4.348799435975493,-3.838349195988358,0.0,0.9292983130245094,-2.410436928825685,Operational: Alignable Geometry,True,7,0.25925925925925924,Arousal_human
-0.9207255778441525,-0.8646022579022414,-3.0516307183947093,-2.98030022468365,0.0,0.9414799458341999,-1.2863953062475662,Operational: Alignable Geometry,True,8,0.2962962962962963,Valence_human
-1.8077546649063385,-1.5189493513710084,-4.570582186047609,-4.522467640916653,0.0,0.9414799458341999,-1.9668832973610035,Operational: Alignable Geometry,True,8,0.2962962962962963,Arousal_human
-0.6234777865397214,-0.7444051361385957,-2.7142572873930315,-2.320049292673617,0.0,0.9406109238750705,-1.08645403747322,Operational: Alignable Geometry,True,9,0.3333333333333333,Valence_human
-1.7046493353190342,-1.7637530501927965,-4.695715549842288,-4.970258683854658,0.0,0.9406109238750705,-2.3409891899304687,Operational: Alignable Geometry,True,9,0.3333333333333333,Arousal_human
-0.7805431923398825,-0.7217681738148254,-3.0253510013602973,-2.215433073597233,0.0,0.9459652109582922,-1.2244607658380637,Operational: Alignable Geometry,True,10,0.37037037037037035,Valence_human
-1.8830860628641455,-1.8213878060243593,-4.270385894496319,-3.5549739429245752,0.0,0.9459652109582922,-2.3984421342976288,Operational: Alignable Geometry,True,10,0.37037037037037035,Arousal_human
-0.6935277131119268,-0.5251096654697902,-2.7573533640985914,-2.1448497391359007,0.0,0.934716840964407,-1.0387640191083793,Operational: Alignable Geometry,True,11,0.4074074074074074,Valence_human
-1.9413714843094385,-1.6653613681829431,-4.831028092524557,-3.4054550489687356,0.0,0.934716840964407,-2.4594303085970615,Operational: Alignable Geometry,True,11,0.4074074074074074,Arousal_human
-0.5857703045645817,-0.6101767307757551,-2.8580428181859046,-2.5365404345467555,0.0,0.9300932407013294,-1.1386076190466867,Operational: Alignable Geometry,True,12,0.4444444444444444,Valence_human
-1.8192023792580971,-1.6032806330065084,-3.6561963922124994,-3.407952833531967,0.0,0.9300932407013294,-2.2953513876603067,Operational: Alignable Geometry,True,12,0.4444444444444444,Arousal_human
-0.5760479503735243,-0.5975008135285551,-2.529124144821415,-3.2458280014602368,0.0,0.9327934372449848,-1.1624066844243992,Operational: Alignable Geometry,True,13,0.48148148148148145,Valence_human
-1.7527899551899866,-1.4829834287781862,-5.971300325965186,-4.510522282947209,0.0,0.9327934372449848,-2.317100691625014,Operational: Alignable Geometry,True,13,0.48148148148148145,Arousal_human
-0.4613235366371653,-0.364661872015017,-2.766489676628829,-3.07981532926936,0.0,0.9337365012169958,-0.9034389838354313,Operational: Alignable Geometry,True,14,0.5185185185185185,Valence_human
-1.6342180466654899,-1.4171177912749062,-6.535544703161657,-3.8778953810102577,0.0,0.9337365012169958,-2.3723052633178394,Operational: Alignable Geometry,True,14,0.5185185185185185,Arousal_human
-0.41183172633649234,-0.5260143537742994,-2.559725585195822,-2.6832608983852575,0.0,0.9389918809928457,-1.2372466410019607,Operational: Alignable Geometry,True,15,0.5555555555555556,Valence_human
