acc_original_minimal_pair,acc_paraphrase_invariance,acc_transformation_sensitivity_paraphrase,acc_pair_aware_held_out_paraphrase,pair_aware_held_out_reversal_drop,acc_word_shuffle,mean_affective_prob_original,mean_affective_prob_outcome_reversed,outcome_reversal_prob_drop
0.8984375,1.0,1.0,0.9224137931034483,0.11805295944213867,0.7760416666666666,0.9951899647712708,0.9163305163383484,0.07885944843292236
