layer,relative_depth,pair_id,eval_split,shift_V_self,shift_A_self,magnitude_self,shift_V_reader,shift_A_reader,magnitude_reader,pairwise_cos
0,0.0,P_rage-d1-v1,discovery,0.008083839239445112,-0.00027198654281779255,0.008088413535957871,-0.001785971519495888,0.0016692064389260963,0.002444574483259365,-0.7531336763023538
0,0.0,P_rage-d1-v2,confirmation,0.011547168041230904,0.0015453342744411458,0.011650113638595416,0.006267597806715486,-0.0034482159239832555,0.007153528872183047,0.8044735059894469
0,0.0,P_rage-d1-v3,discovery,0.0521720827524117,0.01326117737968957,0.053831078794875406,0.026473560764213033,-0.0018269206106049651,0.026536523104090576,0.9499219468034121
0,0.0,P_rage-d1-v4,discovery,0.18293699185853995,0.07666221591233224,0.1983507961638686,0.2517970986701208,0.091132124381895,0.26778133428797407,0.9987715916466795
0,0.0,P_rage-d2-v1,discovery,0.009638330787387517,0.0009160099394254217,0.009681760923314943,-0.0020273114525188873,-0.0025578093862277385,0.0032637984897644894,-0.6925110891205308
0,0.0,P_rage-d2-v2,discovery,-0.000829424422069458,-0.0017948557838280976,0.0019772334603345224,-0.005340554767430561,-0.0010817726278995465,0.005449014336776696,0.5913521530130637
0,0.0,P_rage-d2-v3,confirmation,0.007589403167227893,0.015061705992374996,0.016865764964432345,-0.016372383902155008,0.004940098522499881,0.017101448127323893,-0.17283390337390617
0,0.0,P_rage-d2-v4,discovery,0.08651484504205875,0.02562718330507785,0.09023065408608927,0.05459949851182877,0.007241457438691867,0.05507761744646892,0.9878374417491966
0,0.0,P_rage-d3-v1,discovery,0.05880329036536658,0.009697046503073459,0.059597480388657226,0.05965057698528131,0.0061986605194874755,0.059971782755832974,0.9982070652660541
0,0.0,P_rage-d3-v2,discovery,0.011025436112304554,-0.006011885268142336,0.012557985743892856,0.011186745093985095,-0.010688906313973234,0.015472426570732093,0.9655007520001595
0,0.0,P_rage-d3-v3,confirmation,-0.000429911976171482,0.00898584546027692,0.008996123773227834,-0.011538381815463516,0.00471801556969087,0.012465710001250014,0.42228063916483577
0,0.0,P_rage-d3-v4,confirmation,0.04866738335218912,0.008545259995658583,0.04941189806860629,0.03835938165764485,0.004704130712030796,0.03864674639491314,0.9986592327801664
0,0.0,P_grief-d1-v1,discovery,-0.0009763606937305269,0.0030321748584558605,0.0031854928310253304,0.007821024586034397,0.0064591853652880005,0.010143446217065737,0.3698095020458151
0,0.0,P_grief-d1-v2,discovery,-0.0020827668024274715,0.003473933698927567,0.004050448481074475,0.022513309528163106,0.010762587284595782,0.024953604769039333,-0.09400563682272813
0,0.0,P_grief-d1-v3,confirmation,0.01441667826566917,0.00139554804542108,0.014484065954106133,0.033702155581152304,0.009643151520808857,0.03505460971212593,0.9834506338608001
0,0.0,P_grief-d1-v4,confirmation,0.19094833450077875,0.07061497021980578,0.20358718149177601,0.4340062495626702,0.13462108365178516,0.4544053925989828,0.9985722925660868
0,0.0,P_grief-d2-v1,confirmation,-0.0002977534340562471,0.005824878048553472,0.0058324832951335915,-0.006852271049952563,0.006170821037262186,0.009221315026390517,0.7062538368089287
0,0.0,P_grief-d2-v2,confirmation,0.023668698455598047,0.007089783254951243,0.024707737921230596,-0.00200579352275021,0.0003111605174277443,0.002029785339269303,-0.9026359710380353
0,0.0,P_grief-d2-v3,confirmation,-0.0012885633472938807,-0.0003279738696999601,0.001329647456732489,-0.016131938504171828,-0.005731812241985601,0.017119962367942214,0.9957561428596862
0,0.0,P_grief-d2-v4,confirmation,0.12759192235140038,0.009095382475217129,0.12791569345352535,0.3996165744323301,0.06889085892952362,0.40551122919726595,0.9950490023043317
0,0.0,P_grief-d3-v1,discovery,-0.03246776547609098,-0.0018504015182809752,0.03252045173101539,-0.05010508962002547,-0.00669128451635892,0.050549908944622725,0.9971263489314255
0,0.0,P_grief-d3-v2,confirmation,0.02667407201881744,-0.002238761121937216,0.026767857019682338,0.007395562236040654,-0.00367441676879654,0.00825806753290162,0.9296321392633516
