layer,alpha,pair_id,emotion,sign_V,sign_A,aligned_matched_shift_V,aligned_matched_shift_A,aligned_random_shift_V,aligned_random_shift_A,aligned_self_self_shift_V,aligned_self_self_shift_A,aligned_reader_reader_shift_V,aligned_reader_reader_shift_A,aligned_specificity_V,aligned_specificity_A,matched_shift_V,matched_shift_A,random_shift_V,random_shift_A,self_self_shift_V,self_self_shift_A,reader_reader_shift_V,reader_reader_shift_A,self_reader_shift_V,self_reader_shift_A,specificity_V,specificity_A
11,-1.0,P_rage-d1-v2,rage,-1,1,0.0002501212102439254,-0.0025767637996843007,-0.01578776529305692,0.0024583247187521806,0.0034753218582528334,-0.0016404844618467251,-0.001440737314156948,-0.005302893948401,0.016037886503300847,-0.005035088518436481,-0.0002501212102439254,-0.0025767637996843007,0.01578776529305692,0.0024583247187521806,-0.0034753218582528334,-0.0016404844618467251,0.001440737314156948,-0.005302893948401,-0.0030443358870853032,-0.005812317136309808,-0.016037886503300847,-0.005035088518436481
11,-1.0,P_rage-d2-v3,rage,-1,1,0.0037487579802641946,0.0035191273995547334,-0.008189448667057952,-0.004922408312699744,0.0017384551042702867,-0.0032752197001260086,0.0014237379471042644,-0.0020462208494596013,0.011938206647322147,0.008441535712254478,-0.0037487579802641946,0.0035191273995547334,0.008189448667057952,-0.004922408312699744,-0.0017384551042702867,-0.0032752197001260086,-0.0014237379471042644,-0.0020462208494596013,-0.0001897037089806375,-0.00619880117127547,-0.011938206647322147,0.008441535712254478
11,-1.0,P_rage-d3-v3,rage,-1,1,0.0012197421387636354,-0.006040054477830736,0.02426201268026329,-0.015461774136058537,0.013725870270300256,-0.020239609498449163,-0.0014613546376853748,0.0025534638712549906,-0.023042270541499654,0.0094217196582278,-0.0012197421387636354,-0.006040054477830736,-0.02426201268026329,-0.015461774136058537,-0.013725870270300256,-0.020239609498449163,0.0014613546376853748,0.0025534638712549906,-0.011258612469770668,-0.013818733616886014,0.023042270541499654,0.0094217196582278
11,-1.0,P_rage-d3-v4,rage,-1,1,-0.009885203022020228,0.008623333517079779,0.010372785450472932,-0.0008345232283186732,-0.004092892986441221,-7.432858752487448e-06,-0.017529631173824,0.013586832824436179,-0.02025798847249316,0.009457856745398452,0.009885203022020228,0.008623333517079779,-0.010372785450472932,-0.0008345232283186732,0.004092892986441221,-7.432858752487448e-06,0.017529631173824,0.013586832824436179,0.00026950143252157943,0.004190821085549246,0.02025798847249316,0.009457856745398452
11,-1.0,P_grief-d1-v3,grief,-1,-1,-0.010719913250088808,-0.005322348053514503,0.0020552848872075202,0.00459817135781293,0.00020225553718677958,6.529688915257736e-05,-0.004589160800234637,-0.004866633398559195,-0.012775198137296329,-0.009920519411327433,0.010719913250088808,0.005322348053514503,-0.0020552848872075202,-0.00459817135781293,-0.00020225553718677958,-6.529688915257736e-05,0.004589160800234637,0.004866633398559195,-0.005645966944088698,0.0024346761049223176,0.012775198137296329,0.009920519411327433
11,-1.0,P_grief-d1-v4,grief,-1,-1,-0.00509317387370789,0.006482320077268788,0.009827791046178369,0.00945993241267118,0.004947528557143421,0.01514503809171952,0.00296109541553502,0.011106236623900756,-0.01492096491988626,-0.002977612335402391,0.00509317387370789,-0.006482320077268788,-0.009827791046178369,-0.00945993241267118,-0.004947528557143421,-0.01514503809171952,-0.00296109541553502,-0.011106236623900756,-0.016515354529306414,-0.017197956089706423,0.01492096491988626,0.002977612335402391
11,-1.0,P_grief-d2-v1,grief,-1,-1,0.0020394852238148076,0.00632193284701188,-0.00038047619215486606,0.0066468092680382895,0.013743630887788072,0.008496484799533022,0.0021140409752478106,0.0005962319779815317,0.0024199614159696736,-0.0003248764210264099,-0.0020394852238148076,-0.00632193284701188,0.00038047619215486606,-0.0066468092680382895,-0.013743630887788072,-0.008496484799533022,-0.0021140409752478106,-0.0005962319779815317,-0.005114870609820521,-0.0009402301549386038,-0.0024199614159696736,0.0003248764210264099
11,-1.0,P_grief-d2-v2,grief,-1,-1,-0.0076970740416761885,-0.011336556408172882,0.0024831176033961455,-0.0002849136005291797,-0.010172889905345706,-0.006307230561755084,-0.012820852466958854,-0.005999926401033306,-0.010180191645072334,-0.011051642807643702,0.0076970740416761885,0.011336556408172882,-0.0024831176033961455,0.0002849136005291797,0.010172889905345706,0.006307230561755084,0.012820852466958854,0.005999926401033306,0.014014340113294388,0.006064909638734406,0.010180191645072334,0.011051642807643702
11,-1.0,P_grief-d2-v3,grief,-1,-1,-0.004220064305866522,-0.0007437034602606474,-0.009589625242186095,0.0052723481906049585,-0.007090536881164233,0.007701848015846835,0.004436497354571856,-0.0013020062757860273,0.005369560936319573,-0.006016051650865606,0.004220064305866522,0.0007437034602606474,0.009589625242186095,-0.0052723481906049585,0.007090536881164233,-0.007701848015846835,-0.004436497354571856,0.0013020062757860273,2.8320560912398207e-05,-0.0037685766378587893,-0.005369560936319573,0.006016051650865606
11,-1.0,P_grief-d2-v4,grief,-1,-1,-0.015255188965439537,0.004242139513747745,-0.014330858159923743,0.00035928677207763826,-0.006663162811064716,0.013754358013822632,-0.000518397617914168,-0.0014944081542234144,-0.0009243308055157939,0.0038828527416701064,0.015255188965439537,-0.004242139513747745,0.014330858159923743,-0.00035928677207763826,0.006663162811064716,-0.013754358013822632,0.000518397617914168,0.0014944081542234144,-0.005421617323488448,-0.008937032857179616,0.0009243308055157939,-0.0038828527416701064
