pair_id,token_jaccard,relative_edit_distance,net_cue_aff,net_cue_neu,cue_difference,ppl_aff,ppl_neu,ppl_ratio
P_rage-d1-v1,0.3978494623655914,0.535181236673774,0,0,0,26.37637716746077,38.36717411837323,0.6874724836030391
P_rage-d1-v2,0.3655913978494624,0.4521575984990619,0,0,0,33.913074262551255,38.88957846015663,0.8720349958347087
P_rage-d1-v3,0.3177570093457944,0.6412078152753108,0,0,0,30.308124605059696,29.776860365706057,1.0178414787518706
P_rage-d1-v4,0.22018348623853212,0.6353591160220995,0,0,0,27.469918040288775,24.734694458690598,1.1105824240353503
P_rage-d2-v1,0.3333333333333333,0.5738636363636364,0,0,0,31.926986499088216,40.98473234314777,0.778997053165556
P_rage-d2-v2,0.2604166666666667,0.6060070671378092,0,0,0,21.40537938163423,22.302534504531195,0.9597733574859821
P_rage-d2-v3,0.2871287128712871,0.6057046979865772,0,0,0,30.200194300583924,35.68825740992805,0.8462221370876027
P_rage-d2-v4,0.2872340425531915,0.572992700729927,0,0,0,26.68537843694201,27.026401005207525,0.9873818361689504
P_rage-d3-v1,0.27722772277227725,0.5706618962432916,0,1,-1,30.508474967033756,33.63558914850618,0.9070295729117361
P_rage-d3-v2,0.23529411764705882,0.6049149338374291,0,0,0,25.15159879542941,27.62591264366582,0.910435003882533
P_rage-d3-v3,0.2558139534883721,0.576271186440678,0,0,0,21.54844034382019,28.199256876132228,0.7641491998999991
P_rage-d3-v4,0.21428571428571427,0.6768953068592057,0,0,0,9.012338385233042,25.377594833684473,0.3551297153716462
P_grief-d1-v1,0.375,0.4570815450643777,1,0,1,22.731944697849425,20.739777415577773,1.0960553310818075
P_grief-d1-v2,0.26373626373626374,0.5477272727272727,0,0,0,17.350568935841526,14.209305218095672,1.2210708017359377
P_grief-d1-v3,0.2872340425531915,0.627906976744186,0,0,0,16.804251307541087,15.603908074099106,1.0769257387839068
P_grief-d1-v4,0.29347826086956524,0.5266272189349113,0,0,0,13.365469710470586,13.800023114218178,0.9685106054778652
P_grief-d2-v1,0.4019607843137255,0.5403377110694184,0,0,0,37.219967176622674,35.80170574255017,1.0396143246541627
P_grief-d2-v2,0.43010752688172044,0.5114068441064639,0,0,0,24.263153514153025,27.584626217393676,0.8795896831570639
P_grief-d2-v3,0.39361702127659576,0.5028901734104047,0,0,0,33.60295821559931,32.121308148802015,1.0461266712366408
P_grief-d2-v4,0.5168539325842697,0.4540540540540541,0,0,0,19.621771638107404,27.491985072117647,0.7137269597996702
P_grief-d3-v1,0.3541666666666667,0.5752895752895753,0,0,0,28.529402459472198,18.456792375243822,1.5457399278110144
P_grief-d3-v2,0.44047619047619047,0.5666666666666667,1,0,1,23.947244197427583,22.976449292663602,1.042251692162995
P_grief-d3-v3,0.4069767441860465,0.4827586206896552,0,0,0,27.2686576782511,17.48466256668976,1.5595757718896541
P_grief-d3-v4,0.22448979591836735,0.6331967213114754,0,1,-1,24.24631406189738,16.886970993595252,1.435799980665173
P_terror-d1-v1,0.4358974358974359,0.41487279843444225,0,0,0,16.387354677369004,15.71345445183345,1.0428867620875155
P_terror-d1-v2,0.3402061855670103,0.6302681992337165,0,0,0,21.018905940599346,19.14111677006064,1.0981023257416986
P_terror-d1-v3,0.391304347826087,0.5274102079395085,0,0,0,15.644149861921864,17.534850189490232,0.8921746579348453
P_terror-d1-v4,0.30392156862745096,0.5895652173913043,0,0,0,20.53710984896044,15.156819251050639,1.3549748237950405
P_terror-d2-v1,0.20353982300884957,0.6494156928213689,0,0,0,17.32177661373272,33.04710158577633,0.5241541696060252
P_terror-d2-v2,0.29464285714285715,0.6243739565943238,0,0,0,26.18835424353699,20.47222715726642,1.2792136763208983
P_terror-d2-v3,0.37383177570093457,0.5335515548281505,0,0,0,12.34253602418504,13.072005458686485,0.9441959857649318
P_terror-d2-v4,0.19827586206896552,0.6900175131348512,0,0,0,12.991871622925043,19.66660245552135,0.6606057651138335
P_terror-d3-v1,0.37254901960784315,0.6133768352365416,0,0,0,13.154825689141944,37.75837206667531,0.3483949286139158
P_terror-d3-v2,0.18421052631578946,0.6380165289256199,0,0,0,29.800233517236038,24.130565359133044,1.2349578983651626
P_terror-d3-v3,0.34579439252336447,0.5438311688311688,0,0,0,14.987120948631162,20.84991641463388,0.718809607279892
P_terror-d3-v4,0.25,0.6153846153846154,0,0,0,21.258721299452965,32.30631241394313,0.658036125232348
P_ecstasy-d1-v1,0.2543859649122807,0.6506410256410257,0,0,0,11.591613452957297,16.44008683434894,0.7050822093990563
P_ecstasy-d1-v2,0.2222222222222222,0.6487804878048781,0,0,0,13.759672207836994,25.68971328672824,0.5356101688894798
P_ecstasy-d1-v3,0.19230769230769232,0.662015503875969,0,0,0,18.12894033470578,22.00517381975843,0.8238489574928448
P_ecstasy-d1-v4,0.1724137931034483,0.6818181818181818,0,0,0,21.236927902164847,24.45095077615408,0.8685521977461946
P_ecstasy-d2-v1,0.15,0.7025641025641025,0,0,0,14.244360913949684,19.41308165980784,0.7337505930184238
P_ecstasy-d2-v2,0.24369747899159663,0.6672025723472669,1,0,1,23.025370648982893,21.048754357890815,1.0939065164416517
P_ecstasy-d2-v3,0.19469026548672566,0.671118530884808,0,0,0,10.288863312389513,11.658270301420824,0.8825376461376038
P_ecstasy-d2-v4,0.23853211009174313,0.7057851239669422,0,0,0,12.248109157501204,24.055327808896575,0.5091640714955178
P_ecstasy-d3-v1,0.13934426229508196,0.6956521739130435,0,1,-1,14.425703675454349,18.025905908201374,0.8002761663487225
P_ecstasy-d3-v2,0.17796610169491525,0.6467661691542289,0,0,0,26.62327850808278,20.953260439713606,1.2706030793670406
P_ecstasy-d3-v3,0.23853211009174313,0.6555555555555556,0,1,-1,16.237455052459854,23.885900445525422,0.6797924327658832
P_ecstasy-d3-v4,0.22764227642276422,0.6599131693198264,0,0,0,22.35107073512281,26.475097813169086,0.844229926877745
P_loathing-d1-v1,0.19090909090909092,0.6534653465346535,0,0,0,57.29506163220627,39.475986814181844,1.4513901945126977
P_loathing-d1-v2,0.39,0.5205479452054794,1,1,0,19.946651888073013,22.16534017943396,0.8999027683174328
P_loathing-d1-v3,0.32432432432432434,0.5814977973568282,1,0,1,30.55508459475041,35.14839288426401,0.8693166662283812
P_loathing-d1-v4,0.3177570093457944,0.6739469578783152,0,0,0,21.992271355841968,19.817863138951786,1.1097195541176614
P_loathing-d2-v1,0.23893805309734514,0.642512077294686,0,0,0,15.740639191200541,21.170843762521383,0.743505484441797
P_loathing-d2-v2,0.25,0.5803698435277382,0,1,-1,22.411251060756115,25.126509514357334,0.8919364687727046
P_loathing-d2-v3,0.19708029197080293,0.6758893280632411,0,0,0,13.414246197211195,14.273900389849478,0.9397743357503083
P_loathing-d2-v4,0.18548387096774194,0.6770186335403726,0,0,0,24.038495044970404,16.630423500341813,1.4454528833269606
P_loathing-d3-v1,0.2413793103448276,0.6419558359621451,0,0,0,24.776670999586422,19.916671031072934,1.2440166188874915
P_loathing-d3-v2,0.1981981981981982,0.7371900826446282,-1,0,-1,32.18781279716936,24.54485832961099,1.311387136708414
P_loathing-d3-v3,0.26666666666666666,0.7253218884120172,0,0,0,27.55640694255217,22.903466852115148,1.2031543485240082
P_loathing-d3-v4,0.208,0.7304216867469879,0,0,0,25.46563662106076,26.174234597811694,0.9729276152458038
P_amazement-d1-v1,0.28695652173913044,0.5419847328244275,1,1,0,16.465749010296822,10.472087644431788,1.5723462214056008
P_amazement-d1-v2,0.21875,0.6560232220609579,0,0,0,18.39210070162928,24.62625317255399,0.7468493004562305
P_amazement-d1-v3,0.19230769230769232,0.66991643454039,0,0,0,17.562794888055006,24.61610955854845,0.7134675011424972
P_amazement-d1-v4,0.2248062015503876,0.6596931659693166,0,0,0,18.432974960944403,19.18225154185643,0.96093902010324
P_amazement-d2-v1,0.29357798165137616,0.6296296296296297,0,0,0,12.619371081179507,19.722432375158245,0.6398485846616913
P_amazement-d2-v2,0.25,0.598014888337469,-1,0,-1,18.713094836777753,17.89880009695883,1.0454943174913138
P_amazement-d2-v3,0.2868217054263566,0.6123032904148784,0,1,-1,12.996707725875044,17.600424504313978,0.7384314500061073
P_amazement-d2-v4,0.3,0.5722460658082976,-1,0,-1,15.264762617124708,20.032232204269913,0.7620100296092295
P_amazement-d3-v1,0.25,0.6291834002677377,0,0,0,13.959904025352095,19.027343481111902,0.7336758967710831
P_amazement-d3-v2,0.2734375,0.6507394766780432,0,0,0,20.888412594211204,19.330575046416037,1.0805892459725221
P_amazement-d3-v3,0.21705426356589147,0.6670902160101652,-1,0,-1,14.552339623493385,20.042436458708092,0.7260763394409717
P_amazement-d3-v4,0.23140495867768596,0.618840579710145,0,0,0,14.028103866969243,15.596372644203441,0.8994465115410298
P_admiration-d1-v1,0.17054263565891473,0.6692307692307692,0,0,0,19.73465246019795,23.898073424636088,0.8257842079466392
P_admiration-d1-v2,0.1893939393939394,0.6520650813516896,1,0,1,18.650457133464712,19.80302291538178,0.9417984451848374
P_admiration-d1-v3,0.1793103448275862,0.6454767726161369,1,0,1,14.886030765283799,17.439578281661316,0.8535774014306231
P_admiration-d1-v4,0.17777777777777778,0.7051948051948052,0,0,0,29.72070068480437,29.62634523459028,1.0031848156187388
P_admiration-d2-v1,0.1111111111111111,0.7231352718078382,0,0,0,20.08905218440022,17.522062114652005,1.1465003894205636
P_admiration-d2-v2,0.15555555555555556,0.7025920873124147,0,0,0,22.54152821249896,19.208800220227275,1.1734999989880812
P_admiration-d2-v3,0.1889763779527559,0.6526806526806527,0,0,0,19.005327119421555,12.176616604314086,1.5608051215050154
P_admiration-d2-v4,0.2125984251968504,0.7032679738562092,0,0,0,14.457780323488608,17.11623335687866,0.8446823069864269
P_admiration-d3-v1,0.27906976744186046,0.6438356164383562,0,0,0,16.02777994774593,21.59535606042926,0.7421863830681824
P_admiration-d3-v2,0.20610687022900764,0.7189189189189189,1,0,1,16.614491828556513,16.341850051477284,1.0166835920986186
P_admiration-d3-v3,0.21323529411764705,0.6415552855407047,0,0,0,21.099506446511512,22.29128585375662,0.9465360427568019
P_admiration-d3-v4,0.15753424657534246,0.682648401826484,0,0,0,13.173990218172,20.002375467709673,0.6586212513017689
P_vigilance-d1-v1,0.288135593220339,0.6074498567335244,0,0,0,16.093990784051087,11.548123440989583,1.3936454240938159
P_vigilance-d1-v2,0.2644628099173554,0.5812417437252312,0,0,0,14.133271171804424,10.0353270652939,1.4083516831585026
P_vigilance-d1-v3,0.15384615384615385,0.6563380281690141,0,0,0,16.766992664265427,19.276718404776393,0.8698052978926951
P_vigilance-d1-v4,0.22764227642276422,0.6963503649635037,0,0,0,26.999975857365342,18.31447475012764,1.474242354831105
P_vigilance-d2-v1,0.1865671641791045,0.6516587677725119,0,0,0,21.503410607956567,15.874177573293196,1.3546156425463187
P_vigilance-d2-v2,0.20155038759689922,0.640251572327044,0,0,0,19.006541526006476,19.435306252165812,0.9779388243984897
P_vigilance-d2-v3,0.1619718309859155,0.6897435897435897,0,0,0,24.191164726036515,25.030710782743753,0.9664593214929659
P_vigilance-d2-v4,0.25203252032520324,0.691699604743083,0,0,0,11.498843177778967,25.142341735938313,0.45734971074682673
P_vigilance-d3-v1,0.23684210526315788,0.625,0,0,0,22.232832313948187,19.212835390406706,1.1571863655201589
P_vigilance-d3-v2,0.24060150375939848,0.6575,0,0,0,19.657494064931058,21.594233665562538,0.9103121443928688
P_vigilance-d3-v3,0.25757575757575757,0.5923566878980892,0,1,-1,12.336046157089461,10.89543669186915,1.132221256819759
P_vigilance-d3-v4,0.32,0.5386503067484663,1,0,1,17.458748503186712,22.319636301649112,0.7822147048015315
P_rage-d4-v1,0.4835164835164835,0.37790697674418605,0,0,0,18.166682783314826,20.179346941058444,0.9002611400714046
P_rage-d4-v2,0.36,0.46601941747572817,0,0,0,15.15351671897774,16.132207621869384,0.9393330494396845
P_rage-d4-v3,0.4787234042553192,0.3648,0,0,0,17.52213313374352,20.8314771644649,0.8411372921021715
P_rage-d4-v4,0.6746987951807228,0.23933209647495363,0,0,0,30.78857174120615,28.73611728887768,1.0714241718973878
P_rage-d5-v1,0.45132743362831856,0.3658170914542729,0,0,0,34.2302632027406,41.18635388435909,0.8311068871923859
P_rage-d5-v2,0.38,0.4298642533936652,0,0,0,20.137158992841556,23.211865045430628,0.8675372739713727
P_rage-d5-v3,0.5978260869565217,0.2525697503671072,0,0,0,24.383281771259497,33.77451377216163,0.7219432147507037
P_rage-d5-v4,0.5232558139534884,0.35429447852760737,0,0,0,14.669090847566638,17.41133563866649,0.8425022818173552
P_rage-d6-v1,0.34065934065934067,0.4804560260586319,0,0,0,17.18988298982489,19.642202588275744,0.8751504337367412
P_rage-d6-v2,0.5729166666666666,0.2780487804878049,0,0,0,13.506362330344336,14.310589317460385,0.9438018999024235
P_rage-d6-v3,0.6710526315789473,0.20650406504065041,0,0,0,12.487230998694455,13.93833002782737,0.895891407211104
P_rage-d6-v4,0.5119047619047619,0.2894736842105263,0,0,0,13.673591656507154,17.4551566438418,0.7833553804271263
P_grief-d4-v1,0.5517241379310345,0.2617801047120419,0,0,0,14.487513684582389,16.02668708733709,0.903961792082868
P_grief-d4-v2,0.6385542168674698,0.2733224222585925,0,0,0,23.620632313595966,24.192658586547577,0.9763553374152509
P_grief-d4-v3,0.5666666666666667,0.3122866894197952,0,0,0,15.2205280197741,21.50387715296452,0.7078038627035189
P_grief-d4-v4,0.5,0.2920203735144312,0,0,0,19.34916192134403,16.125070620421617,1.199942696492539
P_grief-d5-v1,0.8024691358024691,0.09375,0,0,0,20.480184667074194,21.615677371703153,0.9474689766796576
P_grief-d5-v2,0.5473684210526316,0.32628398791540786,0,0,0,19.490553914226638,26.646469615338738,0.7314497366494428
P_grief-d5-v3,0.8313253012048193,0.11988304093567251,0,0,0,16.626411402415872,16.972379960925476,0.9796157322118735
P_grief-d5-v4,0.5360824742268041,0.2821997105643994,0,0,0,18.258947212755768,18.961953976170147,0.9629253542528783
P_grief-d6-v1,0.4772727272727273,0.3479020979020979,-1,0,-1,16.252943807590476,14.587038241895941,1.1142044343659427
P_grief-d6-v2,0.5061728395061729,0.32066115702479336,0,0,0,12.324722076555569,14.27135164830383,0.863598733790688
P_grief-d6-v3,0.47959183673469385,0.34065934065934067,0,0,0,16.519359642165156,17.75840543843406,0.9302275910530312
P_grief-d6-v4,0.589041095890411,0.215625,0,0,0,8.51158141359627,9.070304938920428,0.9384006968357389
P_terror-d4-v1,0.6125,0.31534569983136596,0,0,0,10.33408883963155,14.207811293433792,0.7273525737954392
P_terror-d4-v2,0.5652173913043478,0.3092948717948718,0,0,0,14.439109630835203,15.008128255238008,0.9620859059296675
P_terror-d4-v3,0.6493506493506493,0.21340388007054673,0,0,0,15.854475313794843,16.29404360082887,0.9730227026006993
P_terror-d4-v4,0.6666666666666666,0.21470019342359767,0,0,0,14.72441159549449,19.05351422482914,0.7727923914169244
P_terror-d5-v1,0.6133333333333333,0.2629757785467128,0,1,-1,16.16247494631821,23.215296465766937,0.6961993474411106
P_terror-d5-v2,0.5714285714285714,0.24916943521594684,0,0,0,15.655810005065948,15.263237783426769,1.0257200471806445
P_terror-d5-v3,0.5697674418604651,0.44640234948604995,0,-1,1,16.597459467293596,19.828317477680137,0.8370583459195807
P_terror-d5-v4,0.5204081632653061,0.3651026392961877,-1,0,-1,19.22306680992066,24.015294791279274,0.8004509699564547
P_terror-d6-v1,0.5760869565217391,0.26426426426426425,0,0,0,19.2110077792687,18.082992353267585,1.0623798507229603
P_terror-d6-v2,0.6463414634146342,0.23062730627306274,0,0,0,18.83513072367285,20.442548053952436,0.9213689874957741
P_terror-d6-v3,0.5480769230769231,0.28966521106259097,0,0,0,22.50354768625073,24.78831686374897,0.907828752638373
P_terror-d6-v4,0.6,0.27319587628865977,0,0,0,18.21986189481123,13.728047906191824,1.3271996639372
P_ecstasy-d4-v1,0.41836734693877553,0.4806800618238022,0,0,0,15.960559067937442,24.89379173428069,0.6411461378465849
P_ecstasy-d4-v2,0.5172413793103449,0.4496753246753247,0,0,0,11.675964421663949,21.675293577428,0.5386761587001888
P_ecstasy-d4-v3,0.6219512195121951,0.35390199637023595,0,0,0,16.922543363123275,19.088425109737702,0.8865342415260977
P_ecstasy-d4-v4,0.7407407407407407,0.23905723905723905,0,0,0,15.42512137423926,17.420408342847974,0.8854626243654895
P_ecstasy-d5-v1,0.7012987012987013,0.17339312406576982,-1,-1,0,20.122314748523657,21.96570355035654,0.9160787309322631
P_ecstasy-d5-v2,0.5058823529411764,0.27838258164852253,0,0,0,13.269795866772421,16.754660723413302,0.7920061942061737
P_ecstasy-d5-v3,0.4791666666666667,0.36612903225806454,0,0,0,17.08758953425169,26.879949685785036,0.6357001816706511
P_ecstasy-d5-v4,0.42,0.38003220611916266,-1,0,-1,13.319556895262773,12.243647940046396,1.0878747798540114
P_ecstasy-d6-v1,0.4659090909090909,0.38118022328548645,0,0,0,13.247279487135854,14.048738244025696,0.9429514817686814
P_ecstasy-d6-v2,0.49038461538461536,0.3532182103610675,0,1,-1,18.797644246340383,19.412692874795976,0.9683171417412536
P_ecstasy-d6-v3,0.6385542168674698,0.3284552845528455,0,0,0,14.931126445652266,15.492635623621783,0.9637563191075316
P_ecstasy-d6-v4,0.6404494382022472,0.28353658536585363,0,0,0,15.97926543016311,21.960325777084275,0.7276424250133455
P_loathing-d4-v1,0.5952380952380952,0.31129032258064515,0,0,0,17.871854658020297,20.032031610908035,0.8921638160816762
P_loathing-d4-v2,0.5581395348837209,0.2969502407704655,0,0,0,29.545057514825466,26.931068998894034,1.097062148516148
P_loathing-d4-v3,0.651685393258427,0.19258202567760344,0,0,0,22.90472282731671,24.958729587185708,0.9177038370323383
P_loathing-d4-v4,0.6813186813186813,0.22566995768688294,0,0,0,37.69528271843891,36.150881060106194,1.0427209675206521
P_loathing-d5-v1,0.6263736263736264,0.25499231950844853,0,0,0,31.124905181746605,27.5338943227915,1.1304214248240643
P_loathing-d5-v2,0.6236559139784946,0.2288488210818308,0,0,0,27.845977683495516,34.15103699985968,0.8153771983038973
P_loathing-d5-v3,0.6588235294117647,0.17647058823529413,0,0,0,28.921241921773248,35.462708647640824,0.8155395402420201
P_loathing-d5-v4,0.5773195876288659,0.2669902912621359,-1,0,-1,21.899429589956664,29.388545288174562,0.74516886188306
P_loathing-d6-v1,0.7777777777777778,0.16034482758620688,0,0,0,15.617388681348942,17.610834326701294,0.8868056734180054
P_loathing-d6-v2,0.5952380952380952,0.260596546310832,0,0,0,27.251278596446266,30.581941246740147,0.8910905127142829
P_loathing-d6-v3,0.8055555555555556,0.13934426229508196,1,1,0,41.43483894757737,37.88851699964545,1.0935988298081523
