stage,rq,family,alignment,task,axis,condition,metric,estimate,value_text,ci_low,ci_high,p,q,n,is_primary,analysis_role,source_artifact,source_key
v1,rq1_shared_decodability,llama,instruct,reader_self,valence,emobank_linear_probe,peak_depth_distance,0.1333333333333333,,,,,,,False,secondary,v1/results/derived/v1_phase_a/llama_instruct/e1_emobank_decodability.csv,"[""target_V_human_r2_reader"", ""target_V_human_r2_self""]"
v1,rq1_shared_decodability,llama,instruct,reader,arousal,emobank_linear_probe,peak_r2,0.1127433410811203,,,,,,1000.0,True,primary,v1/results/derived/v1_phase_a/llama_instruct/e1_emobank_decodability.csv,target_A_human_r2_reader
v1,rq1_shared_decodability,llama,instruct,self,arousal,emobank_linear_probe,peak_r2,0.1057962073881056,,,,,,1000.0,True,primary,v1/results/derived/v1_phase_a/llama_instruct/e1_emobank_decodability.csv,target_A_human_r2_self
v1,rq1_shared_decodability,llama,instruct,reader_self,arousal,emobank_linear_probe,peak_depth_distance,0.0,,,,,,,False,secondary,v1/results/derived/v1_phase_a/llama_instruct/e1_emobank_decodability.csv,"[""target_A_human_r2_reader"", ""target_A_human_r2_self""]"
v1,rq1_shared_decodability,olmo,base,reader,valence,emobank_linear_probe,peak_r2,0.4177996606861939,,,,,,1000.0,True,primary,v1/results/derived/v1_phase_a/olmo_base/e1_emobank_decodability.csv,target_V_human_r2_reader
v1,rq1_shared_decodability,olmo,base,self,valence,emobank_linear_probe,peak_r2,0.4583701599380826,,,,,,1000.0,True,primary,v1/results/derived/v1_phase_a/olmo_base/e1_emobank_decodability.csv,target_V_human_r2_self
v1,rq1_shared_decodability,olmo,base,reader_self,valence,emobank_linear_probe,peak_depth_distance,0.0,,,,,,,False,secondary,v1/results/derived/v1_phase_a/olmo_base/e1_emobank_decodability.csv,"[""target_V_human_r2_reader"", ""target_V_human_r2_self""]"
v1,rq1_shared_decodability,olmo,base,reader,arousal,emobank_linear_probe,peak_r2,0.0889557296451997,,,,,,1000.0,True,primary,v1/results/derived/v1_phase_a/olmo_base/e1_emobank_decodability.csv,target_A_human_r2_reader
v1,rq1_shared_decodability,olmo,base,self,arousal,emobank_linear_probe,peak_r2,0.1059639428029035,,,,,,1000.0,True,primary,v1/results/derived/v1_phase_a/olmo_base/e1_emobank_decodability.csv,target_A_human_r2_self
v1,rq1_shared_decodability,olmo,base,reader_self,arousal,emobank_linear_probe,peak_depth_distance,0.1333333333333333,,,,,,,False,secondary,v1/results/derived/v1_phase_a/olmo_base/e1_emobank_decodability.csv,"[""target_A_human_r2_reader"", ""target_A_human_r2_self""]"
v1,rq1_shared_decodability,olmo,instruct,reader,valence,emobank_linear_probe,peak_r2,0.3272127480522685,,,,,,1000.0,True,primary,v1/results/derived/v1_phase_a/olmo_instruct/e1_emobank_decodability.csv,target_V_human_r2_reader
v1,rq1_shared_decodability,olmo,instruct,self,valence,emobank_linear_probe,peak_r2,0.3518722995509653,,,,,,1000.0,True,primary,v1/results/derived/v1_phase_a/olmo_instruct/e1_emobank_decodability.csv,target_V_human_r2_self
v1,rq1_shared_decodability,olmo,instruct,reader_self,valence,emobank_linear_probe,peak_depth_distance,0.0,,,,,,,False,secondary,v1/results/derived/v1_phase_a/olmo_instruct/e1_emobank_decodability.csv,"[""target_V_human_r2_reader"", ""target_V_human_r2_self""]"
v1,rq1_shared_decodability,olmo,instruct,reader,arousal,emobank_linear_probe,peak_r2,0.0845591691144095,,,,,,1000.0,True,primary,v1/results/derived/v1_phase_a/olmo_instruct/e1_emobank_decodability.csv,target_A_human_r2_reader
v1,rq1_shared_decodability,olmo,instruct,self,arousal,emobank_linear_probe,peak_r2,0.0856019682538111,,,,,,1000.0,True,primary,v1/results/derived/v1_phase_a/olmo_instruct/e1_emobank_decodability.csv,target_A_human_r2_self
v1,rq1_shared_decodability,olmo,instruct,reader_self,arousal,emobank_linear_probe,peak_depth_distance,0.2666666666666666,,,,,,,False,secondary,v1/results/derived/v1_phase_a/olmo_instruct/e1_emobank_decodability.csv,"[""target_A_human_r2_reader"", ""target_A_human_r2_self""]"
v1,rq1_shared_decodability,qwen,base,reader,valence,emobank_linear_probe,peak_r2,0.3784475146678349,,,,,,1000.0,True,primary,v1/results/derived/v1_phase_a/qwen_base/e1_emobank_decodability.csv,target_V_human_r2_reader
v1,rq1_shared_decodability,qwen,base,self,valence,emobank_linear_probe,peak_r2,0.3910673351887783,,,,,,1000.0,True,primary,v1/results/derived/v1_phase_a/qwen_base/e1_emobank_decodability.csv,target_V_human_r2_self
v1,rq1_shared_decodability,qwen,base,reader_self,valence,emobank_linear_probe,peak_depth_distance,0.0,,,,,,,False,secondary,v1/results/derived/v1_phase_a/qwen_base/e1_emobank_decodability.csv,"[""target_V_human_r2_reader"", ""target_V_human_r2_self""]"
v1,rq1_shared_decodability,qwen,base,reader,arousal,emobank_linear_probe,peak_r2,0.1298690431539824,,,,,,1000.0,True,primary,v1/results/derived/v1_phase_a/qwen_base/e1_emobank_decodability.csv,target_A_human_r2_reader
v1,rq1_shared_decodability,qwen,base,self,arousal,emobank_linear_probe,peak_r2,0.1232199909487711,,,,,,1000.0,True,primary,v1/results/derived/v1_phase_a/qwen_base/e1_emobank_decodability.csv,target_A_human_r2_self
v1,rq1_shared_decodability,qwen,base,reader_self,arousal,emobank_linear_probe,peak_depth_distance,0.07407407407407396,,,,,,,False,secondary,v1/results/derived/v1_phase_a/qwen_base/e1_emobank_decodability.csv,"[""target_A_human_r2_reader"", ""target_A_human_r2_self""]"
v1,rq1_shared_decodability,qwen,instruct,reader,valence,emobank_linear_probe,peak_r2,0.2146950653940441,,,,,,1000.0,True,primary,v1/results/derived/v1_phase_a/qwen_instruct/e1_emobank_decodability.csv,target_V_human_r2_reader
v1,rq1_shared_decodability,qwen,instruct,self,valence,emobank_linear_probe,peak_r2,0.2854302819104545,,,,,,1000.0,True,primary,v1/results/derived/v1_phase_a/qwen_instruct/e1_emobank_decodability.csv,target_V_human_r2_self
v1,rq1_shared_decodability,qwen,instruct,reader_self,valence,emobank_linear_probe,peak_depth_distance,0.07407407407407418,,,,,,,False,secondary,v1/results/derived/v1_phase_a/qwen_instruct/e1_emobank_decodability.csv,"[""target_V_human_r2_reader"", ""target_V_human_r2_self""]"
v1,rq1_shared_decodability,qwen,instruct,reader,arousal,emobank_linear_probe,peak_r2,0.0734394003030085,,,,,,1000.0,True,primary,v1/results/derived/v1_phase_a/qwen_instruct/e1_emobank_decodability.csv,target_A_human_r2_reader
v1,rq1_shared_decodability,qwen,instruct,self,arousal,emobank_linear_probe,peak_r2,0.074560971323116,,,,,,1000.0,True,primary,v1/results/derived/v1_phase_a/qwen_instruct/e1_emobank_decodability.csv,target_A_human_r2_self
v1,rq1_shared_decodability,qwen,instruct,reader_self,arousal,emobank_linear_probe,peak_depth_distance,0.11111111111111105,,,,,,,False,secondary,v1/results/derived/v1_phase_a/qwen_instruct/e1_emobank_decodability.csv,"[""target_A_human_r2_reader"", ""target_A_human_r2_self""]"
v1,rq2_shared_geometry,gemma,base,reader_self,valence,emobank_procrustes_alignment,max_alignment_gain,0.0804493128598209,,,,,,,True,primary,v1/results/derived/v1_phase_a/gemma_base/e2_emobank_geometry.csv,alignment_gain
v1,rq2_shared_geometry,gemma,base,reader_self,valence,emobank_rsa,max_rsa_correlation,0.9870278970256656,,,,,,,True,primary,v1/results/derived/v1_phase_a/gemma_base/e2_emobank_geometry.csv,rsa_correlation
v1,rq2_shared_geometry,gemma,instruct,reader_self,valence,emobank_procrustes_alignment,max_alignment_gain,0.4029506643905783,,,,,,,True,primary,v1/results/derived/v1_phase_a/gemma_instruct/e2_emobank_geometry.csv,alignment_gain
v1,rq2_shared_geometry,gemma,instruct,reader_self,valence,emobank_rsa,max_rsa_correlation,0.9794246414841622,,,,,,,True,primary,v1/results/derived/v1_phase_a/gemma_instruct/e2_emobank_geometry.csv,rsa_correlation
v1,rq2_shared_geometry,llama,base,reader_self,valence,emobank_procrustes_alignment,max_alignment_gain,0.2336149458205904,,,,,,,True,primary,v1/results/derived/v1_phase_a/llama_base/e2_emobank_geometry.csv,alignment_gain
v1,rq2_shared_geometry,llama,base,reader_self,valence,emobank_rsa,max_rsa_correlation,0.97961107411679,,,,,,,True,primary,v1/results/derived/v1_phase_a/llama_base/e2_emobank_geometry.csv,rsa_correlation
v1,rq2_shared_geometry,llama,instruct,reader_self,valence,emobank_procrustes_alignment,max_alignment_gain,1.1282292237268297,,,,,,,True,primary,v1/results/derived/v1_phase_a/llama_instruct/e2_emobank_geometry.csv,alignment_gain
v1,rq2_shared_geometry,llama,instruct,reader_self,valence,emobank_rsa,max_rsa_correlation,0.9803071659413528,,,,,,,True,primary,v1/results/derived/v1_phase_a/llama_instruct/e2_emobank_geometry.csv,rsa_correlation
v1,rq2_shared_geometry,olmo,base,reader_self,valence,emobank_procrustes_alignment,max_alignment_gain,0.7072845866692077,,,,,,,True,primary,v1/results/derived/v1_phase_a/olmo_base/e2_emobank_geometry.csv,alignment_gain
v1,rq2_shared_geometry,olmo,base,reader_self,valence,emobank_rsa,max_rsa_correlation,0.9914758527873808,,,,,,,True,primary,v1/results/derived/v1_phase_a/olmo_base/e2_emobank_geometry.csv,rsa_correlation
v1,rq2_shared_geometry,olmo,instruct,reader_self,valence,emobank_procrustes_alignment,max_alignment_gain,0.189629293760539,,,,,,,True,primary,v1/results/derived/v1_phase_a/olmo_instruct/e2_emobank_geometry.csv,alignment_gain
v1,rq2_shared_geometry,olmo,instruct,reader_self,valence,emobank_rsa,max_rsa_correlation,0.9856609117478892,,,,,,,True,primary,v1/results/derived/v1_phase_a/olmo_instruct/e2_emobank_geometry.csv,rsa_correlation
v1,rq2_shared_geometry,qwen,base,reader_self,valence,emobank_procrustes_alignment,max_alignment_gain,0.5900627444659102,,,,,,,True,primary,v1/results/derived/v1_phase_a/qwen_base/e2_emobank_geometry.csv,alignment_gain
v1,rq2_shared_geometry,qwen,base,reader_self,valence,emobank_rsa,max_rsa_correlation,0.9879164835465905,,,,,,,True,primary,v1/results/derived/v1_phase_a/qwen_base/e2_emobank_geometry.csv,rsa_correlation
v1,rq2_shared_geometry,qwen,instruct,reader_self,valence,emobank_procrustes_alignment,max_alignment_gain,1.010186435897317,,,,,,,True,primary,v1/results/derived/v1_phase_a/qwen_instruct/e2_emobank_geometry.csv,alignment_gain
v1,rq2_shared_geometry,qwen,instruct,reader_self,valence,emobank_rsa,max_rsa_correlation,0.935989922022553,,,,,,,True,primary,v1/results/derived/v1_phase_a/qwen_instruct/e2_emobank_geometry.csv,rsa_correlation
v1,rq3_semantic_controls,qwen,instruct,reader,valence_arousal_joint,word_shuffle_drop,shuffle_drop_accuracy,0.1328124999999999,,,,,,,True,primary,v1/results/derived/v1_phase_b/reader/qwen_instruct/phase_b_semantic_controls.csv,"[""acc_original_minimal_pair"", ""acc_word_shuffle""]"
v1,rq3_semantic_controls,qwen,instruct,reader,valence_arousal_joint,paraphrase_sample_audit,n_paraphrase_nonfallback,8.0,,,,,,8.0,False,diagnostic,v1/results/derived/v1_phase_b/reader/qwen_instruct/phase_b_semantic_controls.csv,n_nonfallback_paraphrase_pairs
v1,rq3_semantic_controls,qwen,base,reader,valence_arousal_joint,word_shuffle_drop,shuffle_drop_accuracy,0.12239583333333337,,,,,,,True,primary,v1/results/derived/v1_phase_b/reader/qwen_base/phase_b_semantic_controls.csv,"[""acc_original_minimal_pair"", ""acc_word_shuffle""]"
v1,rq3_semantic_controls,qwen,base,reader,valence_arousal_joint,paraphrase_sample_audit,n_paraphrase_nonfallback,8.0,,,,,,8.0,False,diagnostic,v1/results/derived/v1_phase_b/reader/qwen_base/phase_b_semantic_controls.csv,n_nonfallback_paraphrase_pairs
v1,rq3_semantic_controls,olmo,instruct,reader,valence_arousal_joint,word_shuffle_drop,shuffle_drop_accuracy,0.1015625,,,,,,,True,primary,v1/results/derived/v1_phase_b/reader/olmo_instruct/phase_b_semantic_controls.csv,"[""acc_original_minimal_pair"", ""acc_word_shuffle""]"
v1,rq3_semantic_controls,olmo,instruct,reader,valence_arousal_joint,paraphrase_sample_audit,n_paraphrase_nonfallback,8.0,,,,,,8.0,False,diagnostic,v1/results/derived/v1_phase_b/reader/olmo_instruct/phase_b_semantic_controls.csv,n_nonfallback_paraphrase_pairs
v1,rq3_semantic_controls,llama,base,reader,valence_arousal_joint,word_shuffle_drop,shuffle_drop_accuracy,0.10677083333333337,,,,,,,True,primary,v1/results/derived/v1_phase_b/reader/llama_base/phase_b_semantic_controls.csv,"[""acc_original_minimal_pair"", ""acc_word_shuffle""]"
v1,rq3_semantic_controls,llama,base,reader,valence_arousal_joint,paraphrase_sample_audit,n_paraphrase_nonfallback,8.0,,,,,,8.0,False,diagnostic,v1/results/derived/v1_phase_b/reader/llama_base/phase_b_semantic_controls.csv,n_nonfallback_paraphrase_pairs
v1,rq3_semantic_controls,olmo,base,reader,valence_arousal_joint,word_shuffle_drop,shuffle_drop_accuracy,0.12760416666666674,,,,,,,True,primary,v1/results/derived/v1_phase_b/reader/olmo_base/phase_b_semantic_controls.csv,"[""acc_original_minimal_pair"", ""acc_word_shuffle""]"
v1,rq3_semantic_controls,olmo,base,reader,valence_arousal_joint,paraphrase_sample_audit,n_paraphrase_nonfallback,8.0,,,,,,8.0,False,diagnostic,v1/results/derived/v1_phase_b/reader/olmo_base/phase_b_semantic_controls.csv,n_nonfallback_paraphrase_pairs
v1,rq3_semantic_controls,gemma,base,reader,valence_arousal_joint,word_shuffle_drop,shuffle_drop_accuracy,0.140625,,,,,,,True,primary,v1/results/derived/v1_phase_b/reader/gemma_base/phase_b_semantic_controls.csv,"[""acc_original_minimal_pair"", ""acc_word_shuffle""]"
v1,rq3_semantic_controls,gemma,base,reader,valence_arousal_joint,paraphrase_sample_audit,n_paraphrase_nonfallback,8.0,,,,,,8.0,False,diagnostic,v1/results/derived/v1_phase_b/reader/gemma_base/phase_b_semantic_controls.csv,n_nonfallback_paraphrase_pairs
v1,rq3_semantic_controls,gemma,instruct,reader,valence_arousal_joint,word_shuffle_drop,shuffle_drop_accuracy,0.0703125,,,,,,,True,primary,v1/results/derived/v1_phase_b/reader/gemma_instruct/phase_b_semantic_controls.csv,"[""acc_original_minimal_pair"", ""acc_word_shuffle""]"
v1,rq3_semantic_controls,gemma,instruct,reader,valence_arousal_joint,paraphrase_sample_audit,n_paraphrase_nonfallback,8.0,,,,,,8.0,False,diagnostic,v1/results/derived/v1_phase_b/reader/gemma_instruct/phase_b_semantic_controls.csv,n_nonfallback_paraphrase_pairs
v1,rq3_semantic_controls,llama,instruct,reader,valence_arousal_joint,word_shuffle_drop,shuffle_drop_accuracy,0.10677083333333348,,,,,,,True,primary,v1/results/derived/v1_phase_b/reader/llama_instruct/phase_b_semantic_controls.csv,"[""acc_original_minimal_pair"", ""acc_word_shuffle""]"
v1,rq3_semantic_controls,llama,instruct,reader,valence_arousal_joint,paraphrase_sample_audit,n_paraphrase_nonfallback,8.0,,,,,,8.0,False,diagnostic,v1/results/derived/v1_phase_b/reader/llama_instruct/phase_b_semantic_controls.csv,n_nonfallback_paraphrase_pairs
v1,rq3_semantic_controls,olmo,base,self,valence_arousal_joint,word_shuffle_drop,shuffle_drop_accuracy,0.11979166666666663,,,,,,,True,primary,v1/results/derived/v1_phase_b/self/olmo_base/phase_b_semantic_controls.csv,"[""acc_original_minimal_pair"", ""acc_word_shuffle""]"
v1,rq3_semantic_controls,olmo,base,self,valence_arousal_joint,paraphrase_sample_audit,n_paraphrase_nonfallback,8.0,,,,,,8.0,False,diagnostic,v1/results/derived/v1_phase_b/self/olmo_base/phase_b_semantic_controls.csv,n_nonfallback_paraphrase_pairs
v1,rq3_semantic_controls,llama,instruct,self,valence_arousal_joint,word_shuffle_drop,shuffle_drop_accuracy,0.10937499999999989,,,,,,,True,primary,v1/results/derived/v1_phase_b/self/llama_instruct/phase_b_semantic_controls.csv,"[""acc_original_minimal_pair"", ""acc_word_shuffle""]"
v1,rq3_semantic_controls,llama,instruct,self,valence_arousal_joint,paraphrase_sample_audit,n_paraphrase_nonfallback,8.0,,,,,,8.0,False,diagnostic,v1/results/derived/v1_phase_b/self/llama_instruct/phase_b_semantic_controls.csv,n_nonfallback_paraphrase_pairs
v1,rq3_semantic_controls,olmo,instruct,self,valence_arousal_joint,word_shuffle_drop,shuffle_drop_accuracy,0.08333333333333337,,,,,,,True,primary,v1/results/derived/v1_phase_b/self/olmo_instruct/phase_b_semantic_controls.csv,"[""acc_original_minimal_pair"", ""acc_word_shuffle""]"
v1,rq3_semantic_controls,olmo,instruct,self,valence_arousal_joint,paraphrase_sample_audit,n_paraphrase_nonfallback,8.0,,,,,,8.0,False,diagnostic,v1/results/derived/v1_phase_b/self/olmo_instruct/phase_b_semantic_controls.csv,n_nonfallback_paraphrase_pairs
v1,rq3_semantic_controls,gemma,instruct,self,valence_arousal_joint,word_shuffle_drop,shuffle_drop_accuracy,0.078125,,,,,,,True,primary,v1/results/derived/v1_phase_b/self/gemma_instruct/phase_b_semantic_controls.csv,"[""acc_original_minimal_pair"", ""acc_word_shuffle""]"
v1,rq3_semantic_controls,gemma,instruct,self,valence_arousal_joint,paraphrase_sample_audit,n_paraphrase_nonfallback,8.0,,,,,,8.0,False,diagnostic,v1/results/derived/v1_phase_b/self/gemma_instruct/phase_b_semantic_controls.csv,n_nonfallback_paraphrase_pairs
v1,rq3_semantic_controls,llama,base,self,valence_arousal_joint,word_shuffle_drop,shuffle_drop_accuracy,0.09114583333333337,,,,,,,True,primary,v1/results/derived/v1_phase_b/self/llama_base/phase_b_semantic_controls.csv,"[""acc_original_minimal_pair"", ""acc_word_shuffle""]"
v1,rq3_semantic_controls,llama,base,self,valence_arousal_joint,paraphrase_sample_audit,n_paraphrase_nonfallback,8.0,,,,,,8.0,False,diagnostic,v1/results/derived/v1_phase_b/self/llama_base/phase_b_semantic_controls.csv,n_nonfallback_paraphrase_pairs
v1,rq3_semantic_controls,qwen,instruct,self,valence_arousal_joint,word_shuffle_drop,shuffle_drop_accuracy,0.09895833333333337,,,,,,,True,primary,v1/results/derived/v1_phase_b/self/qwen_instruct/phase_b_semantic_controls.csv,"[""acc_original_minimal_pair"", ""acc_word_shuffle""]"
v1,rq3_semantic_controls,qwen,instruct,self,valence_arousal_joint,paraphrase_sample_audit,n_paraphrase_nonfallback,8.0,,,,,,8.0,False,diagnostic,v1/results/derived/v1_phase_b/self/qwen_instruct/phase_b_semantic_controls.csv,n_nonfallback_paraphrase_pairs
v1,rq3_semantic_controls,qwen,base,self,valence_arousal_joint,word_shuffle_drop,shuffle_drop_accuracy,0.09635416666666641,,,,,,,True,primary,v1/results/derived/v1_phase_b/self/qwen_base/phase_b_semantic_controls.csv,"[""acc_original_minimal_pair"", ""acc_word_shuffle""]"
v1,rq3_semantic_controls,qwen,base,self,valence_arousal_joint,paraphrase_sample_audit,n_paraphrase_nonfallback,8.0,,,,,,8.0,False,diagnostic,v1/results/derived/v1_phase_b/self/qwen_base/phase_b_semantic_controls.csv,n_nonfallback_paraphrase_pairs
v1,rq3_semantic_controls,gemma,base,self,valence_arousal_joint,word_shuffle_drop,shuffle_drop_accuracy,0.14583333333333326,,,,,,,True,primary,v1/results/derived/v1_phase_b/self/gemma_base/phase_b_semantic_controls.csv,"[""acc_original_minimal_pair"", ""acc_word_shuffle""]"
v1,rq3_semantic_controls,gemma,base,self,valence_arousal_joint,paraphrase_sample_audit,n_paraphrase_nonfallback,8.0,,,,,,8.0,False,diagnostic,v1/results/derived/v1_phase_b/self/gemma_base/phase_b_semantic_controls.csv,n_nonfallback_paraphrase_pairs
v1,rq4_shared_causal_map,gemma,base,reader,valence_arousal_joint,prompt_end_causal_trace,peak_causal_magnitude,0.0028690605183324,,,,,,,True,primary,v1/results/derived/v1_phase_c_prompt_end/gemma_base/e3_causal_map.csv,magnitude_reader
v1,rq4_shared_causal_map,gemma,base,self,valence_arousal_joint,prompt_end_causal_trace,peak_causal_magnitude,0.0037012546384154,,,,,,,True,primary,v1/results/derived/v1_phase_c_prompt_end/gemma_base/e3_causal_map.csv,magnitude_self
v1,rq4_shared_causal_map,gemma,base,reader_self,valence_arousal_joint,prompt_end_causal_trace,causal_profile_spearman,0.8023931623931623,,,,,,,False,secondary,v1/results/derived/v1_phase_c_prompt_end/gemma_base/e3_causal_map.csv,"[""magnitude_reader"", ""magnitude_self""]"
v1,rq4_shared_causal_map,gemma,instruct,reader,valence_arousal_joint,prompt_end_causal_trace,peak_causal_magnitude,0.0048919103742362,,,,,,,True,primary,v1/results/derived/v1_phase_c_prompt_end/gemma_instruct/e3_causal_map.csv,magnitude_reader
v1,rq4_shared_causal_map,gemma,instruct,self,valence_arousal_joint,prompt_end_causal_trace,peak_causal_magnitude,0.0082085827012994,,,,,,,True,primary,v1/results/derived/v1_phase_c_prompt_end/gemma_instruct/e3_causal_map.csv,magnitude_self
v1,rq4_shared_causal_map,gemma,instruct,reader_self,valence_arousal_joint,prompt_end_causal_trace,causal_profile_spearman,0.6464957264957265,,,,,,,False,secondary,v1/results/derived/v1_phase_c_prompt_end/gemma_instruct/e3_causal_map.csv,"[""magnitude_reader"", ""magnitude_self""]"
v1,rq4_shared_causal_map,llama,base,reader,valence_arousal_joint,prompt_end_causal_trace,peak_causal_magnitude,0.0007530829292332,,,,,,,True,primary,v1/results/derived/v1_phase_c_prompt_end/llama_base/e3_causal_map.csv,magnitude_reader
v1,rq4_shared_causal_map,llama,base,self,valence_arousal_joint,prompt_end_causal_trace,peak_causal_magnitude,0.0011883803459975,,,,,,,True,primary,v1/results/derived/v1_phase_c_prompt_end/llama_base/e3_causal_map.csv,magnitude_self
v1,rq4_shared_causal_map,llama,base,reader_self,valence_arousal_joint,prompt_end_causal_trace,causal_profile_spearman,0.5823529411764706,,,,,,,False,secondary,v1/results/derived/v1_phase_c_prompt_end/llama_base/e3_causal_map.csv,"[""magnitude_reader"", ""magnitude_self""]"
v1,rq4_shared_causal_map,llama,instruct,reader,valence_arousal_joint,prompt_end_causal_trace,peak_causal_magnitude,0.0021898619664708,,,,,,,True,primary,v1/results/derived/v1_phase_c_prompt_end/llama_instruct/e3_causal_map.csv,magnitude_reader
v1,rq4_shared_causal_map,llama,instruct,self,valence_arousal_joint,prompt_end_causal_trace,peak_causal_magnitude,0.0019171477309915,,,,,,,True,primary,v1/results/derived/v1_phase_c_prompt_end/llama_instruct/e3_causal_map.csv,magnitude_self
v1,rq4_shared_causal_map,llama,instruct,reader_self,valence_arousal_joint,prompt_end_causal_trace,causal_profile_spearman,0.8823529411764707,,,,,,,False,secondary,v1/results/derived/v1_phase_c_prompt_end/llama_instruct/e3_causal_map.csv,"[""magnitude_reader"", ""magnitude_self""]"
