layer,relative_depth,dataset,target_V_human_r2_reader,target_V_human_r2_self,target_V_human_pr_reader,target_V_human_pr_self,target_A_human_r2_reader,target_A_human_r2_self,target_A_human_pr_reader,target_A_human_pr_self
0,0.0,EmoBank,0.05764393085114805,0.05508768008509213,0.2694455262920569,0.26992353175859485,0.044980130553401554,0.04933445954854132,0.26618377807963467,0.27350640381808794
1,0.037037037037037035,EmoBank,0.05353156126844072,0.07053107224288269,0.2639890625273885,0.2869425398839406,0.04424997929311125,0.05156609920921995,0.257405961152819,0.26281364713821104
2,0.07407407407407407,EmoBank,0.03877096985573392,0.04650539236978857,0.24099492420999236,0.25412273391274337,0.050899830860646644,0.06095721046676217,0.25618129162348474,0.2713277436420531
3,0.1111111111111111,EmoBank,0.04659031616981246,0.05545226526135616,0.25212852437136374,0.2669012795229023,0.02469049353049879,0.025711384329480724,0.21822638922209875,0.2184072290737252
4,0.14814814814814814,EmoBank,0.05574417529206921,0.059140946245112236,0.2667543625947354,0.2737018645028219,0.017046457197925746,0.01583709405148981,0.20716607672766046,0.20753711263917154
5,0.18518518518518517,EmoBank,0.029276471388803738,0.02757645856835511,0.22869924670316605,0.22256204831191434,-0.015073196520110743,-0.004510611428300004,0.15704283241862896,0.1777879033904595
6,0.2222222222222222,EmoBank,0.059091218990516725,0.05249832834063761,0.27446136660105525,0.2676887183903326,-0.0030221851589062876,0.01888655998753963,0.18366744522611195,0.2126844689517307
7,0.25925925925925924,EmoBank,0.06743475975446334,0.04607864511573179,0.2833784197708367,0.25889054623237445,0.004606268800274593,0.010226056680262108,0.19401979146456586,0.20317944916941708
8,0.2962962962962963,EmoBank,0.07219718230168726,0.07957389526535374,0.2930299574872736,0.30943442005970895,0.018983357807171197,0.013508775991503574,0.2130340849109595,0.2091628548786824
9,0.3333333333333333,EmoBank,0.0796141870986743,0.09609511591594189,0.30103080500523266,0.3218106199325142,0.029603295821737707,0.01983700893725926,0.22770099824068074,0.2197845675204412
10,0.37037037037037035,EmoBank,0.07718111577504749,0.09509463666210993,0.29876139486516656,0.327098200918077,0.03915841245604745,0.037161166933439294,0.247041305935346,0.24455849958429277
11,0.4074074074074074,EmoBank,0.08776449062229497,0.10271076762515285,0.31290005053754005,0.3334111767742276,0.023562586721142864,0.020735656698981142,0.2263539903871941,0.2206199387249177
12,0.4444444444444444,EmoBank,0.09805259447169501,0.10245069099599513,0.3290682297684782,0.33649886958520775,0.035494751926123835,0.04573002327058784,0.244874640097571,0.2578054318111675
