acc_original_minimal_pair,acc_paraphrase_invariance,acc_word_shuffle,mean_affective_prob_original,mean_affective_prob_outcome_reversed,outcome_reversal_prob_drop
0.8567708333333333,1.0,0.765625,0.9923070073127747,0.9017696976661682,0.09053730964660645
