acc_original_minimal_pair,acc_pair_aware_held_out_paraphrase,pair_aware_held_out_reversal_drop,n_train_pairs,n_test_pairs,n_nonfallback_paraphrase_pairs,n_nonfallback_reversal_pairs,n_primary_test_paraphrase_pairs,n_primary_test_reversal_pairs,sensitivity_held_out_paraphrase,sensitivity_held_out_reversal_drop,acc_paraphrase_invariance_all,acc_word_shuffle,mean_affective_prob_original,mean_affective_prob_outcome_reversed,outcome_reversal_prob_drop
0.90625,1.0,0.012440860271453857,134,58,8,18,2,7,0.9137931034482758,0.1375238299369812,1.0,0.7786458333333333,0.9953060150146484,0.9089156985282898,0.08639031648635864
