stage,rq,family,alignment,task,axis,condition,metric,estimate,value_text,ci_low,ci_high,p,q,n,is_primary,analysis_role,source_artifact,source_key
behavioral,rq2_sensitivity,olmo,instruct,self,valence,clinical_minus_neutral_matched,mean_aligned_delta,0.0089901365882185,,0.0054501206612645,0.0126085373289939,1.6672537856597754e-06,5.335212114111281e-06,192,True,primary,behavioral/results/derived/aipsy_4split_summary/behavioral_aipsy_sensitivity_rq1.csv,direction_aligned_mean_diff
behavioral,rq2_sensitivity,olmo,instruct,reader,arousal,clinical_minus_neutral_matched,mean_aligned_delta,-0.0072024564416058,,-0.0171363236436292,0.0025004843380689,0.1497217666033449,0.2083085448394364,192,True,primary,behavioral/results/derived/aipsy_4split_summary/behavioral_aipsy_sensitivity_rq1.csv,direction_aligned_mean_diff
behavioral,rq2_sensitivity,olmo,instruct,self,arousal,clinical_minus_neutral_matched,mean_aligned_delta,-0.0170009632688159,,-0.0267933734956168,-0.0073093401863722,0.0009678330102986,0.0020626040522106,192,True,primary,behavioral/results/derived/aipsy_4split_summary/behavioral_aipsy_sensitivity_rq1.csv,direction_aligned_mean_diff
behavioral,rq2_sensitivity,qwen,base,reader,valence,clinical_minus_neutral_matched,mean_aligned_delta,0.0046481836812667,,0.0024155011252069,0.0071098810634376,0.0002290533466763,0.0006108089244703,192,True,primary,behavioral/results/derived/aipsy_4split_summary/behavioral_aipsy_sensitivity_rq1.csv,direction_aligned_mean_diff
behavioral,rq2_sensitivity,qwen,base,self,valence,clinical_minus_neutral_matched,mean_aligned_delta,0.0058189989037787,,0.0040356369808181,0.0076021060037674,3.685314266378446e-09,1.6847150932015753e-08,192,True,primary,behavioral/results/derived/aipsy_4split_summary/behavioral_aipsy_sensitivity_rq1.csv,direction_aligned_mean_diff
behavioral,rq2_sensitivity,qwen,base,reader,arousal,clinical_minus_neutral_matched,mean_aligned_delta,0.0149576245902079,,0.0116722437024071,0.0180175768932791,2.2782157474824523e-16,1.822572597985961e-15,192,True,primary,behavioral/results/derived/aipsy_4split_summary/behavioral_aipsy_sensitivity_rq1.csv,direction_aligned_mean_diff
behavioral,rq2_sensitivity,qwen,base,self,arousal,clinical_minus_neutral_matched,mean_aligned_delta,0.0052250581943499,,0.0025495432703665,0.0078175298062128,0.0002559091084705,0.0006299301131581,192,True,primary,behavioral/results/derived/aipsy_4split_summary/behavioral_aipsy_sensitivity_rq1.csv,direction_aligned_mean_diff
behavioral,rq2_sensitivity,qwen,instruct,reader,valence,clinical_minus_neutral_matched,mean_aligned_delta,0.0224368232472108,,0.0148409928501984,0.0297680797540194,3.539492847824176e-08,1.2584863458930406e-07,192,True,primary,behavioral/results/derived/aipsy_4split_summary/behavioral_aipsy_sensitivity_rq1.csv,direction_aligned_mean_diff
behavioral,rq2_sensitivity,qwen,instruct,self,valence,clinical_minus_neutral_matched,mean_aligned_delta,0.0175629633068641,,0.0124540150801609,0.0224307210645296,1.0558813868718109e-10,5.631367396649657e-10,192,True,primary,behavioral/results/derived/aipsy_4split_summary/behavioral_aipsy_sensitivity_rq1.csv,direction_aligned_mean_diff
behavioral,rq2_sensitivity,qwen,instruct,reader,arousal,clinical_minus_neutral_matched,mean_aligned_delta,0.0646948132165012,,0.0558155091401359,0.0743613744154669,1.0178720746931012e-28,1.628595319508962e-27,192,True,primary,behavioral/results/derived/aipsy_4split_summary/behavioral_aipsy_sensitivity_rq1.csv,direction_aligned_mean_diff
behavioral,rq2_sensitivity,qwen,instruct,self,arousal,clinical_minus_neutral_matched,mean_aligned_delta,0.0331887151220617,,0.0270798792251729,0.0395013282513527,1.9481844834116608e-19,2.0780634489724382e-18,192,True,primary,behavioral/results/derived/aipsy_4split_summary/behavioral_aipsy_sensitivity_rq1.csv,direction_aligned_mean_diff
behavioral,rq3_dose_response,gemma,base,reader,valence,triplet_dose_response,dose_response_p_iut,0.9462881999381848,,,,0.9462881999381848,0.9997596565981772,48,True,primary,behavioral/results/derived/aipsy_4split_summary/behavioral_aipsy_dose_response_rq2.csv,dose_response_p_value
behavioral,rq3_dose_response,gemma,base,self,valence,triplet_dose_response,dose_response_p_iut,0.9726845431007628,,,,0.9726845431007628,0.9997596565981772,48,True,primary,behavioral/results/derived/aipsy_4split_summary/behavioral_aipsy_dose_response_rq2.csv,dose_response_p_value
behavioral,rq3_dose_response,gemma,base,reader,arousal,triplet_dose_response,dose_response_p_iut,0.9513651909821548,,,,0.9513651909821548,0.9997596565981772,48,True,primary,behavioral/results/derived/aipsy_4split_summary/behavioral_aipsy_dose_response_rq2.csv,dose_response_p_value
behavioral,rq3_dose_response,gemma,base,self,arousal,triplet_dose_response,dose_response_p_iut,0.9972406112300436,,,,0.9972406112300436,0.9997596565981772,48,True,primary,behavioral/results/derived/aipsy_4split_summary/behavioral_aipsy_dose_response_rq2.csv,dose_response_p_value
behavioral,rq3_dose_response,gemma,instruct,reader,valence,triplet_dose_response,dose_response_p_iut,0.2742664940612641,,,,0.2742664940612641,0.9997596565981772,48,True,primary,behavioral/results/derived/aipsy_4split_summary/behavioral_aipsy_dose_response_rq2.csv,dose_response_p_value
behavioral,rq3_dose_response,gemma,instruct,self,valence,triplet_dose_response,dose_response_p_iut,0.7102143134580907,,,,0.7102143134580907,0.9997596565981772,48,True,primary,behavioral/results/derived/aipsy_4split_summary/behavioral_aipsy_dose_response_rq2.csv,dose_response_p_value
behavioral,rq3_dose_response,gemma,instruct,reader,arousal,triplet_dose_response,dose_response_p_iut,0.0303071183479409,,,,0.0303071183479409,0.3232759290447036,48,True,primary,behavioral/results/derived/aipsy_4split_summary/behavioral_aipsy_dose_response_rq2.csv,dose_response_p_value
