stage,rq,family,alignment,task,axis,condition,metric,estimate,value_text,ci_low,ci_high,p,q,n,is_primary,analysis_role,source_artifact,source_key
v2,rq3_causal_relocation,qwen,base,self,arousal,base_plain_self,mean_c_net_rand,-1.3913738625725659e-06,,,,,,,True,primary,v2/results/derived/v2_causal_dissociation_summary.json,c_a_net_rand
v2,rq3_causal_relocation,qwen,base,self,valence,base_self,mean_c_net_rand,-4.682922445937454e-06,,,,,,,True,primary,v2/results/derived/v2_causal_dissociation_summary.json,c_v_net_rand
v2,rq3_causal_relocation,qwen,base,self,arousal,base_self,mean_c_net_rand,-1.3913738625725659e-06,,,,,,,True,primary,v2/results/derived/v2_causal_dissociation_summary.json,c_a_net_rand
v2,rq3_causal_relocation,qwen,instruct,reader,valence,inst_matched_plain_reader,mean_c_net_rand,-1.2689532135259332e-05,,,,,,,True,primary,v2/results/derived/v2_causal_dissociation_summary.json,c_v_net_rand
v2,rq3_causal_relocation,qwen,instruct,reader,arousal,inst_matched_plain_reader,mean_c_net_rand,6.03250010457655e-06,,,,,,,True,primary,v2/results/derived/v2_causal_dissociation_summary.json,c_a_net_rand
v2,rq3_causal_relocation,qwen,instruct,reader,valence,inst_matched_reader,mean_c_net_rand,-1.2689532135259332e-05,,,,,,,True,primary,v2/results/derived/v2_causal_dissociation_summary.json,c_v_net_rand
v2,rq3_causal_relocation,qwen,instruct,reader,arousal,inst_matched_reader,mean_c_net_rand,6.03250010457655e-06,,,,,,,True,primary,v2/results/derived/v2_causal_dissociation_summary.json,c_a_net_rand
v2,rq3_causal_relocation,qwen,instruct,self,valence,inst_matched_plain_self,mean_c_net_rand,1.5096723472608862e-05,,,,,,,True,primary,v2/results/derived/v2_causal_dissociation_summary.json,c_v_net_rand
v2,rq3_causal_relocation,qwen,instruct,self,arousal,inst_matched_plain_self,mean_c_net_rand,-1.164610645183812e-05,,,,,,,True,primary,v2/results/derived/v2_causal_dissociation_summary.json,c_a_net_rand
v2,rq3_causal_relocation,qwen,instruct,self,valence,inst_matched_self,mean_c_net_rand,1.5096723472608862e-05,,,,,,,True,primary,v2/results/derived/v2_causal_dissociation_summary.json,c_v_net_rand
v2,rq3_causal_relocation,qwen,instruct,self,arousal,inst_matched_self,mean_c_net_rand,-1.164610645183812e-05,,,,,,,True,primary,v2/results/derived/v2_causal_dissociation_summary.json,c_a_net_rand
v2,rq3_causal_relocation,qwen,instruct,reader,valence,inst_native_chat_reader,mean_c_net_rand,5.362647316906892e-05,,,,,,,True,primary,v2/results/derived/v2_causal_dissociation_summary.json,c_v_net_rand
