r2_within_r,r2_within_s,r2_cross_r_to_s,r2_cross_s_to_r,direct_transfer_score,rsa_correlation,r2_aligned_transfer,geometry_pattern,layer,target
-2.120525977034049e-13,-2.120525977034049e-13,-2.120525977034049e-13,-2.120525977034049e-13,0.0,0.0,-2.120525977034049e-13,Directly non-transferable / poorly alignable representation,0,Valence_human
0.8574273441697238,0.8554772853725569,0.25259605278906416,0.3556727653166847,0.3041344090528744,0.9345014186463085,0.8087284204937444,Shared Geometry,1,Valence_human
0.9536926245804859,0.9570135686102256,-0.33220042048788523,0.1038048661914599,0.0,0.9352243935898636,0.8885638115776844,Alignable Geometry,2,Valence_human
0.9682051214428179,0.9673821352529064,-0.27115366983464906,0.04496123053512424,0.0,0.7155713941605749,0.9035253301553483,Alignable Geometry,3,Valence_human
0.9700764560283875,0.9747773028635898,-1.0213263386022864,-0.710425901902852,0.0,0.8658699307540555,0.8847101366113754,Alignable Geometry,4,Valence_human
0.9644776336314439,0.9651618413333137,-1.067305386699406,-0.07435799830921508,0.0,0.889291005875615,0.8493396934983468,Alignable Geometry,5,Valence_human
0.97486433731372,0.976269325753187,-2.326450751129275,-1.3386279855492553,0.0,0.9076589294521459,0.8585149474470668,Alignable Geometry,6,Valence_human
0.9645717746881272,0.959569866329821,-1.1147497458881657,-1.0598410283234982,0.0,0.9302405033606693,0.8312067568376641,Alignable Geometry,7,Valence_human
0.9613294650738632,0.9696398040981075,-1.776159147480004,-1.4147885226244004,0.0,0.930116421347702,0.8317617339101255,Alignable Geometry,8,Valence_human
0.9644429414175779,0.9722923905665508,-1.2078254834286253,-2.209132642042456,0.0,0.9420435602783206,0.8436928099493735,Alignable Geometry,9,Valence_human
0.9740307710214999,0.9761945090206361,-0.9192449582188713,-1.0791616699377338,0.0,0.9413528282501782,0.8443598722535699,Alignable Geometry,10,Valence_human
0.9768777854729266,0.9788834303507928,-1.1334910733199237,-0.7897909620127919,0.0,0.9464886867440035,0.8480259526703913,Alignable Geometry,11,Valence_human
0.9751406736762142,0.9776850888697798,-1.7726326854393388,-1.2937156060859132,0.0,0.9354083386745905,0.8445113550131266,Alignable Geometry,12,Valence_human
0.9732408556567161,0.9743609874281556,-2.474428826706319,-1.9770987007141652,0.0,0.9309955908736602,0.8218991141137748,Alignable Geometry,13,Valence_human
0.9815599411815003,0.9819362542242177,-2.2466851319949495,-3.310033619845382,0.0,0.933415669151594,0.7899368391084487,Alignable Geometry,14,Valence_human
0.9790291666731616,0.9841720261510897,-2.5555601917026074,-3.1341568330226295,0.0,0.9343039496105056,0.7947453531192099,Alignable Geometry,15,Valence_human
0.9817342885226075,0.9843315582461521,-2.293550370963455,-2.1935520441288885,0.0,0.9394749519857956,0.7613417079645106,Alignable Geometry,16,Valence_human
0.9753825603031164,0.9779555288252063,-2.6608567487008252,-3.4992983762657985,0.0,0.9216468154551348,0.714746300246701,Alignable Geometry,17,Valence_human
0.977487867677541,0.9755455213993645,-2.797863653188972,-2.4869260598728076,0.0,0.9125206179920983,0.6962724876371084,Alignable Geometry,18,Valence_human
0.9770159448082839,0.9753844067551563,-2.186354618841342,-1.5980459704801908,0.0,0.9053799523270157,0.6837326432240274,Alignable Geometry,19,Valence_human
0.971280713281613,0.974956475321097,-2.208864262508873,-3.024828151475801,0.0,0.8931610426517341,0.6762366533373146,Alignable Geometry,20,Valence_human
0.9703915081715705,0.9760190808007029,-1.8953894911628448,-2.4948999952953788,0.0,0.8293273846928898,0.726062108515884,Alignable Geometry,21,Valence_human
0.9689435181921763,0.9734723504510838,-3.2185565149936997,-2.867907736279227,0.0,0.8533416253372793,0.7191411024438423,Alignable Geometry,22,Valence_human
0.9624594952341446,0.9728845089783422,-3.411990612701657,-8.534403340551107,0.0,0.8461304481445161,0.6733943315846802,Alignable Geometry,23,Valence_human
0.9656004199869335,0.9678006726437302,-4.986815124058722,-5.164520679570217,0.0,0.8396446476642941,0.6476479107485069,Alignable Geometry,24,Valence_human
0.9705941199119685,0.9737039463241837,-4.192554390846122,-2.3334003978669116,0.0,0.8338415344692004,0.6812246091872814,Alignable Geometry,25,Valence_human
0.9726754929093611,0.9765520179984956,-3.890258699679256,-3.3344540568862007,0.0,0.8278672556728159,0.6709959970209826,Alignable Geometry,26,Valence_human
0.9839974235688866,0.9807861824087469,-5.550543853037514,-2.4323417190687895,0.0,0.8317923818877015,0.696872894728968,Alignable Geometry,27,Valence_human
0.9872877589846136,0.9879461756332113,-4.631660084518486,-2.2590500931579083,0.0,0.8397741821620515,0.6864309643088495,Alignable Geometry,28,Valence_human
