acc_original_minimal_pair,acc_paraphrase_invariance,acc_transformation_sensitivity_paraphrase,acc_pair_aware_held_out_paraphrase,pair_aware_held_out_reversal_drop,acc_word_shuffle,mean_affective_prob_original,mean_affective_prob_outcome_reversed,outcome_reversal_prob_drop
0.7526041666666667,0.9869791666666667,0.9869791666666667,0.6896551724137931,0.10398906469345093,0.6354166666666666,0.9907062649726868,0.7507004141807556,0.24000585079193115
