axis,mediator_layer,mediator_depth,mediated_attenuation,attenuation_ci_low,attenuation_ci_high,attenuation_ratio,ratio_ci_low,ratio_ci_high,n_samples
valence,3,0.1111111111111111,0.0009005965765131,-0.0010533994805299665,0.002946137977779052,0.008711586152341595,-0.01765210432439784,0.03423276473745978,96
arousal,3,0.1111111111111111,0.00027120556428754844,-0.00015274553004008997,0.0006570350671272356,0.005785310128334298,0.00011758644637542707,0.011346025166534846,96
