model,family,alignment,axis,layer,relative_depth,within_reader_r2,within_self_r2,cross_r_to_s,cross_s_to_r,direct_mean,rsa,aligned_r2,alignment_gain
gemma_base,gemma,base,valence,18,0.72,-2.154130502514544,-1.870170694401272,-2.934743873570936,-2.340838615442445,0.0,0.8724194816979376,0.1884649005904228,0.0101036138241809
gemma_base,gemma,base,arousal,18,0.72,-3.690035909265641,-4.001276058643997,-5.101006556944063,-4.488341878075462,0.0,0.8724194816979376,0.0168231925036884,0.0058860132629221
gemma_base,gemma,base,valence,19,0.76,-1.9638425244172095,-2.026859685261276,-2.6215182298745274,-2.513942457327341,0.0,0.8832200906279974,0.2090009002118439,0.0025445557121309
gemma_base,gemma,base,arousal,19,0.76,-3.56270779151948,-3.7907032743894167,-5.283863015828973,-5.891847170281984,0.0,0.8832200906279974,0.0126823830400321,0.0023899082413751
gemma_base,gemma,base,valence,20,0.8,-2.2875620682621878,-2.281698506760712,-2.984441839271578,-2.8917646082093498,0.0,0.887545745570988,0.2551735672088652,0.0005397429705422
gemma_base,gemma,base,arousal,20,0.8,-3.447510319913744,-3.959015734877125,-6.421523900904444,-5.570040165016213,0.0,0.887545745570988,0.0320745497521354,0.0039800659005073
gemma_base,gemma,base,valence,21,0.84,-2.2343958257411987,-2.290678640652104,-3.342418367333395,-2.404857123291221,0.0,0.8978544663685171,0.2712194377515152,0.0069889749592333
gemma_base,gemma,base,arousal,21,0.84,-3.7940897229362074,-3.9910637921807233,-6.645027519200852,-4.629490029303503,0.0,0.8978544663685171,0.0390600316021347,0.0040639846860616
gemma_base,gemma,base,valence,22,0.88,-2.172475902757616,-2.2677502679967723,-2.935950106715489,-2.184955968337765,0.0,0.9007754977345954,0.2663775307659015,0.003252025520498
gemma_base,gemma,base,arousal,22,0.88,-3.76773828203579,-3.876713276475032,-6.147649171079953,-4.451909376699639,0.0,0.9007754977345954,0.0151780202035524,0.0029815731899405
gemma_base,gemma,base,valence,23,0.92,-2.764996943823195,-2.166631832789657,-3.9888780005982953,-2.4822837844877337,0.0,0.9066718062644818,0.2334082303203662,0.0057016518382703
gemma_base,gemma,base,arousal,23,0.92,-3.577004939828389,-3.988115870915301,-6.074379260701867,-5.280308454522126,0.0,0.9066718062644818,0.0162574647212079,0.0030759823096709
gemma_base,gemma,base,valence,24,0.96,-2.629698261740986,-2.135963821163887,-4.620607525434401,-2.5566556070106845,0.0,0.910337219025908,0.2685151375363996,0.0061093299780712
gemma_base,gemma,base,arousal,24,0.96,-4.175222970377625,-4.194748598808902,-6.324374333794337,-4.653908184473152,0.0,0.910337219025908,0.0167925092031419,0.0010399551654323
gemma_base,gemma,base,valence,25,1.0,-2.1262030506460707,-1.7466539659963822,-3.908859821261373,-2.1357683717943576,0.0,0.906028247081465,0.2841217303139002,0.0093313664473915
gemma_base,gemma,base,arousal,25,1.0,-3.601022184208629,-3.647042984211146,-5.246523007962855,-4.221175989450202,0.0,0.906028247081465,0.0187121783276651,0.0030624777972444
gemma_instruct,gemma,instruct,valence,0,0.0,-1.53098927344517,-1.610889563451695,-3.9243048335133937,-1.858996714583243,0.0,0.9681955985049914,0.0775096939425835,-0.0223256150277603
gemma_instruct,gemma,instruct,arousal,0,0.0,-1.530261779821711,-1.4418184487345442,-1.846148353448564,-2.656790169990449,0.0,0.9681955985049914,-0.0070570793782973,0.0185058987139314
gemma_instruct,gemma,instruct,valence,1,0.04,-1.4104965511985776,-1.3440030851630524,-3.7940589472878807,-1.4614797344025088,0.0,0.9693629790293894,0.1032672451846673,0.0080327010057865
gemma_instruct,gemma,instruct,arousal,1,0.04,-1.2818438352049557,-1.1609349203610195,-2.196093684451939,-2.9454696181179005,0.0,0.9693629790293894,0.0045478458345282,0.001817675116188
gemma_instruct,gemma,instruct,valence,2,0.08,-1.4636524106913016,-1.2852982065133407,-1.9925586786447755,-1.874127593337826,0.0,0.9690668205457692,0.1214738444727199,-0.0065251347976864
gemma_instruct,gemma,instruct,arousal,2,0.08,-1.6420882307112756,-1.0809593247687186,-3.475718695737518,-1.775720234805151,0.0,0.9690668205457692,0.0069462013854568,0.0080796536520171
gemma_instruct,gemma,instruct,valence,3,0.12,-1.2251176633094425,-1.187845068545213,-2.4815944851667684,-1.84431073770945,0.0,0.9723716983985062,0.1084936971092022,-0.0041721977056823
gemma_instruct,gemma,instruct,arousal,3,0.12,-1.707337016672093,-1.455221655998713,-5.789981923433701,-2.0695350058674324,0.0,0.9723716983985062,0.0177747860775336,0.0408671447342443
gemma_instruct,gemma,instruct,valence,4,0.16,-1.758998187107995,-1.432088796170906,-3.6989204841277807,-5.953985754481187,0.0,0.9794246414841622,0.1395921409569946,0.018776894871367
gemma_instruct,gemma,instruct,arousal,4,0.16,-2.069355917230719,-2.156630194619717,-4.61653412380493,-3.182682940376385,0.0,0.9794246414841622,0.0206000228605663,0.0123269694699451
gemma_instruct,gemma,instruct,valence,5,0.2,-1.6124696211944871,-1.2653568639827864,-9.462138921522335,-5.971280132114764,0.0,0.9759541686213702,0.1300971655064856,0.0693952988262516
gemma_instruct,gemma,instruct,arousal,5,0.2,-2.249432496287486,-2.2264934704983346,-9.375363733917215,-8.110843642935466,0.0,0.9759541686213702,0.0171844152157816,0.0193060886964393
gemma_instruct,gemma,instruct,valence,6,0.24,-1.794458391265337,-1.497980426974768,-151.65212857226766,-30.42815583523424,0.0,0.9602110772449974,0.0831596128662427,-2.47007756952744e-05
gemma_instruct,gemma,instruct,arousal,6,0.24,-1.9932514913224644,-2.1682070407870264,-198.4325505335398,-21.095981020836025,0.0,0.9602110772449974,0.0034654710895476,0.0238409159334906
gemma_instruct,gemma,instruct,valence,7,0.28,-1.326999077228456,-1.058342783100468,-59.33368234078456,-13.397714749298366,0.0,0.9573411636678836,0.1188904215575071,0.0127564006392475
gemma_instruct,gemma,instruct,arousal,7,0.28,-1.5324442827980378,-1.8194927681591229,-83.99427067512599,-30.69284420316629,0.0,0.9573411636678836,0.0136195535749981,0.0466167089357665
gemma_instruct,gemma,instruct,valence,8,0.32,-1.1275624718959951,-1.179047679972471,-62.47422531291763,-12.369727479442844,0.0,0.9561041609034364,0.2105511294455164,0.0544974086107308
gemma_instruct,gemma,instruct,arousal,8,0.32,-1.863696721197638,-1.869409982204269,-46.12560584750545,-7.3231792920954035,0.0,0.9561041609034364,0.0109855677528971,0.0132218411655797
gemma_instruct,gemma,instruct,valence,9,0.36,-0.6629747077730146,-0.8465803105005996,-89.74621401118956,-31.21888906836485,0.0,0.9407984076038216,0.2317373678464535,0.0810496588588233
gemma_instruct,gemma,instruct,arousal,9,0.36,-1.8013469246070946,-1.7288461280436342,-87.13142656301616,-9.01608647480086,0.0,0.9407984076038216,0.0239401264436011,0.2368619748017774
gemma_instruct,gemma,instruct,valence,10,0.4,-0.9543542067046956,-0.7883175766415866,-90.98100093618922,-18.858391241781973,0.0,0.9307762636840382,0.2503835322156851,0.096583371130146
gemma_instruct,gemma,instruct,arousal,10,0.4,-1.8161195575371067,-1.5310623705537203,-141.4953254241062,-34.61781132337283,0.0,0.9307762636840382,-0.0098580731949309,0.1200694783182776
gemma_instruct,gemma,instruct,valence,11,0.44,-0.942699626459421,-1.0650751358004324,-30.67810769659274,-30.95249007054969,0.0,0.8944421376212999,0.1740399760308405,0.2977717712373476
gemma_instruct,gemma,instruct,arousal,11,0.44,-1.466387976055184,-1.5169176673153952,-94.57122540365856,-38.733788821058425,0.0,0.8944421376212999,0.0214120254172751,0.1513853821289699
gemma_instruct,gemma,instruct,valence,12,0.48,-0.7643880886141765,-0.9479496303586508,-16.129583192304068,-28.940887358969963,0.0,0.8719855475431937,0.2408607101134369,0.4029506643905783
gemma_instruct,gemma,instruct,arousal,12,0.48,-1.604996657134917,-1.6491358437374275,-10.233654462461724,-7.357567225971714,0.0,0.8719855475431937,0.0245728262268624,0.1214375292398247
gemma_instruct,gemma,instruct,valence,13,0.52,-0.8179446151699628,-1.051681246485134,-34.072454151570106,-5.730637770969168,0.0,0.8524090388770066,0.2248257184602186,0.2999056200737339
gemma_instruct,gemma,instruct,arousal,13,0.52,-1.5968721984131822,-1.869958725810796,-76.91032813713036,-15.318938994252392,0.0,0.8524090388770066,0.0253541528349428,0.1212852680956138
gemma_instruct,gemma,instruct,valence,14,0.56,-0.534489224327666,-0.8329234181807077,-29.51998929733986,-4.579073729526073,0.0,0.7968518064998478,0.2381419863039838,0.1924365391825852
gemma_instruct,gemma,instruct,arousal,14,0.56,-1.484599223206327,-1.8598771510277892,-153.39963023553148,-25.625607449068315,0.0,0.7968518064998478,0.0161363352204356,0.1101610638941937
gemma_instruct,gemma,instruct,valence,15,0.6,-0.6105146287209564,-0.7782165463359298,-36.42299703291579,-6.493937891878132,0.0,0.7906460395072841,0.2025377317950476,0.2380976397625549
gemma_instruct,gemma,instruct,arousal,15,0.6,-1.378695370521736,-1.6252040893027462,-25.343988835964723,-12.256063410494098,0.0,0.7906460395072841,0.0082397108604853,0.1552230815115208
gemma_instruct,gemma,instruct,valence,16,0.64,-0.5607284307812084,-0.6370043206341454,-13.490880882777647,-9.283551038516222,0.0,0.7712427477840148,0.2154017596554976,0.2410679114822415
gemma_instruct,gemma,instruct,arousal,16,0.64,-1.2179140138184974,-1.4344193265686824,-29.68488779982604,-27.799177594508013,0.0,0.7712427477840148,0.0185239229037899,0.1420508755731042
gemma_instruct,gemma,instruct,valence,17,0.68,-0.4862562401803849,-0.6604243282864859,-13.649701124791738,-8.453295547482242,0.0,0.7623701780535281,0.2216192370186672,0.1361746413564103
gemma_instruct,gemma,instruct,arousal,17,0.68,-1.4443981184794263,-1.3740549968502824,-19.759872950042748,-7.223799080304525,0.0,0.7623701780535281,0.0049338062228904,0.1056960304578144
gemma_instruct,gemma,instruct,valence,18,0.72,-0.5789119308874002,-0.5497249355802258,-7.42741359129124,-8.78332512805054,0.0,0.7440571247435699,0.2016952426610215,0.2052971661625243
gemma_instruct,gemma,instruct,arousal,18,0.72,-1.2881790168143143,-1.2040263378260758,-19.51770944038653,-14.666142465366034,0.0,0.7440571247435699,0.0132544017593373,0.1748163386043607
gemma_instruct,gemma,instruct,valence,19,0.76,-0.7149445076171075,-0.4742253976840505,-8.34569069620597,-7.23291167433862,0.0,0.748006697081576,0.2001219226630395,0.1432635450583315
gemma_instruct,gemma,instruct,arousal,19,0.76,-1.2588823584436,-1.4565335221035136,-18.812970103750917,-14.53337902617686,0.0,0.748006697081576,0.0212993970667109,0.2660358209187058
gemma_instruct,gemma,instruct,valence,20,0.8,-0.49713078091585,-0.5550773590276896,-6.293748645042995,-14.135213655955322,0.0,0.7555524648497987,0.1957820639026519,0.2010597995605088
