layer,component,is_confirmatory,mean_probe_necessity,mean_neutralization_ratio,mean_neutral_mean_control,mean_matched_substitution,z_score_iso,p_value_iso,null_mu_iso,null_sig_iso,z_score_perp,p_value_perp,null_mu_perp,null_sig_perp,model_name,fdr_q_iso,fdr_sig_iso,fdr_q_perp,fdr_sig_perp,fdr_q_joint_168_iso,fdr_q_joint_168_perp,fdr_sig_joint_168
13,attn,False,0.006023339815122,-2.2006195395696886,0.0066136124477179,0.0075300577117604,-0.5468279660098893,0.7142857142857143,0.0062463346702851,0.000407797093463,-0.327380712145954,0.6190476190476191,0.0061875443581072,0.0005015706084482,Qwen/Qwen2.5-1.5B-Instruct,0.927536231884058,False,0.8666666666666667,False,0.9343065693430657,0.9043478260869565,False
13,resid,False,0.0057362544280984,-1.6239939805975796,0.0073955093031623,0.0065423450891876,-1.0818225358440696,0.9047619047619048,0.0062357423040064,0.0004617096236753,-1.3165951188906584,0.9047619047619048,0.0064771843371381,0.0005627621570281,Qwen/Qwen2.5-1.5B-Instruct,0.9876543209876544,False,0.987012987012987,False,0.9876543209876543,0.9876543209876543,False
14,mlp,False,0.0056048325046886,-1.5748461415640636,0.0064854846476799,0.0067852749837737,-1.3375045109501285,0.9523809523809524,0.0062655387647438,0.0004939843227787,-1.6717321845594928,0.9523809523809524,0.0063848288683156,0.0004665797373713,Qwen/Qwen2.5-1.5B-Instruct,0.9876543209876544,False,0.9876543209876544,False,0.9876543209876543,0.9876543209876543,False
14,attn,False,0.0065489314136453,-0.7738306580808031,0.0065746812950779,0.0071444805063011,0.6475432875324093,0.4285714285714285,0.0062172074381349,0.0005122807724167,0.4219067859397598,0.3809523809523809,0.0063296597306191,0.0005197159427947,Qwen/Qwen2.5-1.5B-Instruct,0.927536231884058,False,0.8571428571428571,False,0.897196261682243,0.897196261682243,False
14,resid,False,0.0056152389951202,-1.0443784630515152,0.0073623800493188,0.0071495638965959,-1.4181004694867785,1.0,0.0062065661958929,0.0004169854065323,-1.4315554164229018,1.0,0.0065317909566258,0.0006402490263323,Qwen/Qwen2.5-1.5B-Instruct,1.0,False,1.0,False,1.0,1.0,False
15,mlp,True,0.0059293143422184,-0.2696887794612551,0.0065156403931463,0.0067099018430223,-0.2004398452897191,0.6190476190476191,0.0060128675372936,0.0004168492295254,-0.2981151273699535,0.6190476190476191,0.0060628954791625,0.0004480857382936,Qwen/Qwen2.5-1.5B-Instruct,0.927536231884058,False,0.8666666666666667,False,0.9043478260869565,0.9043478260869565,False
15,attn,True,0.0061896741342065,-0.7710393041816689,0.0063454560984483,0.0058417050007645,0.1808703683340567,0.4761904761904761,0.0061267436315955,0.0003479315223971,-0.0852176392902044,0.4761904761904761,0.0062301707269993,0.0004752137366168,Qwen/Qwen2.5-1.5B-Instruct,0.927536231884058,False,0.8571428571428571,False,0.897196261682243,0.897196261682243,False
15,resid,True,0.0063014853217367,-0.2861082421815292,0.0071540834603785,0.0071175688961486,0.5661587659323006,0.3809523809523809,0.0060877208680824,0.0003775698028844,-0.3123604924377164,0.7142857142857143,0.0064561160284046,0.0004950392588419,Qwen/Qwen2.5-1.5B-Instruct,0.927536231884058,False,0.9090909090909092,False,0.897196261682243,0.9343065693430657,False
16,mlp,False,0.0066355486483302,-2.713830642437878,0.0067869128617178,0.0055825674281475,1.3689077552260411,0.1428571428571428,0.0058924622850565,0.0005428315826518,2.457302356066035,0.0476190476190476,0.005878842148261,0.0003079419584656,Qwen/Qwen2.5-1.5B-Instruct,0.927536231884058,False,0.8571428571428571,False,0.897196261682243,0.897196261682243,False
16,attn,False,0.0060051203935856,-0.1399873350917439,0.0062371152187385,0.0057064313258929,0.0712305623173676,0.4761904761904761,0.0059804557091553,0.000346265474086,0.040168962172608,0.4285714285714285,0.0059920266046453,0.0003259678177384,Qwen/Qwen2.5-1.5B-Instruct,0.927536231884058,False,0.8571428571428571,False,0.897196261682243,0.897196261682243,False
16,resid,False,0.006674990477475,-2.027497651325773,0.0064487305049982,0.0059884838868957,1.3992816373346595,0.238095238095238,0.0059976585554657,0.0004840568931494,1.3692402407313544,0.0952380952380952,0.0062206548445544,0.0003318158635754,Qwen/Qwen2.5-1.5B-Instruct,0.927536231884058,False,0.8571428571428571,False,0.897196261682243,0.897196261682243,False
17,mlp,False,0.005111667019776,-0.7866267996953539,0.0062136325583542,0.006236538699296,-1.7854445806651813,0.9523809523809524,0.0059193862831832,0.0004523911143219,-1.245947683258694,0.9047619047619048,0.0056238925344128,0.0004111131803681,Qwen/Qwen2.5-1.5B-Instruct,0.9876543209876544,False,0.987012987012987,False,0.9876543209876543,0.9876543209876543,False
17,attn,False,0.0059468560877357,-1.8946868744963856,0.006573917917466,0.0056828206737735,0.3830450793573126,0.4285714285714285,0.0057974646771049,0.0003900099979914,0.6383586758307155,0.3333333333333333,0.0056879276675279,0.000405615886509,Qwen/Qwen2.5-1.5B-Instruct,0.927536231884058,False,0.8571428571428571,False,0.897196261682243,0.897196261682243,False
17,resid,False,0.0055873132633456,-1.493401080515606,0.0063819442524351,0.0065933011011767,-0.5642409633305866,0.7619047619047619,0.0057534742303339,0.0002944858274867,-0.4668244300477678,0.6666666666666666,0.0058323946131078,0.000524996838184,Qwen/Qwen2.5-1.5B-Instruct,0.927536231884058,False,0.875,False,0.9343065693430657,0.9256198347107438,False
18,mlp,False,0.0058166875240626,-1.2506200105268714,0.0068872396594708,0.0064811133565218,-0.0324592938405274,0.4285714285714285,0.0058294624350999,0.0003935671274932,0.2019191056183087,0.4761904761904761,0.0057350195106112,0.0004044590688998,Qwen/Qwen2.5-1.5B-Instruct,0.927536231884058,False,0.8571428571428571,False,0.897196261682243,0.897196261682243,False
18,attn,False,0.0052776705832766,-1.2945555971636111,0.0067126173496218,0.0059095996084019,-1.436768116628181,0.9047619047619048,0.0058555208941994,0.0004021875932763,-1.774532911323371,0.9523809523809524,0.0057559602959891,0.000269529919485,Qwen/Qwen2.5-1.5B-Instruct,0.9876543209876544,False,0.9876543209876544,False,0.9876543209876543,0.9876543209876543,False
18,resid,False,0.0050819461869357,-1.43924795558427,0.0069457642179123,0.0063922974787725,-1.397165704678659,0.9523809523809524,0.0057017301469906,0.0004436008971444,-2.212630021746236,0.9523809523809524,0.0058102229100812,0.000329145277786,Qwen/Qwen2.5-1.5B-Instruct,0.9876543209876544,False,0.9876543209876544,False,0.9876543209876543,0.9876543209876543,False
19,mlp,False,0.0060521180224087,-1.513899039602907,0.0065057432508489,0.0064530211554452,1.1967716382574227,0.1428571428571428,0.0056547450557512,0.0003320374196334,1.9048596582445496,0.0476190476190476,0.0054375079401789,0.0003226537343943,Qwen/Qwen2.5-1.5B-Instruct,0.927536231884058,False,0.8571428571428571,False,0.897196261682243,0.897196261682243,False
19,attn,False,0.0054348929561818,-0.1502556101405576,0.0060224622382231,0.0053856979670773,-0.2782871872588813,0.7619047619047619,0.0055622454878571,0.0004576298784352,-0.0089733656871443,0.5238095238095238,0.0054388236660864,0.0004380418721012,Qwen/Qwen2.5-1.5B-Instruct,0.927536231884058,False,0.8571428571428571,False,0.9343065693430657,0.897196261682243,False
19,resid,False,0.0059069124076352,-1.6847814396410865,0.0060064200251149,0.0061012780544123,0.5795213412752123,0.3333333333333333,0.0057115890095084,0.0003370426319366,0.9388771969868428,0.238095238095238,0.005573118458143,0.0003555246102082,Qwen/Qwen2.5-1.5B-Instruct,0.927536231884058,False,0.8571428571428571,False,0.897196261682243,0.897196261682243,False
20,mlp,False,0.0060357281361437,-2.222116539666728,0.0055816490120884,0.0049891924413207,2.2230549558520445,0.0476190476190476,0.0051801559647388,0.0003848632572724,1.976528007478329,0.0952380952380952,0.0054211803276129,0.000310922894189,Qwen/Qwen2.5-1.5B-Instruct,0.927536231884058,False,0.8571428571428571,False,0.897196261682243,0.897196261682243,False
20,attn,False,0.0055290543619788,-1.0991804248963788,0.0060341511278274,0.0049743033076136,-0.2289874067458298,0.6190476190476191,0.0056115834853411,0.000360409004736,0.3875421258725137,0.3333333333333333,0.0053751177054389,0.0003972127060852,Qwen/Qwen2.5-1.5B-Instruct,0.927536231884058,False,0.8571428571428571,False,0.9043478260869565,0.897196261682243,False
20,resid,False,0.005492956134296,-0.4204568178134064,0.0051504293049529,0.0053813409199787,-0.0965422349483126,0.4761904761904761,0.0055322035655537,0.0004065312065613,0.0825206338876336,0.5714285714285714,0.0054644813166936,0.0003450630013475,Qwen/Qwen2.5-1.5B-Instruct,0.927536231884058,False,0.8571428571428571,False,0.897196261682243,0.897196261682243,False
21,mlp,True,0.0048912064223159,-2.1018386883806666,0.0052342168834574,0.0054513147751487,-1.2857067409836886,0.9523809523809524,0.0053385530967272,0.0003479383440651,-1.2122619617612354,0.9047619047619048,0.005343696688432,0.0003732611270411,Qwen/Qwen2.5-1.5B-Instruct,0.9876543209876544,False,0.987012987012987,False,0.9876543209876543,0.9876543209876543,False
21,attn,True,0.0051608282917176,-0.2767112012101252,0.0053681388832278,0.0053728257851722,-0.1983286186716022,0.5238095238095238,0.0052471880598187,0.0004354377531569,-0.5664352784117034,0.7619047619047619,0.005318893860551,0.000279053185523,Qwen/Qwen2.5-1.5B-Instruct,0.927536231884058,False,0.9411764705882352,False,0.897196261682243,0.9343065693430657,False
21,resid,True,0.0057794752370562,-0.858943826933665,0.0058229111341494,0.0052285554340983,1.267029180780329,0.1904761904761904,0.0052276299188418,0.0004355427061865,0.965988771822654,0.238095238095238,0.005411121296385,0.0003813232114242,Qwen/Qwen2.5-1.5B-Instruct,0.927536231884058,False,0.8571428571428571,False,0.897196261682243,0.897196261682243,False
22,mlp,False,0.00538472830658,-2.014994089753099,0.0045427828545768,0.0047324487475698,1.237973992790509,0.1428571428571428,0.0049604494622889,0.0003427203210745,1.4885403643427706,0.0952380952380952,0.0049412305289102,0.0002979413849254,Qwen/Qwen2.5-1.5B-Instruct,0.927536231884058,False,0.8571428571428571,False,0.897196261682243,0.897196261682243,False
22,attn,False,0.0051075065906798,-1.306598038022174,0.0046864105317523,0.0054783017141353,0.3140052449721845,0.3333333333333333,0.005024507576167,0.000264323656505,0.3635742953827619,0.3809523809523809,0.0049672109833972,0.0003858787847885,Qwen/Qwen2.5-1.5B-Instruct,0.927536231884058,False,0.8571428571428571,False,0.897196261682243,0.897196261682243,False
22,resid,False,0.0050711778333605,-1.2369091378096406,0.0053948284803728,0.0052792363300284,0.1151459802485952,0.5238095238095238,0.0050281624777444,0.0003735723602613,-0.0252390414125615,0.4285714285714285,0.0050803716917706,0.0003642712993654,Qwen/Qwen2.5-1.5B-Instruct,0.927536231884058,False,0.8571428571428571,False,0.897196261682243,0.897196261682243,False
23,mlp,False,0.0048535791788464,-0.642690634481392,0.0050799834854236,0.0047222568801798,0.0041243540273661,0.5714285714285714,0.004851993413868,0.0003844880841799,0.3609018259779626,0.5238095238095238,0.0047084860690909,0.0004020293035712,Qwen/Qwen2.5-1.5B-Instruct,0.927536231884058,False,0.8571428571428571,False,0.897196261682243,0.897196261682243,False
23,attn,False,0.0050916837106838,-1.415638981535867,0.0049975195119681,0.0044043337474776,0.7145411124759684,0.2857142857142857,0.0048550837436755,0.0003311215588259,0.6388386485398359,0.3333333333333333,0.0049329266657361,0.0002485088297499,Qwen/Qwen2.5-1.5B-Instruct,0.927536231884058,False,0.8571428571428571,False,0.897196261682243,0.897196261682243,False
