protocol,mean_emd_recovery_pct,median_emd_recovery_pct,mean_ev_shift_pct
mlp_last_token_L15,0.8212194585230237,0.5638666507996659,1.0887685129174878
resid_last_token_L15,0.37573121663280695,0.3586718213384965,2.9698746142439614
resid_all_tokens_L15,-448.953624574221,-263.2433413009538,893.6061960103192
multi_resid_last_L13_16,1.4705116232769866,1.0619655422057395,3.53304731388339
multi_resid_all_L13_16,-437.1519913457934,-248.8047648416247,876.1067559470885
