layer,dataset,target_V_human_r2_reader,target_V_human_r2_self,target_V_human_pr_reader,target_V_human_pr_self,target_A_human_r2_reader,target_A_human_r2_self,target_A_human_pr_reader,target_A_human_pr_self,target_V_beh_r2_reader,target_V_beh_r2_self
10,EmoBank,-0.04240952944165133,-0.05162864113405541,0.030800108771863784,0.017798962721677893,-0.047806971064019654,-0.05565243465943648,0.05360115831499257,0.04120808967867844,-0.017455014157940596,-0.02276194436308776
11,EmoBank,-0.041469993563676644,-0.0516746604016467,0.03473648891618806,0.011039320621740152,-0.044141634272801156,-0.04519868628199797,0.0682091975066899,0.0665776290083492,-0.021285243567839673,-0.02463760766652201
12,EmoBank,-0.04420863608955283,-0.05493923403630818,0.03463464051704115,0.009285290548568859,-0.04785369103073123,-0.03749160293007936,0.06017889741279407,0.0794302220548326,-0.010876997918948694,-0.016396920034911
13,EmoBank,-0.04328513971790682,-0.055850014452919705,0.03578318615250416,-0.0008143050532073224,-0.058120894295991654,-0.04757241864946349,0.04549250928302764,0.06028166105355139,-0.019183626693706657,-0.03014859158362526
14,EmoBank,-0.04069601452267202,-0.047378281580758186,0.04226525788033711,0.023393782949313352,-0.053989978988985055,-0.04729260546709724,0.05022716242062503,0.05608702641616666,-0.009486475784639126,-0.024290128899610686
15,EmoBank,-0.04882542099924647,-0.054517710451084556,0.021552033850468208,0.0013004314742710184,-0.04984942072178167,-0.050639336495565956,0.05937120226263706,0.050138216986314314,-0.018036882416610167,-0.030437719577342648
16,EmoBank,-0.050426779656743914,-0.0576385638985244,0.021174679967063736,0.006874879828971909,-0.04870230639399131,-0.05065865556574467,0.06321897851114072,0.0478786493556368,-0.018819296718070255,-0.031273864736803825
17,EmoBank,-0.04591930796899435,-0.04413638320800595,0.03544932283825422,0.04357201898980879,-0.044230048368092856,-0.052051260887813866,0.0779443336316579,0.05286821985863209,-0.02589345988704328,-0.02731168221070801
18,EmoBank,-0.05050758067503702,-0.050629669544040246,0.019365909509452203,0.024268944160915035,-0.048498335467550335,-0.04835694198556073,0.06498536480171258,0.05203867428769037,-0.020284174959243728,-0.02535926105593167
19,EmoBank,-0.0438684867418897,-0.040390888755673204,0.034513014276285045,0.04690252095650582,-0.043295724983569706,-0.06005246754638116,0.07466171251473327,0.03410554688124944,-0.01771979324751838,-0.02238110600127996
20,EmoBank,-0.046161710454096117,-0.047200065509847455,0.029317066691620253,0.03020942157160376,-0.04382080141783207,-0.048351320109819795,0.06519573307997482,0.04543644058673832,-0.026047739618577426,-0.02634724293500379
21,EmoBank,-0.05012440645764715,-0.05626759489127364,0.010112548415536042,0.008855447457793745,-0.043697224922605526,-0.048939808440460864,0.06565046190774197,0.04874597852031519,-0.01974673597828147,-0.03185734256483164
22,EmoBank,-0.05177475093002171,-0.05292201291809784,-0.0038949012420132437,0.009181597325054703,-0.043099641519805276,-0.049822285571152314,0.0676540759645178,0.04875411252630821,-0.01171102334495866,-0.023937616856682276
23,EmoBank,-0.05465978804524574,-0.04973828512659195,-0.006765261540869482,0.019202950390635506,-0.04210719950413999,-0.04835968932036039,0.06642826249953995,0.05131918249434324,-0.014367855223209158,-0.027808068703477407
24,EmoBank,-0.05756812124257804,-0.05565758537072507,-0.01517087128454547,-0.0005244770712091728,-0.04420137909960675,-0.04870956034686014,0.06494094635915952,0.050186458007615155,-0.00851062637014599,-0.02976158261181694
25,EmoBank,-0.05380171017944968,-0.054744296822926364,-0.006360195871342273,-0.002760628767803336,-0.039896901986851585,-0.04589182488527088,0.06829724576270566,0.05339248511248944,-0.01597429368608516,-0.03133241268268594
26,EmoBank,-0.03170041975551108,-0.026966586249176583,0.06856900328459821,0.07761625346967828,-0.03234589122591114,-0.04106472946048911,0.0718787574372117,0.051975051698496325,-0.010986000288021769,-0.01646489972013665
